N	2gram	Tiupa_Hudo_1	KulturaY
1	потому что	3	25
2	и в	19	23
3	не только	16	20
4	в том	18	19
5	в этом	11	18
6	и не	15	16
7	ни к	2	15
8	может быть	14	15
9	точки зрения	10	14
10	если бы	3	12
11	в самом	5	12
12	все эти	2	12
13	том что	8	11
14	того чтобы	2	11
15	в области	6	11
16	но в	7	11
17	что в	6	10
18	по себе	2	10
19	а не	9	10
20	вовсе не	2	9
21	то что	4	9
22	для того	2	9
23	не может	7	9
24	с другой	7	8
25	прежде всего	4	8
26	не в	7	8
27	в качестве	24	8
28	уже не	4	8
29	и что	3	8
30	с точки	3	8
31	не менее	3	7
32	в нашем	2	7
33	но и	10	7
34	другой стороны	5	7
35	слова в	2	6
36	это не	2	6
37	в этой	2	6
38	но не	11	6
39	тем не	3	6
40	то же	10	6
41	между тем	4	6
42	и на	2	6
43	я не	2	5
44	этом смысле	3	5
45	что он	3	5
46	об этом	2	5
47	еще не	3	5
48	в его	9	5
49	этого слова	2	5
50	один из	2	5
51	и тем	2	5
52	слова и	2	5
53	приводит к	5	5
54	все это	2	5
55	таким образом	3	5
56	лишь в	4	5
57	как это	5	5
58	и то	4	5
59	не следует	4	5
60	речи и	3	5
61	только в	5	5
62	мы имеем	6	5
63	в узком	3	4
64	была бы	3	4
65	отнюдь не	2	4
66	в них	2	4
67	если мы	2	4
68	можно сказать	5	4
69	к тому	4	4
70	ни в	5	4
71	в пределах	3	4
72	своего рода	5	4
73	или в	2	4
74	хотя и	3	4
75	как бы	9	4
76	в нем	5	4
77	со стороны	2	4
78	так же	2	4
79	и о	3	4
80	в данном	4	4
81	сказать что	4	4
82	могут быть	4	4
83	в каком	2	4
84	говорить о	3	4
85	в то	6	4
86	так и	11	4
87	же время	5	3
88	а только	4	3
89	а также	5	3
90	данный момент	2	3
91	того же	2	3
92	он не	4	3
93	что и	2	3
94	не все	2	3
95	речи а	2	3
96	что она	2	3
97	как в	2	3
98	отличается от	2	3
99	как раз	3	3
100	так в	4	3
101	в форме	4	3
102	не знает	3	3
103	именно в	2	3
104	сводится к	7	3
105	того что	4	3
106	и по	2	3
107	или иначе	4	3
108	а в	12	3
109	и его	12	3
110	слова как	5	3
111	языка в	4	3
112	что можно	3	3
113	и это	2	3
114	есть в	2	3
115	здесь не	2	3
116	всего лишь	4	3
117	в виду	5	3
118	в отношении	3	2
119	и более	2	2
120	в частности	13	2
121	никогда не	2	2
122	состоит в	16	2
123	не как	2	2
124	или иного	3	2
125	таких случаях	2	2
126	конечном счете	5	2
127	в самой	2	2
128	в другом	3	2
129	и потому	2	2
130	только о	2	2
131	с одной	2	2
132	свою очередь	2	2
133	а на	5	2
134	в свою	3	2
135	при этом	13	2
136	может служить	2	2
137	по преимуществу	2	2
138	того или	3	2
139	в конечном	5	2
140	так или	3	2
141	к нему	3	2
142	превращается в	2	2
143	в своей	5	2
144	дело не	2	2
145	а именно	2	2
146	в их	5	2
147	в своем	2	2
148	не на	3	2
149	в отличие	7	2
150	и для	2	2
151	как и	2	2
152	в году	2	2
153	в той	3	2
154	этого термина	2	2
155	тем самым	4	2
156	могла бы	2	2
157	заключается в	2	2
158	отличие от	7	2
159	отношения к	2	2
