N	2gram	Tiupa_Anal_1	Literetu
1	и не	21	22
2	тогда как	14	17
3	и в	18	16
4	в мире	8	16
5	х годов	2	15
6	при этом	12	15
7	не только	15	14
8	но и	17	14
9	в этом	13	14
10	а не	17	12
11	то что	6	12
12	может быть	29	12
13	в том	27	12
14	в частности	19	11
15	не в	14	10
16	такого рода	5	10
17	своего рода	3	10
18	я и	6	10
19	то же	9	9
20	так и	4	9
21	того что	4	9
22	в то	9	9
23	том что	12	8
24	не может	22	8
25	в этой	5	8
26	как бы	5	8
27	эстетического субъекта	3	7
28	в противовес	2	7
29	в своей	6	7
30	же время	6	7
31	себя в	6	7
32	со стороны	2	7
33	тем самым	7	7
34	точки зрения	6	7
35	я в	3	7
36	только в	6	7
37	лирического героя	2	7
38	по мысли	3	6
39	с его	3	6
40	состоит в	11	6
41	с другой	4	6
42	произведение искусства	9	6
43	к тому	7	6
44	эстетического объекта	11	6
45	еще не	3	6
46	в его	13	6
47	и т.п	5	6
48	и его	5	6
49	в себе	11	6
50	в другом	4	6
51	о том	5	6
52	присутствия в	2	6
53	в качестве	31	5
54	это не	6	5
55	что он	3	5
56	тому же	4	5
57	субъекта и	4	5
58	как и	13	5
59	соответствии с	2	5
60	лишь в	5	5
61	особого рода	7	5
62	в целом	5	5
63	вместе с	4	5
64	а именно	3	5
65	в отличие	6	5
66	а в	9	5
67	этом отношении	2	5
68	именно в	4	5
69	всего лишь	4	5
70	коммуникативного события	14	5
71	в основе	6	5
72	то есть	11	5
73	отличие от	6	5
74	место в	3	4
75	но не	10	4
76	в рамках	3	4
77	никогда не	2	4
78	однако в	3	4
79	даже в	3	4
80	перед лицом	6	4
81	одной стороны	3	4
82	в начале	2	4
83	одним из	3	4
84	об искусстве	2	4
85	отношению к	5	4
86	из них	2	4
87	не говоря	2	4
88	коммуникативное событие	6	4
89	данном случае	2	4
90	в тексте	5	4
91	по отношению	6	4
92	другого в	3	4
93	с одной	3	4
94	а также	3	4
95	должно быть	2	4
96	в данном	2	4
97	как будто	3	4
98	произведения в	11	3
99	том числе	3	3
100	только для	2	3
101	личности в	3	3
102	отнюдь не	15	3
103	прежде всего	6	3
104	более того	3	3
105	восходящая к	2	3
106	и как	5	3
107	то в	2	3
108	мира в	2	3
109	и к	3	3
110	на его	2	3
111	в самом	6	3
112	еще в	2	3
113	однако не	3	3
114	это как	2	3
115	уже не	4	3
116	по рассуждению	2	3
117	самом деле	2	3
118	с точки	4	3
119	начале х	2	3
120	той же	2	3
121	не становится	2	3
122	тому как	3	3
123	эстетический объект	6	3
124	не случайно	3	3
125	потому что	2	3
126	самим собой	2	3
127	по своей	6	3
128	едва ли	2	3
129	отношения к	2	3
130	в области	4	3
131	но в	8	3
132	между тем	5	3
133	в творческом	2	2
134	в противоположность	2	2
135	художественного произведения	5	2
136	ни было	4	2
137	к предмету	2	2
138	е фарино	4	2
139	что в	5	2
140	если бы	3	2
141	в случае	6	2
142	и одновременно	3	2
143	то ни	3	2
144	быть может	2	2
145	другого я	2	2
146	искусство в	2	2
147	и другого	4	2
148	одного из	2	2
149	нас самих	2	2
150	не всегда	4	2
151	вследствие этого	3	2
152	вопрос о	2	2
153	по себе	4	2
154	этого текста	2	2
155	в облике	2	2
156	ни с	3	2
157	или иной	6	2
158	в нем	3	2
159	с первой	2	2
160	найти себя	2	2
161	всякий раз	3	2
162	в присутствии	2	2
163	и адресата	2	2
164	художественного творчества	2	2
165	художественное творчество	2	2
166	того же	4	2
167	эстетической деятельности	4	2
168	для него	2	2
169	можно сказать	2	2
170	было бы	2	2
171	и сам	2	2
172	без другого	2	2
173	что не	3	2
174	несмотря на	2	2
175	субъекта в	2	2
176	не могу	2	2
177	от себя	3	2
178	том чтобы	7	2
179	текста и	8	2
180	той или	6	2
181	о нем	3	2
182	себя и	4	2
183	для себя	2	2
184	один из	2	2
185	субъект и	2	2
186	не с	4	2
187	что и	3	2
188	все же	4	2
189	бы то	3	2
190	отношение к	2	2
191	эстетическое переживание	4	2
192	и тогда	2	2
193	как мы	2	2
194	быть не	3	2
195	художественное произведение	5	2
196	из того	4	2
197	объекта и	3	2
198	того чтобы	3	2
199	для того	4	2
200	в принципе	8	2
201	другой стороны	2	2
202	эстетический субъект	2	2
203	и на	5	2
204	и с	2	2
205	автора и	3	2
206	эстетического отношения	8	2
207	подобно тому	3	2
208	далеко не	6	2
209	на себя	2	2
210	представляет собой	16	2
211	же самое	2	2
212	могли бы	2	2
213	в первом	2	2
214	один в	2	2
215	и потому	2	2
216	здесь не	2	2
217	ответственности перед	3	2
