N	2gram	Bakhtin_Pr_2	Istorich
1	и в	43	24
2	что он	13	21
3	не только	11	21
4	и т	13	17
5	т е	26	16
6	этих случаях	2	16
7	т д	4	16
8	может быть	23	14
9	не может	18	14
10	в этих	6	13
11	что в	4	13
12	как в	2	12
13	в этом	13	12
14	и здесь	3	12
15	но и	14	11
16	это не	3	10
17	у него	6	10
18	том что	2	10
19	а в	5	10
20	и что	5	10
21	с другой	4	9
22	не в	11	9
23	все же	3	9
24	о том	5	9
25	еще не	9	8
26	что и	3	8
27	все это	5	8
28	другой стороны	3	8
29	то же	8	8
30	а не	7	8
31	или в	8	8
32	так как	4	8
33	с собой	4	7
34	в том	6	7
35	одна из	2	7
36	во всех	4	7
37	то что	7	7
38	к нему	5	7
39	таким образом	5	7
40	тем что	3	6
41	об этом	2	6
42	для нас	2	6
43	как и	14	6
44	так же	2	6
45	но не	5	6
46	мы увидим	5	6
47	в нем	12	6
48	он не	9	6
49	и все	6	6
50	того что	2	6
51	во время	4	6
52	только в	4	6
53	как он	2	6
54	что это	2	6
55	не менее	3	5
56	то это	2	5
57	отношение к	2	5
58	так и	3	5
59	здесь мы	2	5
60	с ним	3	5
61	ничего не	3	5
62	героя и	5	5
63	там где	4	5
64	но в	10	5
65	никогда не	9	4
66	что у	2	4
67	вовсе не	5	4
68	тем не	2	4
69	по существу	3	4
70	но все	2	4
71	при этом	6	4
72	есть и	3	4
73	мы уже	3	4
74	как бы	22	4
75	в их	3	4
76	то и	2	4
77	и не	29	4
78	мы не	4	4
79	точки зрения	13	4
80	мы можем	2	4
81	уже в	2	3
82	с его	4	3
83	из одного	4	3
84	в них	4	3
85	превращается в	2	3
86	в образе	2	3
87	вопрос о	2	3
88	на то	5	3
89	в различных	3	3
90	так что	5	3
91	кроме того	3	3
92	кажется что	3	3
93	например в	2	3
94	и герой	2	3
95	себе и	4	3
96	его в	3	3
97	здесь нет	3	3
98	когда он	3	3
99	сих пор	7	3
100	ее в	2	3
101	по своим	3	3
102	как мы	10	3
103	должны быть	2	3
104	и наконец	6	3
105	и даже	3	3
106	и он	5	3
107	и его	8	3
108	но это	4	3
109	хотя и	5	3
110	к себе	7	3
111	из этих	2	3
112	в конце	2	3
113	герой не	2	3
114	и этим	3	3
115	того как	2	3
116	перед нами	7	2
117	того же	3	2
118	та же	2	2
119	и так	2	2
120	лежит в	2	2
121	но здесь	5	2
122	прежде всего	10	2
123	не могут	4	2
124	стороны и	3	2
125	и ее	3	2
126	в то	7	2
127	ни в	2	2
128	без всякого	2	2
129	знаю что	4	2
130	в руках	2	2
131	и нет	4	2
132	то время	2	2
133	в форме	2	2
134	она не	3	2
135	тот же	3	2
136	было бы	5	2
137	в самом	7	2
138	и эта	2	2
139	он говорит	2	2
140	и о	2	2
141	но для	3	2
142	в котором	6	2
143	и др	2	2
144	на себя	2	2
145	еще один	3	2
146	на том	2	2
147	на него	3	2
148	но конечно	2	2
149	отличается от	2	2
150	им в	2	2
151	здесь не	6	2
152	уже не	3	2
153	нами в	2	2
154	но эта	2	2
155	мы здесь	2	2
156	что не	2	2
157	что такое	2	2
158	на этот	4	2
159	время как	2	2
160	почти всегда	2	2
161	что этот	2	2
162	героя но	2	2
163	сказать что	2	2
164	из них	2	2
165	в одной	3	2
166	с этим	2	2
167	но он	4	2
168	известно что	2	2
169	и на	10	2
170	этот вопрос	4	2
171	во всем	3	2
172	только на	3	2
173	все эти	5	2
174	и это	4	2
175	конечно не	2	2
176	все его	2	2
177	до сих	7	2
178	но при	3	2
