N	2gram	Medvedev_F_2	StatiiOP
1	и в	38	29
2	том что	2	27
3	в том	11	27
4	в этом	27	21
5	но и	13	19
6	что в	7	19
7	не только	9	19
8	что он	5	13
9	в его	10	13
10	то что	6	11
11	все это	3	11
12	в которой	2	11
13	к тому	4	10
14	таким образом	20	10
15	т е	26	10
16	и т	14	9
17	так и	8	9
18	этом отношении	7	9
19	и не	20	9
20	потому что	2	9
21	он не	6	9
22	и пр	21	8
23	как раз	6	8
24	но в	4	8
25	но все	3	7
26	с тем	11	7
27	в самом	16	7
28	в ней	6	7
29	в виду	2	7
30	в котором	2	7
31	в своей	7	7
32	вместе с	6	7
33	тому что	2	7
34	для того	3	7
35	не столько	4	7
36	вовсе не	11	6
37	все же	8	6
38	т д	5	6
39	того чтобы	3	6
40	и его	21	6
41	и на	3	6
42	прежде всего	15	5
43	была бы	3	5
44	в той	2	5
45	в качестве	2	5
46	было бы	6	5
47	как бы	4	5
48	в языке	6	5
49	а не	6	5
50	того что	3	5
51	между тем	2	5
52	точки зрения	8	5
53	времени и	2	4
54	а как	3	4
55	именно в	5	4
56	должен был	2	4
57	с другой	3	4
58	к этому	4	4
59	не в	15	4
60	для него	7	4
61	кроме того	2	4
62	и к	4	4
63	и о	2	4
64	хотя и	3	4
65	в нем	13	4
66	еще более	5	4
67	не приходится	3	4
68	ничего не	4	4
69	при помощи	2	4
70	связи с	13	4
71	и с	9	4
72	в общем	5	3
73	борьбы с	2	3
74	самого начала	2	3
75	же как	3	3
76	что это	3	3
77	в этих	2	3
78	не является	3	3
79	оно не	4	3
80	в предисловии	2	3
81	с этим	5	3
82	с нею	2	3
83	по себе	7	3
84	идет о	2	3
85	что на	2	3
86	ни в	2	3
87	но это	2	3
88	но не	2	3
89	до конца	2	3
90	например в	3	3
91	должно было	3	3
92	никогда не	2	3
93	и даже	4	3
94	всяком случае	5	3
95	из них	4	3
96	другой стороны	4	3
97	самом деле	8	3
98	как в	4	3
99	в их	6	3
100	вряд ли	2	3
101	т п	9	3
102	не было	6	3
103	тем что	8	3
104	с самого	2	3
105	на самом	3	3
106	и по	2	3
107	хотя бы	6	3
108	его не	2	3
109	во всяком	5	3
110	и здесь	3	3
111	что эта	2	3
112	не то	3	3
113	с его	11	2
114	и более	2	2
115	и другие	2	2
116	если бы	5	2
117	борьба с	2	2
118	и др	3	2
119	по этому	2	2
120	в какой	3	2
121	в одной	2	2
122	в конце	2	2
123	и теперь	4	2
124	как например	2	2
125	предисловии к	2	2
126	что именно	2	2
127	в тех	2	2
128	что и	8	2
129	его как	2	2
130	он был	2	2
131	в ее	2	2
132	по существу	7	2
133	как и	9	2
134	то ни	2	2
135	и как	3	2
136	должна была	2	2
137	в этой	6	2
138	что они	4	2
139	в истории	6	2
140	в то	5	2
141	очевидно что	2	2
142	чем он	4	2
143	может быть	23	2
144	значительной степени	3	2
145	в статье	4	2
146	не по	2	2
147	тем же	3	2
148	на почве	9	2
149	даже в	2	2
150	сами по	2	2
151	образом не	2	2
152	только в	6	2
153	не могли	2	2
154	ее в	2	2
155	не к	2	2
156	литературного языка	3	2
157	в некоторых	4	2
158	в процессе	9	2
159	со стороны	2	2
160	и речи	5	2
161	совершенно не	4	2
162	не может	14	2
163	нигде не	2	2
164	в особенности	4	2
165	то же	6	2
166	все эти	6	2
167	при этом	9	2
168	там где	4	2
169	в отличие	2	2
170	поэтическим языком	4	2
171	они не	4	2
172	в значительной	3	2
173	не имеет	2	2
174	с точки	7	2
175	особенно в	3	2
176	поэтического языка	65	2
177	а к	2	2
178	чтобы сделать	2	2
179	в результате	6	2
180	сказать что	2	2
181	к сожалению	2	2
182	языка в	9	2
183	это время	2	2
184	этот вопрос	2	2
185	от его	2	2
186	его в	3	2
187	и это	2	2
188	том смысле	3	2
189	так как	4	2
190	само собою	2	2
191	как это	2	2
192	отличие от	2	2
193	отметить что	2	2
194	в области	3	2
195	это было	3	2
