N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	26
2	т е	4	22
3	никогда не	6	13
4	потому что	5	13
5	что в	6	12
6	в том	12	12
7	и на	3	12
8	в этом	11	12
9	может быть	5	11
10	том что	16	10
11	и т	11	10
12	и не	2	10
13	не только	12	10
14	что он	9	9
15	еще не	7	9
16	но и	5	9
17	в нем	3	8
18	все же	3	8
19	на том	2	8
20	т д	3	8
21	все эти	3	8
22	и это	4	8
23	с ним	4	8
24	превращается в	3	7
25	уже не	7	7
26	например в	2	7
27	и его	5	7
28	у него	9	7
29	о том	12	7
30	но в	5	7
31	то что	8	6
32	мы уже	4	6
33	как в	8	6
34	так в	2	6
35	не может	7	6
36	и с	4	6
37	в русской	4	6
38	как он	2	6
39	мы не	2	6
40	как и	9	5
41	в ней	4	5
42	в его	8	5
43	так и	13	5
44	то же	9	5
45	и что	2	5
46	тем что	3	5
47	в то	8	5
48	только в	5	5
49	его в	3	5
50	это не	7	4
51	прежде всего	11	4
52	с его	5	4
53	до сих	2	4
54	в это	2	4
55	на его	2	4
56	как бы	7	4
57	сих пор	2	4
58	как мы	3	4
59	и он	5	4
60	и по	3	4
61	а также	3	4
62	но как	2	4
63	если бы	3	3
64	в частности	5	3
65	и от	4	3
66	вопрос о	2	3
67	так что	2	3
68	не в	7	3
69	от него	3	3
70	такой же	3	3
71	же как	2	3
72	они не	2	3
73	в качестве	9	3
74	она не	4	3
75	том как	3	3
76	в него	2	3
77	еще в	3	3
78	один из	4	3
79	в своей	10	3
80	что она	4	3
81	со стороны	3	3
82	а в	7	3
83	при этом	12	3
84	там же	2	3
85	к своему	2	3
86	в своих	3	3
87	та же	4	3
88	в себе	11	3
89	не было	4	3
90	как будто	4	3
91	с этой	2	2
92	перед нами	5	2
93	однако в	2	2
94	в этих	5	2
95	в своем	4	2
96	что у	3	2
97	не означает	2	2
98	но он	3	2
99	в одной	2	2
100	с этим	3	2
101	на то	4	2
102	можно сказать	4	2
103	к тому	7	2
104	об одном	2	2
105	мы знаем	2	2
106	живет в	2	2
107	по отношению	8	2
108	одна из	2	2
109	но не	3	2
110	что при	3	2
111	героя в	2	2
112	было бы	6	2
113	даже в	3	2
114	людей а	2	2
115	отношению к	8	2
116	не имеет	2	2
117	жизни и	5	2
118	своего рода	7	2
119	ни в	5	2
120	что когда	2	2
121	на него	2	2
122	в форме	2	2
123	что же	2	2
124	приходит в	2	2
125	то и	3	2
126	тогда как	7	2
127	он не	4	2
128	только что	4	2
129	а с	2	2
130	человека в	6	2
131	она в	3	2
132	в лице	3	2
133	и другое	2	2
134	а не	12	2
135	того что	4	2
136	что не	2	2
137	можно было	5	2
138	с ними	2	2
139	в городе	5	2
140	уже знаем	2	2
141	к себе	5	2
142	о котором	2	2
143	видно что	2	2
144	в этой	8	2
145	здесь не	2	2
146	ничего не	8	2
