N	2gram	Vygotskiy__6	Komedia
1	и в	28	22
2	и не	11	21
3	том что	19	13
4	в том	28	12
5	таким образом	18	12
6	так как	10	11
7	потому что	22	10
8	до сих	3	9
9	в самом	8	9
10	вместе с	7	9
11	сих пор	3	9
12	если бы	7	8
13	в своем	7	8
14	что он	18	8
15	в его	3	8
16	что и	4	8
17	в этом	27	8
18	его в	6	8
19	при этом	3	7
20	то же	7	7
21	не по	3	7
22	только что	2	7
23	а в	2	7
24	в конце	2	7
25	ясно что	4	6
26	того же	7	6
27	еще не	8	6
28	для того	8	6
29	к тому	10	6
30	может быть	13	6
31	как раз	6	6
32	самом деле	2	6
33	и что	6	6
34	того чтобы	10	6
35	так что	6	6
36	и его	3	6
37	в то	6	6
38	не менее	2	5
39	связи с	3	5
40	что в	17	5
41	прежде всего	2	5
42	а по	3	5
43	как это	3	5
44	хотя и	3	5
45	не только	16	5
46	в своей	2	5
47	отношение к	7	5
48	из них	2	5
49	все это	2	5
50	по отношению	10	5
51	он не	7	5
52	тем что	8	5
53	в которых	2	5
54	с ним	2	5
55	но в	5	5
56	с самого	7	4
57	самого начала	7	4
58	с тем	5	4
59	должен был	3	4
60	у него	2	4
61	между собой	9	4
62	с другой	2	4
63	и здесь	3	4
64	все же	2	4
65	не в	4	4
66	до конца	3	4
67	несмотря на	2	4
68	то что	28	4
69	когда он	2	4
70	но и	10	4
71	в отношении	10	4
72	с помощью	13	4
73	а не	3	4
74	друг друга	4	4
75	так же	15	4
76	точки зрения	13	4
77	само собой	2	4
78	в себе	4	4
79	в связи	2	4
80	бы в	3	4
81	так и	6	4
82	с его	3	3
83	в частности	4	3
84	никогда не	8	3
85	в них	3	3
86	с этой	2	3
87	с этим	4	3
88	в нем	7	3
89	на то	4	3
90	и к	6	3
91	как и	6	3
92	в этой	5	3
93	чем в	2	3
94	по своему	2	3
95	было бы	9	3
96	на этот	4	3
97	как бы	11	3
98	один из	3	3
99	отношению к	10	3
100	в целом	3	3
101	приводит к	6	3
102	дело с	2	3
103	не может	19	3
104	из того	5	3
105	с точки	10	3
106	не имеет	6	3
107	в других	2	3
108	мы можем	9	3
109	но если	4	3
110	представляет собой	3	3
111	не знает	3	3
112	же самое	6	3
113	в которой	7	3
114	том как	2	3
115	в основе	3	2
116	на вопрос	2	2
117	остается в	2	2
118	что их	3	2
119	все время	3	2
120	до того	3	2
121	состоит в	2	2
122	в качестве	4	2
123	сравнению с	14	2
124	как в	3	2
125	это не	5	2
126	и все	5	2
127	в одном	2	2
128	именно потому	2	2
129	если он	2	2
130	это в	2	2
131	не могут	5	2
132	если мы	2	2
133	мы знаем	4	2
134	этом случае	2	2
135	по существу	2	2
136	в силу	17	2
137	за ним	2	2
138	что они	2	2
139	она не	2	2
140	то время	6	2
141	что с	3	2
142	в пределах	5	2
143	на его	3	2
144	в сущности	7	2
145	одним из	2	2
146	от того	10	2
147	известной степени	2	2
148	между ними	7	2
149	в котором	2	2
150	представляют собой	3	2
151	не с	2	2
152	в развитии	24	2
153	раз в	3	2
154	по сравнению	15	2
155	во всех	4	2
156	в их	3	2
157	как мы	10	2
158	другой стороны	2	2
159	целый ряд	4	2
160	отношения к	3	2
161	этом отношении	3	2
162	время как	5	2
163	мы не	6	2
164	с другими	2	2
165	можно было	7	2
166	в своих	3	2
167	и на	5	2
168	тому что	11	2
169	нуждается в	3	2
170	в другом	2	2
171	что мы	11	2
172	из этого	2	2
173	что эта	2	2
174	в области	6	2
175	больше чем	3	2
