N	2gram	Berdyaev_M_2	Istorich
1	и в	46	25
2	что он	7	22
3	вместе с	2	22
4	может быть	21	17
5	т е	4	16
6	не только	18	13
7	но и	15	13
8	в его	5	12
9	и не	18	11
10	уже не	4	11
11	так как	8	11
12	в этом	20	10
13	тем что	3	10
14	его в	3	9
15	и его	5	9
16	связи с	2	8
17	что в	4	8
18	том что	4	8
19	мы видим	2	8
20	и что	2	8
21	и на	3	8
22	тот кто	5	7
23	как и	13	7
24	но это	8	7
25	то что	5	7
26	в нем	22	7
27	превращается в	2	7
28	потому что	12	7
29	и здесь	6	7
30	только в	3	7
31	о том	3	7
32	в этих	2	6
33	это не	5	6
34	прежде всего	12	6
35	что и	4	6
36	себя в	4	6
37	как в	7	6
38	не может	15	6
39	и он	11	6
40	не в	9	6
41	в том	3	6
42	что это	6	5
43	него и	2	5
44	в образе	3	5
45	мы увидим	2	5
46	связано с	3	5
47	в ней	11	5
48	так же	6	5
49	что у	4	4
50	что все	5	4
51	не всегда	2	4
52	же как	3	4
53	то же	5	4
54	его на	4	4
55	на смену	3	4
56	от этого	2	4
57	он не	10	4
58	и это	5	4
59	в которой	2	4
60	с ним	3	4
61	того как	3	4
62	они стали	2	3
63	никогда не	18	3
64	в более	2	3
65	но когда	2	3
66	и все	5	3
67	ее и	2	3
68	в свою	4	3
69	после того	2	3
70	в этой	7	3
71	того чтобы	4	3
72	на этом	2	3
73	и она	3	3
74	для того	5	3
75	к нему	2	3
76	друг друга	12	3
77	его не	2	3
78	а в	2	3
79	и с	3	3
80	они не	4	3
81	человека в	14	3
82	в русской	6	3
83	е в	2	3
84	уже в	2	2
85	у него	22	2
86	он же	3	2
87	не знал	3	2
88	когда человек	2	2
89	понял что	2	2
90	тогда когда	2	2
91	человека и	7	2
92	вопрос о	6	2
93	по себе	2	2
94	так что	2	2
95	во власти	6	2
96	как у	2	2
97	до сих	3	2
98	она не	8	2
99	жизни и	6	2
100	если бы	3	2
101	свою противоположность	2	2
102	но для	2	2
103	как бы	8	2
104	и потому	7	2
105	еще в	2	2
106	один из	5	2
107	должен быть	4	2
108	сих пор	3	2
109	в своей	5	2
110	отношению к	2	2
111	во всех	2	2
112	ее в	2	2
113	означает что	4	2
114	по отношению	2	2
115	с которым	3	2
116	землю и	2	2
117	и для	7	2
118	что за	2	2
119	и других	2	2
120	а не	13	2
121	того что	6	2
122	то в	2	2
123	сказать что	3	2
124	но он	11	2
125	точки зрения	2	2
126	во всем	5	2
127	и этим	2	2
128	ничего не	2	2
