N	2gram	Nazirov_Tv_1	Problema
1	и в	21	44
2	вовсе не	5	37
3	и не	7	35
4	то есть	12	34
5	может быть	5	28
6	потому что	5	25
7	то что	8	23
8	в том	7	21
9	только в	5	19
10	а не	5	18
11	в этом	6	17
12	сказать что	2	16
13	и даже	3	14
14	не только	7	14
15	не в	2	13
16	и т	3	13
17	то же	13	13
18	так что	2	12
19	но в	7	12
20	том что	11	12
21	не менее	6	10
22	но и	3	10
23	в виду	2	10
24	отнюдь не	5	10
25	как и	12	10
26	тем не	2	10
27	так и	2	10
28	это не	4	9
29	и от	4	9
30	и тем	2	9
31	в нем	3	9
32	и с	3	9
33	как бы	17	9
34	так как	3	9
35	что он	6	9
36	в то	15	9
37	в его	13	9
38	что и	2	9
39	в данном	2	9
40	таким образом	5	9
41	перед нами	2	8
42	что в	12	8
43	того что	3	8
44	при помощи	2	8
45	но это	5	8
46	он не	8	8
47	в себе	2	8
48	с другой	3	7
49	данном случае	2	7
50	не может	4	7
51	уже не	3	7
52	мы находим	2	7
53	с ним	3	7
54	это и	3	7
55	на самом	3	7
56	значит что	2	7
57	никогда не	3	6
58	можно сказать	2	6
59	но если	3	6
60	в целом	4	6
61	жизни и	3	6
62	но только	2	6
63	у пушкина	2	6
64	о том	6	6
65	все же	5	6
66	в виде	3	6
67	крайней мере	2	5
68	хотя и	3	5
69	в ней	2	5
70	все это	10	5
71	в своем	4	5
72	а в	6	5
73	по крайней	2	5
74	есть не	2	5
75	гораздо более	2	5
76	в своей	4	5
77	как в	8	5
78	так же	3	5
79	только на	2	5
80	тем самым	7	5
81	и его	6	5
82	он сам	6	4
83	при этом	7	4
84	не имеют	4	4
85	и притом	2	4
86	же и	2	4
87	самое время	2	4
88	в чем	2	4
89	или в	2	4
90	дело в	3	4
91	уже в	3	3
92	и другие	3	3
93	это уже	5	3
94	из себя	2	3
95	точно так	2	3
96	прежде всего	4	3
97	к тому	2	3
98	и как	4	3
99	в этой	5	3
100	для него	6	3
101	в самом	3	3
102	человека но	3	3
103	не так	3	3
104	что для	2	3
105	ни на	3	3
106	в настоящем	2	3
107	об этом	2	3
108	то в	2	3
109	но не	3	3
110	в качестве	2	3
111	его как	2	3
112	во всей	2	3
113	и все	6	3
114	самом деле	2	3
115	хотя бы	5	3
116	отличие от	2	3
117	как будто	5	3
118	не был	3	2
119	именно в	2	2
120	в частности	2	2
121	в этих	2	2
122	того же	2	2
123	не столько	2	2
124	что все	3	2
125	своих героев	3	2
126	ее и	2	2
127	гоголя и	2	2
128	в нашей	2	2
129	в котором	6	2
130	однако в	2	2
131	с ее	3	2
132	из них	2	2
133	в их	3	2
134	по мнению	3	2
135	и будет	2	2
136	и по	3	2
137	в основе	2	2
138	настоящее время	2	2
139	переходит в	2	2
140	а как	2	2
141	это в	3	2
142	себе не	2	2
143	дело не	3	2
144	когда он	2	2
145	вместе с	2	2
146	только что	2	2
147	в отличие	2	2
148	и у	2	2
149	который в	3	2
150	могут быть	2	2
151	не то	2	2
152	эти слова	2	2
153	в которой	3	2
