N	2gram	Vinokur_St_1	Analitik
1	в тексте	12	24
2	в этом	21	18
3	в частности	4	16
4	и в	44	16
5	не только	18	16
6	так и	9	15
7	как и	9	14
8	в том	36	12
9	своего рода	3	12
10	но и	10	12
11	и не	16	12
12	том что	29	12
13	в качестве	4	11
14	могут быть	5	10
15	как бы	4	10
16	при этом	2	10
17	а не	16	10
18	лишь в	3	9
19	и даже	5	9
20	в этой	11	9
21	ничего не	2	9
22	то есть	2	9
23	в данном	14	8
24	в целом	5	8
25	в себе	2	7
26	то что	18	7
27	о том	17	7
28	а также	2	7
29	с другой	9	6
30	текста в	5	6
31	в самом	7	6
32	говорить о	2	6
33	может быть	15	6
34	как это	4	6
35	но в	10	6
36	говорит о	3	5
37	в сторону	2	5
38	произведения в	2	5
39	данном случае	6	5
40	с одной	3	5
41	не менее	5	4
42	в своем	2	4
43	столь же	4	4
44	в конце	3	4
45	у него	2	4
46	этом случае	2	4
47	не в	12	4
48	за пределы	2	4
49	но не	3	4
50	того же	3	4
51	тем самым	2	4
52	для него	6	4
53	одной стороны	2	4
54	как правило	2	4
55	в сущности	2	4
56	совпадает с	2	4
57	и тем	3	4
58	отношению к	3	4
59	во второй	9	4
60	во всех	8	4
61	как в	13	4
62	все это	5	4
63	как раз	4	4
64	по отношению	3	4
65	не может	8	4
66	и его	8	4
67	то же	5	4
68	точки зрения	11	4
69	только в	10	4
70	в сознании	2	4
71	никогда не	5	3
72	как о	2	3
73	по крайней	2	3
74	что касается	3	3
75	прежде всего	7	3
76	или иного	4	3
77	этого слова	2	3
78	что на	2	3
79	тем не	2	3
80	так что	6	3
81	есть в	2	3
82	имеем дело	2	3
83	по поводу	7	3
84	было бы	17	3
85	и сам	2	3
86	крайней мере	2	3
87	несмотря на	2	3
88	мы имеем	2	3
89	и за	3	3
90	что и	6	3
91	из них	8	3
92	в первой	12	3
93	со стороны	6	3
94	если бы	9	3
95	ответ на	3	3
96	этом отношении	7	3
97	не знает	2	3
98	именно в	6	3
99	того или	4	3
100	можно было	13	3
101	а в	17	3
102	и то	5	3
103	в результате	3	3
104	случае в	4	3
105	тем что	5	3
106	как будто	4	3
107	и все	2	3
108	а как	2	2
109	того что	9	2
110	речь идет	4	2
111	была бы	5	2
112	при таком	2	2
113	вообще не	2	2
114	что все	2	2
115	в случае	2	2
116	вовсе не	19	2
117	и я	3	2
118	не знаю	2	2
119	на то	4	2
120	он был	3	2
121	по существу	2	2
122	должна была	4	2
123	а то	2	2
124	превращается в	2	2
125	же время	4	2
126	что в	30	2
127	так например	7	2
128	что с	2	2
129	она не	2	2
130	еще не	3	2
131	ведь и	3	2
132	такого рода	2	2
133	в своей	6	2
134	ни с	3	2
135	в котором	5	2
136	даже в	3	2
137	и их	2	2
138	дело не	4	2
139	на него	2	2
140	что она	4	2
141	ли не	2	2
142	другой стороны	7	2
143	внимание на	3	2
144	языка и	4	2
145	отношения к	2	2
146	таким образом	7	2
147	той же	5	2
148	т е	15	2
149	еще более	4	2
150	в двух	3	2
151	свидетельствует о	2	2
152	на этот	3	2
153	не имеет	4	2
154	и для	3	2
155	с точки	8	2
156	так же	5	2
157	в таком	3	2
158	между тем	3	2
159	и во	2	2
160	одно из	2	2
161	он не	2	2
162	в то	9	2
163	в его	9	2
164	его в	2	2
165	в этих	2	2
166	сказать что	7	2
