N	2gram	Voloshinov_1	FransuaR
1	и в	16	45
2	и т.п	2	16
3	и не	4	15
4	не только	7	14
5	в этом	9	14
6	но в	4	14
7	в его	4	13
8	во всех	3	13
9	и его	8	13
10	как бы	5	12
11	во время	3	12
12	что в	3	12
13	то же	2	11
14	прежде всего	9	10
15	в том	3	10
16	в нем	4	10
17	но и	4	10
18	как и	2	10
19	и с	8	10
20	как мы	4	8
21	и др	3	8
22	жизни и	3	8
23	таким образом	9	8
24	так же	2	8
25	мира и	3	8
26	с его	7	7
27	том что	3	7
28	что и	2	7
29	все это	4	7
30	и все	4	7
31	что он	2	6
32	в этой	4	6
33	он не	2	6
34	так и	4	6
35	мысли и	4	6
36	так как	4	6
37	в них	2	6
38	есть и	2	5
39	с ним	2	5
40	и образы	2	5
41	и к	6	5
42	мы видим	2	5
43	но это	2	5
44	на этом	3	5
45	со всеми	2	5
46	с ее	4	5
47	и их	4	5
48	не может	8	5
49	все эти	5	5
50	на самом	4	5
51	самом деле	6	5
52	и как	3	5
53	и на	4	5
54	его в	4	5
55	же как	2	4
56	мы не	2	4
57	у него	2	4
58	по своему	2	4
59	в самом	2	4
60	в общем	3	4
61	и о	2	4
62	между собою	2	4
63	мы уже	2	4
64	и даже	4	4
65	а в	3	4
66	сказать что	7	4
67	в основе	3	4
68	с этим	2	4
69	точки зрения	8	4
70	образов и	2	4
71	только в	4	4
72	о том	2	4
73	и это	6	4
74	как это	3	4
75	не менее	2	3
76	поэтому и	2	3
77	связанных с	2	3
78	характерно для	2	3
79	вообще не	2	3
80	из этих	2	3
81	в одном	3	3
82	здесь же	2	3
83	что на	2	3
84	ни в	5	3
85	есть в	2	3
86	того же	2	3
87	связанные с	2	3
88	для него	6	3
89	в своей	2	3
90	для всех	4	3
91	до сих	3	3
92	вместе с	3	3
93	сих пор	3	3
94	и вот	3	3
95	с помощью	2	3
96	и для	2	3
97	нуждается в	5	3
98	только для	5	2
99	не могут	2	2
100	если мы	2	2
101	и есть	3	2
102	себя и	2	2
103	говорить о	2	2
104	хотя бы	4	2
105	к этому	2	2
106	можно сказать	4	2
107	не нуждается	2	2
108	своей жизни	2	2
109	в начале	2	2
110	то что	3	2
111	и она	3	2
112	в пределах	2	2
113	в большинстве	3	2
114	было бы	2	2
115	что это	2	2
116	конечно не	6	2
117	может быть	17	2
118	в этот	2	2
119	нет и	2	2
120	один из	2	2
121	и только	9	2
122	при этом	6	2
123	чем не	3	2
124	в одно	2	2
125	и наконец	4	2
126	с точки	6	2
127	и притом	3	2
128	почти не	2	2
129	мы можем	9	2
130	и вообще	2	2
131	ту же	2	2
132	но мы	4	2
133	большинстве случаев	3	2
134	в чем	5	2
