N	2gram	Potebnia_M_4	Istorich
1	и в	23	25
2	что он	4	22
3	вместе с	6	22
4	и т	7	20
5	т д	3	18
6	может быть	26	17
7	мы имеем	4	14
8	не только	10	13
9	но и	11	13
10	в его	5	12
11	и не	18	11
12	уже не	3	11
13	так как	14	11
14	в этом	23	10
15	тем что	10	10
16	с другой	2	9
17	его в	4	9
18	и его	2	9
19	таким образом	24	9
20	в виде	2	9
21	с тем	7	8
22	связи с	3	8
23	что в	17	8
24	этих случаях	2	8
25	том что	12	8
26	мы видим	2	8
27	еще не	3	8
28	все эти	3	8
29	и что	7	8
30	и на	3	8
31	во время	2	7
32	как и	14	7
33	но это	3	7
34	то что	29	7
35	этом случае	5	7
36	в нем	7	7
37	при помощи	3	7
38	превращается в	2	7
39	потому что	33	7
40	и здесь	2	7
41	только в	15	7
42	о том	8	7
43	в этих	3	6
44	это не	7	6
45	в нее	3	6
46	что и	7	6
47	как в	7	6
48	не может	11	6
49	не в	11	6
50	могут быть	7	6
51	в том	23	6
52	там где	3	6
53	что это	7	5
54	с этим	7	5
55	в образе	2	5
56	как мы	2	5
57	для нас	14	5
58	здесь мы	2	5
59	например в	3	5
60	в ней	2	5
61	так же	4	5
62	мы не	8	5
63	не менее	5	4
64	что у	3	4
65	не как	2	4
66	что все	4	4
67	не всегда	3	4
68	и тем	4	4
69	с другими	4	4
70	тем не	4	4
71	в ее	2	4
72	мы уже	3	4
73	из себя	2	4
74	а именно	4	4
75	все это	5	4
76	то же	14	4
77	в истории	4	4
78	и хотя	3	4
79	он не	2	4
80	за ним	2	4
81	мы должны	2	4
82	и это	2	4
83	в которой	6	4
84	с ним	5	4
85	того как	6	4
86	в другой	2	3
87	никогда не	3	3
88	и как	2	3
89	в более	2	3
90	и все	4	3
91	в свою	2	3
92	после того	2	3
93	что его	2	3
94	в то	4	3
95	того чтобы	4	3
96	и из	3	3
97	на том	2	3
98	как человек	3	3
99	и др	2	3
100	но мы	2	3
101	то это	8	3
102	но уже	3	3
103	не знаем	2	3
104	по которому	3	3
105	для того	6	3
106	к нему	5	3
107	друг друга	2	3
108	а в	5	3
109	его к	2	3
110	в которых	3	3
111	в данном	4	3
112	их в	3	3
113	и с	4	3
114	никто не	2	3
115	человека в	2	3
116	и вообще	2	3
117	в таких	2	3
118	что от	2	2
119	уже в	5	2
120	уже и	2	2
121	к которым	3	2
122	из нее	2	2
123	и быть	2	2
124	но так	2	2
125	только тогда	5	2
126	когда человек	4	2
127	тогда когда	8	2
128	человека и	3	2
129	вовсе не	7	2
130	а как	2	2
131	вопрос о	2	2
132	по себе	11	2
133	и вместе	3	2
134	на то	7	2
135	в различных	2	2
136	можно сказать	4	2
137	так что	5	2
138	об этом	2	2
139	такое же	2	2
140	мы и	2	2
141	и при	2	2
142	очевидно что	7	2
143	до сих	4	2
144	она не	2	2
145	в это	2	2
146	но есть	4	2
147	и мы	5	2
148	если бы	13	2
149	из которых	2	2
150	во сне	2	2
151	выше мы	2	2
152	таким же	5	2
153	как бы	5	2
154	и потому	10	2
155	по мере	7	2
156	даже в	2	2
157	один из	2	2
158	сих пор	4	2
159	отношению к	8	2
160	данном случае	2	2
161	со стороны	3	2
162	что представление	2	2
163	по отношению	10	2
164	с которым	2	2
165	и таким	3	2
166	до этого	3	2
167	на ступени	2	2
168	образом мы	3	2
169	и для	2	2
170	выражения как	2	2
171	в течение	2	2
172	и других	3	2
173	и они	2	2
174	находится в	5	2
175	эта связь	2	2
176	самом деле	3	2
177	именно на	2	2
178	а не	12	2
179	того что	14	2
180	и по	3	2
181	в других	2	2
182	так в	3	2
183	то в	3	2
184	сказать что	8	2
185	образом в	5	2
186	точки зрения	4	2
187	к его	2	2
188	ту же	3	2
189	что мы	10	2
190	на нее	3	2
191	а если	2	2
192	из него	2	2
193	это было	2	2
194	мы можем	10	2
