N	2gram	Medvedev_F_1	Komedia
1	и в	24	22
2	т е	34	13
3	в том	6	11
4	но и	7	11
5	не только	7	10
6	в то	9	10
7	как и	11	9
8	и т	12	9
9	может быть	14	9
10	в одном	2	8
11	таким образом	13	8
12	и не	20	8
13	и его	10	8
14	в этой	6	7
15	и других	3	7
16	что в	4	6
17	в отношении	3	6
18	что он	3	6
19	к тому	3	6
20	ни в	2	6
21	то же	10	6
22	не в	8	6
23	а в	6	6
24	в которой	4	6
25	с другой	5	5
26	прежде всего	22	5
27	при этом	5	5
28	в его	23	5
29	еще в	2	5
30	один из	3	5
31	на его	2	5
32	в истории	4	5
33	так и	18	5
34	как в	8	5
35	все это	9	5
36	и даже	3	5
37	т п	4	5
38	между тем	2	5
39	именно в	8	4
40	в их	11	4
41	ясно что	3	4
42	как мы	5	4
43	же в	3	4
44	же время	8	4
45	и особенно	2	4
46	в нем	14	4
47	что и	2	4
48	на него	2	4
49	т д	8	4
50	и вот	2	4
51	в результате	2	4
52	точки зрения	16	4
53	но в	5	4
54	место в	7	3
55	же как	2	3
56	главным образом	4	3
57	не менее	11	3
58	все более	2	3
59	в них	3	3
60	вопрос о	2	3
61	на всю	2	3
62	идет о	2	3
63	у нас	5	3
64	и как	3	3
65	здесь в	2	3
66	одной стороны	4	3
67	одной из	2	3
68	в частности	4	3
69	он не	3	3
70	все же	3	3
71	отношению к	4	3
72	в целом	6	3
73	отношение к	3	3
74	всего в	3	3
75	так же	4	3
76	по отношению	4	3
77	с одной	4	3
78	за исключением	2	3
79	в году	2	3
80	мы не	3	3
81	как раз	2	3
82	и на	8	3
83	в этом	15	3
84	и с	8	3
85	и ее	10	3
86	только в	2	3
87	и все	6	3
88	его в	3	3
89	как это	6	3
90	ничего не	2	3
91	к которому	2	3
92	и здесь	6	2
93	ни было	2	2
94	независимо от	4	2
95	за пределы	2	2
96	то ни	3	2
97	на все	3	2
98	вовсе не	10	2
99	в свою	8	2
100	мы видели	2	2
101	аналогии с	3	2
102	одна из	2	2
103	но не	3	2
104	до конца	7	2
105	до сих	6	2
106	еще не	6	2
107	было бы	6	2
108	в действительности	2	2
109	в самом	5	2
110	в новое	2	2
111	на кого	2	2
112	всяком случае	4	2
113	с ее	7	2
114	то что	8	2
115	бы то	3	2
116	вместе с	2	2
117	со стороны	5	2
118	или менее	6	2
119	всего этого	2	2
120	для этого	4	2
121	не может	16	2
122	почти не	2	2
123	но это	3	2
124	во всяком	4	2
125	чем же	2	2
126	к ней	2	2
127	в своих	2	2
128	в себе	3	2
129	тех же	2	2
130	в области	3	2
131	сих пор	6	2
