N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	54
2	и не	18	27
3	а не	21	26
4	точки зрения	8	25
5	и в	39	24
6	и т	6	24
7	не только	21	23
8	есть нечто	4	23
9	т д	4	23
10	по себе	10	20
11	не может	22	19
12	и есть	2	16
13	и что	10	15
14	что все	3	14
15	в таком	5	14
16	то что	10	14
17	с точки	3	14
18	может быть	27	13
19	таким образом	13	13
20	и даже	4	13
21	вовсе не	5	13
22	что это	3	12
23	того что	8	12
24	есть только	11	12
25	не менее	6	11
26	не имеет	5	11
27	но тогда	2	11
28	что же	2	11
29	тем не	6	10
30	таком случае	2	10
31	не существует	2	10
32	только не	2	10
33	в сущности	2	10
34	то это	5	9
35	но и	20	9
36	нет ничего	2	9
37	есть не	2	9
38	стало быть	2	9
39	прежде всего	4	8
40	так что	16	8
41	и как	6	8
42	что мы	4	8
43	том что	16	8
44	в этом	15	8
45	если же	5	8
46	что в	22	7
47	никогда не	4	7
48	в самом	3	7
49	что оно	2	7
50	потому что	52	7
51	даже и	2	7
52	в виду	2	7
53	как и	9	7
54	только на	3	7
55	иное как	2	6
56	должна быть	3	6
57	но если	2	6
58	и только	2	6
59	и с	3	6
60	что иное	2	6
61	о том	2	6
62	так как	21	6
63	возможно только	5	6
64	если бы	14	6
65	и все	3	6
66	история и	2	6
67	не что	2	6
68	оно не	3	6
69	что и	6	6
70	то же	6	6
71	с этой	2	5
72	в том	26	5
73	но это	5	5
74	есть явление	2	5
75	хотя и	3	5
76	жизни и	2	5
77	и его	5	5
78	как на	3	5
79	что для	3	5
80	одно из	3	5
81	в то	4	5
82	само по	4	5
83	в них	3	5
84	по крайней	2	5
85	вопрос о	4	5
86	тогда когда	9	5
87	было бы	12	5
88	он не	3	5
89	крайней мере	2	5
90	так и	13	5
91	уже не	2	5
92	что не	10	5
93	и притом	4	5
94	мы не	10	5
95	только в	25	5
96	тому что	3	4
97	что дух	2	4
98	с другой	7	4
99	это не	7	4
100	не могут	4	4
101	сама по	3	4
102	к тому	4	4
103	хотя бы	2	4
104	так же	5	4
105	сказать что	3	4
106	у нас	2	4
107	субъекта и	4	4
108	в истории	7	4
109	это будет	2	4
110	от того	4	4
111	только что	2	4
112	тому как	4	4
113	и то	3	4
114	подобно тому	3	4
115	и это	3	4
116	для него	4	4
117	не было	4	3
118	все же	6	3
119	вопрос об	3	3
120	за пределы	2	3
121	и без	3	3
122	в своем	3	3
123	и от	3	3
124	была бы	2	3
125	что именно	2	3
126	не в	15	3
127	есть в	2	3
128	она не	3	3
129	же время	4	3
130	одной стороны	3	3
131	тем более	2	3
132	в нем	20	3
133	то и	7	3
134	с одной	3	3
135	сравнении с	2	3
136	должно быть	7	3
137	друг друга	5	3
138	с этим	7	3
139	во всем	4	3
140	при помощи	2	3
141	тем что	9	3
142	он должен	2	3
143	он есть	2	3
144	и объекта	4	3
145	только тогда	5	3
146	на то	2	3
147	утверждает что	2	3
148	все что	2	3
149	и о	2	3
150	не будет	2	3
151	как бы	6	3
152	или же	3	3
153	если не	2	3
154	тем самым	4	3
155	для того	3	3
156	должны быть	7	3
157	в сравнении	3	3
158	той же	3	3
159	в слове	8	3
160	на свои	2	3
161	в каком	6	3
162	зависит от	5	2
163	но на	2	2
164	что если	3	2
165	из этих	4	2
166	точно так	11	2
167	бы только	2	2
168	показывает что	3	2
169	из того	2	2
170	в смысле	4	2
171	для нас	9	2
172	еще не	6	2
173	не можем	2	2
174	при этом	6	2
175	несмотря на	5	2
176	и если	2	2
177	и следовательно	2	2
178	на что	2	2
179	но совершенно	2	2
180	не видно	5	2
181	и тем	3	2
182	не имеют	5	2
183	другой стороны	5	2
184	для этого	2	2
185	как например	2	2
186	быть не	4	2
187	сознания в	2	2
188	понятия и	3	2
189	без слова	2	2
190	и по	6	2
191	а в	5	2
192	быть только	5	2
193	в своих	4	2
194	в мысли	8	2
195	никак не	2	2
196	в ней	7	2
197	для себя	3	2
198	живых существ	2	2
199	в первом	5	2
200	бы быть	4	2
201	и потому	5	2
202	когда мы	2	2
203	бы в	4	2
204	к этой	3	2
205	но в	9	2
206	в разные	2	2
207	и во	3	2
208	бытия и	3	2
209	в их	2	2
210	в понятии	2	2
211	думать что	3	2
212	что можно	3	2
213	же в	2	2
214	но как	3	2
215	только потому	3	2
216	то в	5	2
217	но не	8	2
218	никто не	3	2
219	во внимание	3	2
220	и понимания	9	2
221	со стороны	8	2
222	в природе	6	2
223	на основании	2	2
224	следовательно и	2	2
225	как мы	2	2
226	и для	5	2
227	или в	2	2
228	и необходимости	4	2
229	бы то	2	2
230	во всяком	3	2
231	из себя	5	2
232	могут быть	9	2
233	в себе	13	2
234	и вообще	3	2
235	его на	2	2
236	из этого	2	2
237	души и	5	2
238	в его	5	2
