N	2gram	Tiupa_Teor_1	Formalny
1	и в	18	24
2	художественного произведения	4	23
3	в его	6	23
4	прежде всего	2	22
5	и не	13	20
6	так и	10	18
7	не может	4	16
8	точки зрения	9	16
9	в этом	8	15
10	в нем	4	14
11	может быть	17	14
12	на почве	4	13
13	с точки	3	13
14	таким образом	3	13
15	в своем	4	11
16	не менее	4	11
17	как и	4	11
18	в своей	6	11
19	в их	2	11
20	вовсе не	3	10
21	и ее	3	10
22	то же	7	10
23	а не	9	10
24	и его	8	10
25	и потому	2	9
26	все это	2	9
27	в то	6	9
28	в ее	5	8
29	же время	5	8
30	именно в	3	8
31	в свою	3	8
32	то что	3	8
33	как в	5	8
34	лишь в	6	8
35	не в	7	8
36	место в	5	7
37	не только	16	7
38	с ее	3	7
39	но и	9	7
40	отнюдь не	3	6
41	и здесь	2	6
42	в том	16	6
43	в этой	3	6
44	более или	2	6
45	свою очередь	2	6
46	в пределах	5	6
47	еще не	4	6
48	как бы	5	6
49	в целом	3	6
50	о литературе	2	6
51	или менее	2	6
52	а в	13	6
53	отношения к	2	6
54	все эти	2	6
55	на основе	2	6
56	как это	8	6
57	в литературе	2	5
58	в искусстве	6	5
59	у нас	2	5
60	при этом	12	5
61	не могло	2	5
62	в самом	4	5
63	со стороны	2	5
64	того что	4	5
65	с другой	7	5
66	но в	9	5
67	с его	5	4
68	искусства в	2	4
69	в частности	16	4
70	никогда не	4	4
71	с другими	5	4
72	и к	3	4
73	в мире	19	4
74	одной стороны	2	4
75	литературного произведения	7	4
76	если бы	3	4
77	отношению к	4	4
78	быть и	2	4
79	так же	2	4
80	по отношению	4	4
81	в формах	2	4
82	что в	9	4
83	с одной	2	4
84	в которой	2	4
85	но не	9	3
86	в отношении	3	3
87	в них	2	3
88	он должен	2	3
89	в жизни	2	3
90	или иного	3	3
91	к тому	2	3
92	для него	2	3
93	и как	2	3
94	в большинстве	2	3
95	он не	3	3
96	один из	2	3
97	отношение к	5	3
98	отличается от	2	3
99	на фоне	2	3
100	сводится к	5	3
101	тем самым	4	3
102	и даже	2	3
103	между ними	4	3
104	его в	2	3
105	материала в	2	3
106	в основе	3	3
107	литературных произведений	5	3
108	в себе	9	3
109	как к	2	3
110	этого слова	3	3
111	произведения искусства	2	3
112	в художественном	3	3
113	роли в	5	3
114	в области	4	3
115	того или	3	2
116	соединении с	2	2
117	в душе	8	2
118	искусства как	2	2
119	в нашем	4	2
120	жизни в	2	2
121	это не	2	2
122	и особенно	2	2
123	произведение искусства	5	2
124	в одном	2	2
125	не сводится	4	2
126	а только	3	2
127	ни в	2	2
128	в самой	2	2
129	уже не	4	2
130	тот или	2	2
131	но напротив	2	2
132	если мы	2	2
133	только в	6	2
134	одной из	2	2
135	роман и	2	2
136	на языке	2	2
137	как раз	2	2
138	и является	2	2
139	только не	2	2
140	за пределы	2	2
141	была бы	3	2
142	не с	3	2
143	что и	2	2
144	вместе с	2	2
145	значения и	2	2
146	художественного целого	4	2
147	не на	2	2
148	и вот	3	2
149	и что	3	2
150	приводит к	5	2
151	или иначе	5	2
152	с художественной	3	2
153	между тем	5	2
154	к которому	3	2
155	могла бы	2	2
156	отношении к	2	2
157	жизни но	2	2
158	и это	2	2
159	в произведении	3	2
160	к действительности	3	2
