N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	14	29
2	том что	16	27
3	в том	12	27
4	в этом	11	21
5	но и	5	19
6	что в	6	19
7	не только	12	19
8	о том	12	17
9	что он	9	13
10	в его	8	13
11	то что	8	11
12	все это	2	11
13	к тому	7	10
14	т е	4	10
15	в своем	4	9
16	и т	11	9
17	так и	13	9
18	этом отношении	3	9
19	и не	2	9
20	потому что	5	9
21	он не	4	9
22	как раз	4	8
23	но в	5	8
24	в самом	4	7
25	в ней	4	7
26	в своей	10	7
27	тому что	4	7
28	не столько	2	7
29	об этом	5	6
30	вопрос о	2	6
31	до сих	2	6
32	все же	3	6
33	т д	3	6
34	и что	2	6
35	того чтобы	3	6
36	и его	5	6
37	и на	3	6
38	прежде всего	11	5
39	в качестве	9	5
40	было бы	6	5
41	как бы	7	5
42	своего рода	7	5
43	сих пор	2	5
44	а не	12	5
45	того что	4	5
46	между тем	8	5
47	точки зрения	5	5
48	в русской	4	5
49	речь идет	3	4
50	именно в	7	4
51	в частности	5	4
52	что у	3	4
53	но с	2	4
54	не в	7	4
55	для него	10	4
56	и к	4	4
57	и о	4	4
58	хотя и	2	4
59	в нем	3	4
60	внимание на	2	4
61	в речи	2	4
62	ничего не	8	4
63	действующих лиц	2	4
64	в другом	2	4
65	связи с	4	4
66	и с	4	4
67	своего времени	3	4
68	не менее	5	3
69	на вопрос	2	3
70	же как	2	3
71	в этих	5	3
72	но он	3	3
73	с этим	3	3
74	по себе	2	3
75	идет о	3	3
76	что на	2	3
77	ни в	5	3
78	так что	2	3
79	в начале	2	3
80	но не	3	3
81	до конца	2	3
82	одной из	2	3
83	например в	2	3
84	никогда не	6	3
85	и даже	3	3
86	из них	4	3
87	самом деле	5	3
88	как в	8	3
89	в их	2	3
90	т п	8	3
91	а с	2	3
92	не было	4	3
93	тем что	3	3
94	на самом	2	3
95	молодой женщины	2	3
96	и он	5	3
97	и по	3	3
98	действующие лица	2	3
99	с его	5	2
100	ему не	2	2
101	если бы	3	2
102	или с	2	2
103	не представляется	2	2
104	с этой	2	2
105	в одной	2	2
106	для своего	2	2
107	в конце	4	2
108	в духе	4	2
109	не раз	2	2
110	к своему	2	2
111	тем не	4	2
112	в ее	3	2
113	только потому	2	2
114	как и	9	2
115	в этой	8	2
116	что я	2	2
117	в то	8	2
118	по своему	3	2
119	о своей	2	2
120	в это	2	2
121	раз в	2	2
122	несмотря на	4	2
123	на его	2	2
124	такого рода	3	2
125	может быть	5	2
126	значительной степени	2	2
127	никак не	2	2
128	и потому	2	2
129	а также	3	2
130	еще в	3	2
131	на то	4	2
132	даже в	3	2
133	только в	5	2
134	с той	2	2
135	со стороны	3	2
136	этих словах	2	2
137	только что	4	2
138	не может	7	2
139	тогда как	7	2
140	то же	9	2
141	все эти	3	2
142	при этом	12	2
143	в заключительной	3	2
144	они не	2	2
145	в значительной	2	2
146	не имеет	2	2
147	с точки	3	2
148	особенно в	2	2
149	в результате	2	2
150	эти слова	2	2
151	с и	2	2
152	в себе	11	2
153	и дело	2	2
154	его в	3	2
155	как он	2	2
156	и это	4	2
157	по адресу	2	2
