N	2gram	Vinokur_St_3	slovoVRo
1	и в	25	39
2	может быть	19	37
3	и т	8	35
4	и его	3	33
5	т п	6	33
6	то есть	2	26
7	не только	12	24
8	и не	10	22
9	но и	9	21
10	не может	7	20
11	до конца	3	17
12	все это	8	16
13	в этом	24	16
14	так и	5	15
15	а не	5	14
16	как в	6	13
17	во всех	2	12
18	слово в	2	11
19	вовсе не	2	10
20	не в	6	9
21	и с	4	9
22	прежде всего	10	8
23	таким образом	10	8
24	точки зрения	7	8
25	с его	3	7
26	для него	3	7
27	еще не	2	7
28	в его	12	7
29	как бы	6	7
30	никогда не	2	7
31	в этих	11	7
32	как мы	2	7
33	могут быть	2	7
34	в них	5	6
35	и к	4	6
36	все же	4	6
37	как и	4	6
38	но не	2	6
39	в сущности	2	6
40	все эти	3	6
41	так сказать	2	6
42	но в	5	6
43	с другой	5	5
44	это не	7	5
45	и для	4	5
46	том что	15	5
47	но все	2	5
48	или иной	2	5
49	одной стороны	3	5
50	только в	6	5
51	в том	20	5
52	например в	4	5
53	один из	2	5
54	с одной	2	5
55	уже не	3	5
56	и наконец	3	5
57	в плане	2	5
58	не менее	2	4
59	всех этих	3	4
60	борьба с	2	4
61	и др	4	4
62	себя и	2	4
63	ни в	5	4
64	же время	3	4
65	одна из	2	4
66	в смысле	4	4
67	на почве	5	4
68	в отношении	2	4
69	его не	2	4
70	для этого	2	4
71	то же	5	4
72	и других	2	4
73	а в	6	4
74	и на	6	4
75	поэтического слова	2	4
76	xix века	4	4
77	в то	7	4
78	отношение к	4	4
79	так как	3	4
80	что в	19	3
81	точку зрения	2	3
82	не столько	2	3
83	отметить что	5	3
84	в свою	2	3
85	но это	4	3
86	связи с	3	3
87	на этом	3	3
88	у него	9	3
89	в ней	4	3
90	к нему	4	3
91	связано с	5	3
92	в некоторых	3	3
93	этом отношении	4	3
94	лишь в	4	3
95	а также	4	3
96	с точки	4	3
97	не была	2	3
98	той же	2	3
99	связан с	3	3
100	сказать что	4	3
101	между тем	6	3
102	говорить о	3	3
103	в особенности	4	3
104	в чем	4	3
105	в чисто	2	3
106	во всяком	4	3
107	действующих лиц	4	2
108	уже в	3	2
109	не был	2	2
110	не было	4	2
111	и более	3	2
112	независимо от	5	2
113	на котором	2	2
114	но он	3	2
115	тогда когда	2	2
116	говорит и	2	2
117	как например	8	2
118	с которым	3	2
119	и здесь	3	2
120	что он	19	2
121	без всякого	2	2
122	мировой литературе	4	2
123	с ее	2	2
124	несколько слов	2	2
125	на протяжении	4	2
126	х годов	2	2
127	языка это	2	2
128	как о	2	2
129	в поэзии	2	2
130	к материалу	2	2
131	xvii века	2	2
132	к ней	4	2
133	слова как	2	2
134	всяком случае	4	2
135	точка зрения	4	2
136	должен быть	2	2
137	сих пор	2	2
138	этих формах	2	2
139	на его	4	2
140	то что	12	2
141	его как	3	2
142	вместе с	2	2
143	подчеркнуть что	3	2
144	все они	3	2
145	в их	3	2
146	в форме	2	2
147	кроме того	3	2
148	отличается от	4	2
149	в языке	8	2
150	в связи	3	2
151	и ни	2	2
152	с этим	7	2
153	т д	2	2
154	в виде	3	2
155	мы не	2	2
156	для того	2	2
157	или в	2	2
158	в мировой	3	2
159	в результате	2	2
160	в речах	5	2
161	он не	5	2
162	но как	2	2
163	в другом	3	2
164	о том	8	2
165	которые в	2	2
166	в области	6	2
167	цели и	2	2
168	в новом	2	2
169	до сих	2	2
