N	2gram	Bakhtin_Pr_2	Formalny
1	и не	42	30
2	вовсе не	7	28
3	и в	45	27
4	может быть	18	25
5	не может	24	24
6	так и	3	21
7	и его	8	19
8	таким образом	11	18
9	в этом	20	18
10	а не	10	17
11	точки зрения	19	16
12	самом деле	4	16
13	и пр	2	15
14	в нем	20	15
15	в процессе	2	15
16	то же	5	15
17	между ними	4	15
18	как и	14	14
19	с точки	9	14
20	не в	8	12
21	если бы	2	12
22	и от	3	11
23	в самом	13	11
24	в жизни	3	11
25	но и	15	10
26	лишь в	2	9
27	так как	5	9
28	как его	2	9
29	не только	16	9
30	так же	5	9
31	что в	6	8
32	ни в	2	8
33	при этом	2	8
34	в пределах	4	8
35	как бы	15	8
36	то что	5	8
37	как раз	6	8
38	входит в	9	8
39	как мы	8	8
40	только в	9	8
41	не менее	2	7
42	в том	8	7
43	же время	3	7
44	все это	5	7
45	потому что	8	7
46	в то	5	7
47	его в	3	7
48	для них	3	7
49	в его	22	7
50	там где	6	7
51	все время	3	6
52	идеологического творчества	2	6
53	все эти	4	6
54	здесь и	2	6
55	в своих	4	6
56	бы в	5	6
57	но в	6	6
58	в литературе	6	6
59	что он	7	6
60	оценки и	2	6
61	более того	5	6
62	еще не	9	6
63	было бы	4	6
64	все же	4	6
65	в своей	6	6
66	хотя бы	5	6
67	и для	2	6
68	и ее	7	6
69	развития литературы	2	5
70	никогда не	17	5
71	в каждом	4	5
72	зависимости от	3	5
73	в дальнейшем	2	5
74	что они	3	5
75	не является	3	5
76	и их	6	5
77	друг друга	7	5
78	в одной	5	5
79	в ней	7	5
80	в результате	3	5
81	в истории	2	5
82	в художественном	3	5
83	большинстве случаев	2	5
84	в зависимости	3	5
85	но не	6	5
86	и потому	6	5
87	что же	4	5
88	тому как	2	5
89	тем что	2	5
90	так сказать	7	5
91	уже в	4	4
92	материал в	2	4
93	прежде всего	11	4
94	в смысле	2	4
95	и как	2	4
96	в большинстве	2	4
97	до конца	7	4
98	мы видели	3	4
99	в целом	5	4
100	жизни и	15	4
101	со стороны	4	4
102	они не	2	4
103	но ведь	3	4
104	о том	3	4
105	как это	2	4
106	мы можем	4	4
107	по себе	8	4
108	не есть	2	4
109	в ее	3	4
110	в романе	3	4
111	том что	7	4
112	она не	5	4
113	конечно не	6	4
114	как ее	2	4
115	как в	4	4
116	могут быть	4	4
117	подобно тому	2	4
118	видения и	3	4
119	же как	4	3
120	бы и	3	3
121	в этих	4	3
122	его и	3	3
123	это не	3	3
124	формы в	2	3
125	в конце	4	3
126	те же	2	3
127	можно сказать	2	3
128	мы и	3	3
129	должна быть	3	3
130	того что	3	3
131	дело идет	6	3
132	одним из	3	3
133	не о	2	3
134	в виду	2	3
135	по отношению	8	3
136	одной плоскости	4	3
137	этом отношении	2	3
138	и что	2	3
139	и на	7	3
140	их в	7	3
141	сказать что	5	3
142	и с	7	3
143	в основе	2	3
144	а что	2	3
145	и следовательно	7	3
146	он и	4	3
147	романа в	5	3
148	от его	2	3
149	и более	2	3
150	жизни в	2	3
151	в них	4	3
152	формы его	2	3
153	в условиях	2	3
154	у нас	2	3
155	они и	2	3
156	мы уже	3	3
157	во всех	4	3
158	о нем	6	3
159	нет и	3	3
160	отношению к	8	3
161	ее в	2	3
162	в произведении	5	3
163	в той	3	3
164	уже не	6	3
165	героя в	5	3
166	и эта	3	3
167	стороны его	2	3
168	не на	4	3
169	жизнь и	3	3
170	в себе	5	3
171	может стать	2	3
172	сам он	2	2
173	где она	2	2
174	в сторону	2	2
175	а на	2	2
176	для этого	3	2
177	характерно что	2	2
178	и мир	5	2
179	переходит в	2	2
180	человека и	2	2
181	была бы	3	2
182	или иной	3	2
183	но это	2	2
184	увидеть и	2	2
185	нам важно	2	2
186	совершенно недопустимо	2	2
187	в котором	7	2
188	и др	4	2
189	он может	2	2
190	художественного замысла	2	2
191	проявляется в	2	2
192	из них	9	2
193	от того	2	2
194	что она	4	2
195	за счет	2	2
196	в своем	5	2
197	отношения к	2	2
198	человека как	2	2
199	в самой	3	2
200	и даже	3	2
201	романа и	4	2
202	чем же	2	2
203	как он	4	2
204	бы быть	2	2
205	конце концов	3	2
206	в чисто	2	2
207	слово в	3	2
208	в кругозор	2	2
209	и действительно	2	2
210	поэтому и	3	2
211	с его	8	2
212	сознания и	6	2
213	этом смысле	5	2
214	перестает быть	3	2
215	смысле этого	2	2
216	и со	2	2
217	превращается в	4	2
218	не как	6	2
219	же что	3	2
220	к этому	4	2
221	из одного	2	2
222	из своих	2	2
223	идет не	3	2
224	с ее	3	2
225	так чтобы	2	2
226	одна из	3	2
227	от него	3	2
228	не об	3	2
229	не знают	2	2
230	мы должны	4	2
231	кажется что	2	2
232	одной из	2	2
233	в сущности	7	2
234	за пределы	5	2
235	таким же	2	2
236	ни с	2	2
237	не значит	2	2
238	этого слова	2	2
239	на почве	4	2
240	даже в	6	2
241	что и	5	2
242	но уже	2	2
243	как не	5	2
244	бы не	3	2
245	жанр и	2	2
246	человека в	5	2
247	в таком	3	2
248	в художественной	2	2
249	быть только	2	2
250	правда в	2	2
251	на протяжении	3	2
252	героя и	7	2
253	в единство	3	2
254	здесь не	2	2
255	в области	2	2
256	ничего не	3	2
257	для художественного	2	2
