N	2gram	Bakhtin_Fr_4	Freidism
1	таким образом	20	24
2	и не	16	23
3	не может	2	20
4	точки зрения	4	19
5	прежде всего	8	18
6	в этом	11	15
7	в его	8	15
8	с помощью	4	14
9	мы можем	3	13
10	может быть	2	13
11	и его	8	12
12	как и	12	11
13	как бы	8	11
14	то что	4	11
15	все эти	9	11
16	с точки	2	11
17	так и	11	10
18	как мы	10	10
19	его в	9	10
20	с ним	2	10
21	но в	12	10
22	с его	4	9
23	и в	29	9
24	что он	4	8
25	еще не	4	8
26	в своей	5	8
27	он не	3	8
28	не только	10	8
29	все это	4	8
30	то же	10	8
31	только в	2	8
32	и все	13	8
33	так как	7	8
34	ни в	2	7
35	тот же	3	7
36	к нему	3	7
37	один из	4	7
38	мы видели	7	7
39	и наконец	2	7
40	сказать что	5	7
41	мы уже	10	7
42	никогда не	2	6
43	вовсе не	9	6
44	того что	3	6
45	в ней	3	6
46	все те	2	6
47	так сказать	2	6
48	и с	9	6
49	и к	2	5
50	но мы	2	5
51	в этой	13	5
52	в чем	3	5
53	в то	10	5
54	в большинстве	6	5
55	но и	9	5
56	на самом	4	5
57	в себя	2	5
58	для того	3	5
59	и на	11	5
60	большинстве случаев	5	5
61	но не	2	4
62	в котором	2	4
63	связанных с	2	4
64	и др	4	4
65	в этих	2	4
66	в жизни	2	4
67	и образы	9	4
68	к тому	2	4
69	всех этих	3	4
70	же время	8	4
71	на этом	2	4
72	связанные с	4	4
73	при этом	3	4
74	другими словами	2	4
75	конечно не	4	4
76	и о	5	4
77	как раз	2	4
78	в основе	2	4
79	в нем	5	4
80	все же	3	4
81	и за	3	4
82	между ними	2	4
83	уже не	2	4
84	того чтобы	3	4
85	с самого	3	4
86	и для	2	4
87	в которой	4	4
88	той же	3	4
89	с ними	3	4
90	во время	10	4
91	самого начала	3	3
92	и есть	4	3
93	в них	7	3
94	от всех	2	3
95	в себе	3	3
96	он был	2	3
97	и как	3	3
98	но это	4	3
99	по своему	4	3
100	в узком	3	3
101	и тот	2	3
102	один и	2	3
103	узком смысле	2	3
104	с ее	3	3
105	себя в	2	3
106	жизни и	4	3
107	этот процесс	6	3
108	со стороны	2	3
109	как в	2	3
110	и вот	3	3
111	и т.п	12	3
112	и по	5	3
113	такой же	3	3
114	у него	5	3
115	и этим	2	3
116	есть и	4	2
117	уже в	2	2
118	и другие	2	2
119	что это	5	2
120	в нашем	4	2
121	его и	2	2
122	того же	5	2
123	по всему	2	2
124	с другой	4	2
125	это не	5	2
126	формы и	2	2
127	в конце	9	2
128	к этому	2	2
129	большую роль	2	2
130	в ее	3	2
131	до конца	5	2
132	да и	2	2
133	это и	5	2
134	том что	3	2
135	на этой	2	2
136	одной стороны	2	2
137	из них	6	2
138	конце концов	4	2
139	в своем	3	2
140	и до	5	2
141	что значит	3	2
142	только для	4	2
143	во второй	2	2
144	все они	5	2
145	также в	2	2
146	в их	2	2
147	с одной	2	2
148	и они	3	2
149	и у	2	2
150	и даже	3	2
151	половые органы	2	2
152	дает нам	2	2
153	так же	7	2
154	как на	2	2
155	рядом с	5	2
156	роль в	3	2
157	мы видим	3	2
158	мир в	2	2
159	и то	2	2
160	здесь в	6	2
161	их в	2	2
162	они не	2	2
163	в своих	2	2
164	и при	2	2
165	но как	3	2
166	в эту	3	2
167	в виду	2	2
