N	2gram	Losev_Prob_4	KFilosof
1	может быть	9	43
2	в его	3	39
3	в нем	5	31
4	не может	5	27
5	и не	28	26
6	и в	20	22
7	в котором	2	21
8	в себе	12	21
9	не есть	12	19
10	в ее	5	17
11	а не	7	17
12	и его	10	17
13	только в	23	16
14	точки зрения	14	13
15	в этом	9	13
16	ни в	17	12
17	для него	3	12
18	но не	5	12
19	и это	2	12
20	все эти	16	11
21	в своей	4	11
22	не в	13	11
23	к нему	3	11
24	из себя	2	10
25	в своем	3	10
26	это не	7	10
27	все это	9	10
28	во всех	4	10
29	с точки	11	10
30	и есть	4	9
31	но и	14	9
32	как бы	4	9
33	и все	8	9
34	и для	4	9
35	не было	3	8
36	если бы	8	8
37	было бы	14	8
38	жизни и	5	8
39	во всем	2	7
40	вовсе не	21	7
41	конечно не	3	7
42	что и	3	7
43	то что	15	7
44	себя в	2	7
45	в смысле	5	6
46	в том	20	6
47	но это	6	6
48	и только	4	6
49	отнюдь не	10	6
50	совершенно не	3	6
51	он не	2	6
52	уже не	5	6
53	хотя бы	7	5
54	но эта	2	5
55	то же	7	5
56	но все	3	5
57	именно в	7	5
58	не имеет	4	5
59	но как	3	5
60	его в	2	5
61	с ним	4	5
62	но в	8	5
63	жизни в	2	5
64	как и	6	5
65	не только	24	5
66	для себя	2	5
67	все же	2	5
68	мы имеем	6	5
69	времени и	4	4
70	что в	3	4
71	ни было	2	4
72	для нас	6	4
73	здесь мы	3	4
74	при этом	6	4
75	с ними	2	4
76	бы быть	2	4
77	в одном	4	4
78	том что	12	4
79	а в	4	4
80	тем самым	4	4
81	в каком	6	4
82	в чем	2	4
83	и весь	3	3
84	бы и	3	3
85	независимо от	3	3
86	что это	2	3
87	не менее	10	3
88	нет в	2	3
89	в виду	6	3
90	себе и	3	3
91	здесь нет	3	3
92	и тем	7	3
93	в корне	2	3
94	ясно и	2	3
95	и на	3	3
96	и совершенно	2	3
97	в ней	7	3
98	в то	4	3
99	того или	3	3
100	о том	5	3
101	и ни	5	3
102	в конкретной	2	3
103	мы не	7	3
104	всех этих	6	3
105	сознания и	3	3
106	этом смысле	3	3
107	ясно что	7	3
108	или иного	3	3
109	меня в	2	3
110	по своему	6	3
111	еще не	7	3
112	и этот	3	3
113	нет и	2	3
114	на самом	5	3
115	самом деле	3	3
116	для того	3	3
117	что не	4	3
118	тем что	3	3
119	общее и	3	3
120	в другом	3	3
121	здесь не	7	3
122	это уже	3	2
123	можно ли	3	2
124	прежде всего	11	2
125	или иной	13	2
126	ему в	2	2
127	тем не	10	2
128	и как	3	2
129	это есть	3	2
130	вся эта	2	2
131	другое дело	2	2
132	по себе	11	2
133	для этого	2	2
134	потому что	15	2
135	имеем в	3	2
136	той или	14	2
137	говорить о	2	2
138	а это	3	2
139	весь мир	2	2
140	в сознании	3	2
141	были бы	3	2
142	ни к	2	2
143	с его	2	2
144	и то	2	2
145	с тем	4	2
146	в жизни	3	2
147	что он	8	2
148	при условии	2	2
149	не будет	2	2
150	в качестве	10	2
151	есть именно	2	2
152	тот же	2	2
153	и может	2	2
154	со всеми	2	2
155	в это	2	2
156	кажется что	2	2
157	как предмет	2	2
158	ни одна	2	2
159	и когда	2	2
160	и потому	7	2
161	но этот	2	2
162	дело не	3	2
163	так и	10	2
164	как в	5	2
165	дело с	2	2
166	в виде	22	2
167	если не	3	2
168	еще более	2	2
169	это и	4	2
170	чтобы не	2	2
171	мы здесь	2	2
172	того чтобы	2	2
173	жизнь и	4	2
174	в данном	6	2
175	это можно	2	2
176	в этой	4	2
177	ничего общего	5	2
178	дело в	2	2
179	едва ли	10	2
180	в области	3	2
