N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	15
2	по крайней мере	6	9
3	с точки зрения	11	8
4	это значит что	7	8
5	сама по себе	2	7
6	не есть ни	2	6
7	в том что	8	6
8	потому что она	2	5
9	в том смысле	2	4
10	о том что	3	4
11	с другой стороны	6	4
12	в связи с	3	4
13	как будто бы	2	3
14	в то время	2	3
15	сам по себе	6	3
16	той или другой	3	3
17	ни в каком	5	3
18	в то же	2	3
19	что иное как	2	3
20	сами по себе	2	3
21	не что иное	2	3
22	содержит в себе	8	3
23	то время как	2	3
24	и в частности	2	2
25	вовсе не есть	2	2
26	в данном случае	5	2
27	в зависимости от	3	2
28	более или менее	2	2
29	не только в	4	2
30	то же самое	6	2
31	в каком случае	3	2
32	тем не менее	10	2
33	или по крайней	2	2
34	ни в какой	4	2
35	не говоря уже	2	2
36	есть не что	2	2
37	во всяком случае	4	2
38	в той или	7	2
39	и прежде всего	2	2
40	потому что он	2	2
