N	2gram	Tiupa_Narr_1	Hudozhes
1	том что	14	16
2	и в	19	14
3	так и	9	13
4	а не	12	12
5	в том	18	12
6	не только	32	12
7	при этом	9	12
8	о том	6	12
9	прежде всего	4	11
10	анекдота и	2	11
11	в этом	17	11
12	в себе	8	11
13	в рассказе	4	11
14	для него	2	10
15	у него	4	9
16	что он	6	9
17	как и	7	9
18	в качестве	21	9
19	то же	4	9
20	как в	7	8
21	то что	11	8
22	же время	4	8
23	отношению к	6	8
24	по отношению	7	8
25	между тем	3	8
26	в этой	5	8
27	в то	3	8
28	в его	9	8
29	ничего не	2	8
30	быть может	2	7
31	это не	2	7
32	личности в	2	7
33	к тому	7	7
34	уже не	5	7
35	не в	14	7
36	еще не	7	7
37	своего рода	12	7
38	как бы	4	7
39	не может	10	7
40	именно в	6	7
41	а в	11	7
42	не случайно	2	7
43	тогда как	12	7
44	никогда не	3	6
45	что в	3	6
46	читателя в	2	6
47	было бы	4	6
48	жизни в	3	6
49	человека в	2	6
50	как правило	4	6
51	не менее	3	5
52	перед нами	4	5
53	с его	6	5
54	в частности	14	5
55	к себе	5	5
56	может быть	25	5
57	только в	4	5
58	и он	3	5
59	в аспекте	2	5
60	но и	23	5
61	во второй	2	5
62	жизни и	3	5
63	самом деле	2	5
64	и его	5	5
65	можно было	2	5
66	ни в	3	5
67	точки зрения	10	5
68	героя и	4	5
69	но в	6	5
70	связи с	4	4
71	в анекдоте	2	4
72	в своем	2	4
73	столь же	3	4
74	к другому	2	4
75	та же	2	4
76	и все	2	4
77	можно сказать	5	4
78	тем не	3	4
79	то в	6	4
80	она не	2	4
81	картины мира	5	4
82	несмотря на	2	4
83	он уже	2	4
84	в ней	3	4
85	один из	3	4
86	картина мира	5	4
87	себя в	5	4
88	из них	3	4
89	как раз	2	4
90	не было	2	4
91	он не	3	4
92	по своей	3	4
93	как будто	3	4
94	всего лишь	2	4
95	и с	4	4
96	но не	5	3
97	чеховский рассказ	2	3
98	отнюдь не	5	3
99	что у	2	3
100	же в	4	3
101	в литературе	2	3
102	идет о	2	3
103	в мире	9	3
104	как мы	3	3
105	в ее	3	3
106	говорить о	2	3
107	в пределах	2	3
108	такого рода	7	3
109	и когда	2	3
110	о нем	4	3
111	речь идет	4	3
112	даже в	2	3
113	в нем	4	3
114	все же	7	3
115	рассказа о	2	3
116	со стороны	9	3
117	в тексте	16	3
118	приводит к	2	3
119	в связи	2	3
120	и для	2	3
121	этом отношении	3	3
122	все эти	2	3
123	и даже	3	3
124	с точки	2	3
125	в таком	2	3
126	тем что	3	3
127	и на	3	3
128	как к	2	3
129	будто бы	3	3
130	его в	2	3
131	картину мира	2	3
132	а также	7	3
133	в рамках	12	2
134	если в	3	2
135	себя и	2	2
136	так или	2	2
137	однако в	2	2
138	матери и	4	2
139	конечном счете	2	2
140	или напротив	4	2
141	не столько	4	2
142	н.д тамарченко	4	2
143	и потому	2	2
144	в себя	6	2
145	или иного	2	2
146	по себе	5	2
147	совершенно иной	2	2
148	в конечном	3	2
149	что на	2	2
150	состоит в	13	2
151	да и	4	2
152	или иную	2	2
153	в противовес	4	2
154	же как	3	2
155	одна из	3	2
156	по выражению	2	2
157	о своей	2	2
158	ту или	2	2
159	у нее	2	2
160	они в	2	2
161	одной из	4	2
162	например в	2	2
163	значительной степени	2	2
164	как кажется	2	2
165	хотя и	3	2
166	авторской позиции	2	2
167	его жизни	2	2
168	на том	3	2
169	на него	3	2
170	в форме	5	2
171	особенно в	3	2
172	а с	3	2
173	иначе говоря	6	2
174	и не	20	2
175	жизнью и	2	2
176	при всей	4	2
177	ключ к	2	2
178	они не	2	2
179	в значительной	2	2
180	героя в	8	2
181	что не	4	2
182	того или	2	2
183	не имеет	2	2
184	жизни как	3	2
185	или иначе	3	2
186	в результате	2	2
187	пока еще	4	2
188	не о	3	2
189	с ее	3	2
190	и ей	2	2
191	представляют собой	2	2
192	но как	2	2
193	здесь не	4	2
194	его личности	2	2
195	от героя	2	2
