N	2gram	Bakhtin_Fr_3	Formalny
1	и не	13	30
2	вовсе не	12	28
3	и в	40	27
4	может быть	9	25
5	не может	3	24
6	так и	3	21
7	и его	17	19
8	таким образом	10	18
9	в этом	15	18
10	а не	5	17
11	точки зрения	2	16
12	самом деле	3	16
13	в нем	5	15
14	то же	7	15
15	между ними	3	15
16	на самом	3	14
17	как и	11	14
18	если бы	3	12
19	и от	3	11
20	в самом	6	11
21	но и	11	10
22	лишь в	2	9
23	так как	4	9
24	как его	2	9
25	не только	13	9
26	что в	12	8
27	ни в	4	8
28	при этом	3	8
29	как бы	3	8
30	с помощью	2	8
31	и все	9	8
32	то что	5	8
33	как раз	5	8
34	как мы	10	8
35	только в	3	8
36	не менее	2	7
37	в том	8	7
38	же время	6	7
39	все это	4	7
40	потому что	2	7
41	в то	6	7
42	между тем	3	7
43	в его	13	7
44	тем же	2	7
45	там где	3	7
46	с другой	2	6
47	все эти	8	6
48	здесь и	5	6
49	в своих	5	6
50	но в	8	6
51	в литературе	5	6
52	что он	2	6
53	еще не	3	6
54	было бы	4	6
55	и понимания	2	6
56	все же	2	6
57	в своей	6	6
58	хотя бы	2	6
59	и для	5	6
60	в данном	4	6
61	и ее	2	6
62	вместе с	3	6
63	в дальнейшем	2	5
64	того чтобы	4	5
65	в ней	4	5
66	говорит он	2	5
67	в истории	4	5
68	но не	2	5
69	и потому	4	5
70	тем что	3	5
71	связи с	6	5
72	так сказать	5	5
73	уже в	2	4
74	прежде всего	16	4
75	мы знаем	2	4
76	он был	3	4
77	следовательно и	2	4
78	и как	3	4
79	до конца	6	4
80	для того	3	4
81	же и	3	4
82	мы видели	3	4
83	в целом	2	4
84	жизни и	4	4
85	данном случае	2	4
86	в связи	5	4
87	они не	3	4
88	но ведь	3	4
89	о том	4	4
90	в ее	3	4
91	в романе	15	4
92	том что	4	4
93	в корне	2	4
94	конечно не	2	4
95	как в	3	4
96	только на	4	4
97	роль в	4	4
98	мы не	2	4
99	связь между	3	4
100	слова и	2	4
101	из этого	2	4
102	в этих	6	3
103	это не	2	3
104	в конце	3	3
105	те же	5	3
106	можно сказать	2	3
107	одним из	2	3
108	в виду	7	3
109	в эпоху	8	3
110	по отношению	3	3
111	той же	8	3
112	произведений и	2	3
113	этом отношении	2	3
114	и на	8	3
115	никак не	3	3
116	их в	3	3
117	сказать что	3	3
118	и с	8	3
119	в основе	5	3
120	и следовательно	3	3
121	нуждается в	3	3
122	он и	7	3
123	романа в	2	3
124	в них	9	3
125	в условиях	2	3
126	между жизнью	3	3
127	у нас	4	3
128	они и	2	3
129	того же	2	3
130	мы уже	13	3
131	во всех	6	3
132	о нем	3	3
133	еще в	3	3
134	отношению к	2	3
135	в той	6	3
136	в себе	3	3
137	эти элементы	2	2
138	мы еще	6	2
139	для этого	3	2
140	или иной	2	2
141	всех этих	3	2
142	но это	3	2
143	в этой	3	2
144	на этом	2	2
145	как о	2	2
146	в последнем	2	2
147	смысле слова	4	2
148	он считает	2	2
149	ни для	4	2
150	и очень	2	2
151	со всею	3	2
152	в котором	2	2
153	и др	7	2
154	какой бы	2	2
155	из них	4	2
156	дело не	3	2
157	жизнью и	4	2
158	в своем	7	2
159	весь этот	3	2
160	и даже	4	2
161	одной и	2	2
162	материал и	2	2
163	из этих	2	2
164	как он	2	2
165	слово в	3	2
166	поэтому и	3	2
167	с его	3	2
168	поэтому в	2	2
169	и во	4	2
170	к этому	6	2
171	на тему	2	2
172	говорят о	2	2
173	одна из	3	2
174	мы увидим	2	2
175	одной из	2	2
176	в сущности	9	2
177	вот как	2	2
178	в основном	4	2
179	этого слова	2	2
180	даже в	4	2
181	что и	3	2
182	жизни с	2	2
183	так в	4	2
184	в языке	2	2
185	в отличие	3	2
186	это и	2	2
187	на протяжении	3	2
188	связаны с	5	2
189	и это	2	2
190	дело в	2	2
191	здесь не	3	2
192	отличие от	3	2
193	в области	4	2
194	в эту	4	2
