N	2gram	Vinokur_St_3	Problema
1	то что	12	42
2	вовсе не	2	35
3	то есть	2	33
4	и в	25	32
5	и не	10	31
6	не просто	2	23
7	не менее	2	19
8	в этом	24	19
9	тем не	2	18
10	не только	12	17
11	потому что	5	16
12	а не	5	15
13	в виде	3	15
14	как бы	6	14
15	может быть	19	14
16	у нас	4	14
17	но в	5	14
18	и тем	4	13
19	сказать что	4	13
20	что мы	3	13
21	при помощи	2	13
22	как раз	3	13
23	что в	19	12
24	том что	15	12
25	так и	5	12
26	и т	8	11
27	о том	8	11
28	так как	3	11
29	то же	5	10
30	прежде всего	10	10
31	в этой	14	10
32	т д	2	10
33	об этом	5	10
34	ничего не	4	10
35	но не	2	9
36	в том	20	9
37	это есть	4	9
38	но и	9	9
39	и что	3	9
40	еще не	2	9
41	и это	5	9
42	на то	5	8
43	не может	7	8
44	все эти	3	8
45	и на	6	8
46	он и	2	8
47	было бы	7	8
48	в своей	4	8
49	для того	2	8
50	но это	4	8
51	и ее	2	8
52	никогда не	2	7
53	ни в	5	7
54	между собою	2	7
55	такого рода	5	7
56	все это	8	7
57	того что	5	7
58	всех этих	3	7
59	в них	5	7
60	что он	19	7
61	во всех	2	7
62	как мы	2	7
63	во всяком	4	7
64	тем что	19	7
65	только в	6	7
66	в конце	6	6
67	так что	11	6
68	в самом	2	6
69	и если	3	6
70	в виду	2	6
71	то и	2	6
72	таким образом	10	6
73	это не	7	6
74	и здесь	3	6
75	но как	2	6
76	говорить о	3	6
77	этом смысле	4	6
78	в то	7	6
79	в его	12	6
80	самом деле	2	6
81	что такое	7	6
82	или иной	2	5
83	можно сказать	4	5
84	есть в	2	5
85	в котором	5	5
86	и которые	2	5
87	с тем	4	5
88	не является	3	5
89	то в	4	5
90	тем более	3	5
91	связи с	3	5
92	тому что	3	4
93	не в	6	4
94	и пр	13	4
95	один из	2	4
96	в их	3	4
97	и только	2	4
98	не было	4	4
99	этого термина	2	4
100	или в	2	4
101	а в	6	4
102	ни на	2	4
103	конце концов	3	4
104	с которыми	2	4
105	если бы	4	4
106	а также	4	4
107	как в	6	4
108	и ни	2	4
109	и для	4	4
110	в связи	3	4
111	уже в	3	3
112	что это	16	3
113	что не	2	3
114	в этих	11	3
115	в отношении	2	3
116	с другой	5	3
117	что все	3	3
118	что его	2	3
119	но все	2	3
120	что они	2	3
121	несмотря на	3	3
122	всяком случае	4	3
123	или из	3	3
124	другой стороны	5	3
125	для этого	2	3
126	и его	3	3
127	в которых	2	3
128	с этим	7	3
129	но он	3	3
130	точки зрения	7	3
131	что здесь	4	3
132	по этому	3	3
133	и во	2	3
134	в жизни	4	3
135	говорит и	2	3
136	о которых	3	3
137	как и	4	3
138	того же	2	3
139	до сих	2	3
140	к тому	2	3
141	нужно сказать	2	3
142	он не	5	3
143	сих пор	2	3
144	этому поводу	2	3
145	уже не	3	3
146	не на	2	3
147	к нему	4	3
148	с точки	4	3
149	в каком	4	3
150	в чем	4	3
151	все время	2	2
152	что если	2	2
153	в это	2	2
154	крайней мере	4	2
155	его как	3	2
156	без всякого	2	2
157	нас не	2	2
158	для него	3	2
159	кроме того	3	2
160	пушкина что	4	2
161	например в	4	2
162	на его	4	2
163	на что	2	2
164	здесь нет	2	2
165	а потому	2	2
166	мы находим	2	2
167	этой области	2	2
168	не имеет	2	2
169	что для	3	2
170	во многих	2	2
171	в результате	2	2
172	и с	4	2
173	действующих лиц	4	2
174	не как	2	2
175	одно из	2	2
176	из этих	6	2
177	здесь только	2	2
178	мы имеем	5	2
179	я и	3	2
180	между тем	6	2
181	с его	3	2
182	могут быть	2	2
183	то он	2	2
184	по крайней	4	2
185	у пушкина	22	2
186	нельзя сказать	3	2
187	значит и	2	2
188	мы видим	4	2
189	в качестве	4	2
190	и может	2	2
191	но есть	2	2
192	в сущности	2	2
193	между прочим	3	2
194	нет и	2	2
195	гораздо более	2	2
196	вместе с	2	2
197	ее в	2	2
198	только что	2	2
199	эту вещь	2	2
200	и всегда	2	2
201	мы не	2	2
202	что этот	3	2
203	которые в	2	2
204	не потому	2	2
205	в которой	4	2
206	в области	6	2
207	в эту	4	2
208	это было	8	2
