N	2gram	Losev_Prob_3	Myshleni
1	в том	21	28
2	и в	44	28
3	то что	23	28
4	в этом	17	27
5	того что	8	24
6	потому что	25	22
7	не может	7	19
8	том что	12	19
9	таким образом	9	18
10	что он	9	18
11	только в	19	18
12	что в	8	17
13	не только	14	16
14	так же	5	15
15	по сравнению	2	15
16	сравнению с	2	14
17	может быть	28	13
18	сказать что	16	13
19	точки зрения	5	13
20	мы могли	4	12
21	тому что	4	11
22	и не	35	11
23	как бы	9	11
24	что мы	8	11
25	в отношении	2	10
26	к тому	3	10
27	как мы	8	10
28	но и	10	10
29	от того	2	10
30	так как	9	10
31	но не	3	10
32	с точки	2	10
33	могли бы	4	9
34	было бы	8	9
35	в процессе	2	9
36	мы можем	6	9
37	никогда не	6	8
38	в самом	3	8
39	мы видели	2	8
40	еще не	5	8
41	тем самым	5	8
42	тем что	4	8
43	того же	2	7
44	если бы	3	7
45	в нем	9	7
46	в своем	5	7
47	заключается в	4	7
48	что оно	2	7
49	он не	8	7
50	вместе с	2	7
51	то же	13	7
52	можно было	4	7
53	в которой	2	7
54	и к	6	6
55	же как	3	6
56	так что	12	6
57	и как	3	6
58	и что	7	6
59	для него	3	6
60	к другой	2	6
61	не имеет	9	6
62	в то	9	6
63	же самое	9	6
64	когда мы	15	6
65	его в	3	6
66	как и	10	6
67	то время	4	6
68	можно сказать	6	6
69	так и	10	6
70	как раз	8	6
71	мы не	7	6
72	в чем	4	6
73	это не	9	5
74	и тем	9	5
75	языка и	4	5
76	время как	4	5
77	и все	3	5
78	но в	12	5
79	что все	2	5
80	нашего исследования	2	5
81	с тем	5	5
82	то в	3	5
83	из того	3	5
84	могут быть	2	5
85	в этой	3	5
86	именно в	2	4
87	в частности	2	4
88	в нашем	5	4
89	в наших	2	4
90	на то	3	4
91	не в	13	4
92	мы и	2	4
93	но что	2	4
94	возможны только	2	4
95	нас к	2	4
96	на этот	4	4
97	но если	6	4
98	с этим	2	4
99	друг друга	2	4
100	и следовательно	2	4
101	мы имеем	2	4
102	в понятии	2	4
103	ясно что	6	4
104	только тогда	2	4
105	в качестве	3	4
106	что при	2	4
107	что и	9	4
108	во всех	2	4
109	в той	3	4
110	и то	14	4
111	к понятию	2	4
112	в себе	8	4
113	что их	2	3
114	как это	2	3
115	это есть	3	3
116	есть в	3	3
117	отличается от	4	3
118	в нашей	2	3
119	при этом	4	3
120	в первую	3	3
121	хотя и	5	3
122	в целом	6	3
123	в их	2	3
124	как на	2	3
125	и только	6	3
126	сейчас мы	2	3
127	и по	2	3
128	в основе	2	3
129	и здесь	5	3
130	но как	4	3
131	только то	2	3
132	а это	3	3
133	бы в	2	3
134	по себе	25	3
135	это и	7	3
136	связи с	8	3
137	развитии и	2	3
138	первую очередь	3	3
139	до сих	2	3
140	мы должны	7	3
141	в его	9	3
142	только к	2	3
143	с ней	5	3
144	сих пор	2	3
145	как в	5	3
146	а не	18	3
147	что такое	3	3
148	и его	5	3
149	этот вопрос	3	3
150	как оно	3	3
151	отношения к	3	3
152	как только	3	2
153	не менее	10	2
154	он сам	4	2
155	по типу	2	2
156	и другие	3	2
157	в этих	2	2
158	для этого	6	2
159	с другой	7	2
160	с этой	3	2
161	само собой	2	2
162	в конце	5	2
163	в любом	3	2
164	именно потому	3	2
165	это в	2	2
166	прежде всего	3	2
167	заключается только	2	2
168	а только	5	2
169	определенного рода	5	2
170	и своего	2	2
171	для нас	16	2
172	но это	8	2
173	и более	2	2
174	является не	2	2
175	самом деле	3	2
176	что всякий	9	2
177	и от	9	2
178	и является	4	2
179	в котором	2	2
180	из них	2	2
181	если мы	16	2
182	все это	5	2
183	другой стороны	5	2
184	в связи	7	2
185	мы говорим	4	2
186	все эти	7	2
187	но только	6	2
188	в которых	3	2
189	от него	2	2
190	что у	3	2
191	не являются	2	2
192	том смысле	3	2
193	с ним	7	2
194	том как	2	2
195	и там	2	2
196	были бы	2	2
197	на котором	2	2
198	но когда	2	2
199	с понятием	3	2
200	раз и	4	2
201	этом случае	5	2
202	у нас	10	2
203	по существу	2	2
204	смысле что	3	2
205	по своему	2	2
206	чем он	2	2
207	она не	3	2
208	мы уже	4	2
209	во внимание	2	2
210	в своей	5	2
211	из этого	3	2
212	этого слова	5	2
213	все же	6	2
214	когда он	2	2
215	только на	5	2
216	нами в	2	2
217	а в	5	2
218	но с	2	2
219	мы начинаем	3	2
220	структуры и	3	2
221	только что	2	2
222	у них	2	2
223	с другими	3	2
224	нас в	4	2
225	в данном	9	2
226	в другом	2	2
227	и вообще	8	2
228	что они	5	2
229	которое мы	5	2
