N	2gram	Bakhtin_Fr_6	RusskieA
1	и в	41	29
2	что в	7	22
3	том что	7	22
4	в том	2	22
5	как бы	7	18
6	и другие	2	14
7	может быть	2	13
8	так как	10	13
9	во время	9	12
10	как и	7	11
11	в этом	12	11
12	все это	11	10
13	и с	16	10
14	не только	10	10
15	а на	2	9
16	о том	9	9
17	а в	4	9
18	на части	7	9
19	но и	13	8
20	мы видели	2	7
21	данном случае	2	7
22	как в	4	7
23	или в	6	7
24	мы не	2	6
25	для нас	2	6
26	вместе с	6	6
27	таким образом	17	6
28	при этом	3	6
29	того чтобы	4	6
30	и на	9	6
31	в данном	3	6
32	представление о	2	5
33	потому что	3	5
34	то что	10	5
35	и что	5	5
36	но не	2	5
37	для этого	2	5
38	не может	4	5
39	земли и	4	5
40	но в	8	5
41	именно в	4	4
42	в них	7	4
43	и все	9	4
44	а за	2	4
45	тогда когда	2	4
46	а затем	4	4
47	в другие	2	4
48	так что	2	4
49	не в	4	4
50	из них	5	4
51	к нему	3	4
52	а также	5	4
53	так же	5	4
54	то же	5	4
55	у нас	4	4
56	а не	2	4
57	из земли	2	4
58	их в	2	4
59	как это	2	4
60	на этом	2	3
61	тем что	5	3
62	в этих	2	3
63	и от	4	3
64	в году	6	3
65	на первый	3	3
66	или с	2	3
67	в ее	5	3
68	связаны с	7	3
69	до конца	2	3
70	того что	3	3
71	было бы	3	3
72	но если	2	3
73	в котором	4	3
74	с другими	3	3
75	во всех	17	3
76	не будем	2	3
77	а именно	2	3
78	все эти	11	3
79	в народе	2	3
80	как мы	12	3
81	между тем	2	3
82	но он	5	3
83	в этой	8	3
84	в таких	2	3
85	что это	5	3
86	в эту	2	3
87	начиная с	2	2
88	с этой	3	2
89	связи с	2	2
90	никогда не	8	2
91	с другой	4	2
92	из этих	2	2
93	в образе	6	2
94	прежде всего	10	2
95	не был	2	2
96	ногами и	2	2
97	в целях	3	2
98	нас не	3	2
99	это и	2	2
100	кроме того	9	2
101	и как	4	2
102	одним из	4	2
103	здесь в	9	2
104	связано с	3	2
105	одной стороны	4	2
106	все то	5	2
107	когда они	3	2
108	из этого	4	2
109	в него	3	2
110	еще в	5	2
111	один из	6	2
112	должен быть	2	2
113	все же	4	2
114	в своей	2	2
115	там и	2	2
116	природы и	2	2
117	в форме	2	2
118	где они	2	2
119	с одной	4	2
120	образом в	2	2
121	там где	5	2
122	и для	3	2
123	каждый из	2	2
124	и то	2	2
125	людей и	3	2
126	также что	3	2
127	о происхождении	2	2
128	с этим	3	2
129	во всем	5	2
130	в то	6	2
131	характер в	3	2
132	та же	4	2
133	есть в	3	2
