N	2gram	Bakhtin_Pr_1	Formalny
1	и в	23	38
2	в этом	25	27
3	может быть	21	23
4	и его	13	21
5	таким образом	11	20
6	и не	34	20
7	в самом	8	16
8	прежде всего	7	15
9	не в	6	15
10	не может	11	14
11	в нем	20	13
12	но и	11	13
13	в пределах	9	12
14	с его	6	11
15	в том	11	11
16	вовсе не	8	11
17	в его	24	10
18	с другими	7	10
19	и с	4	9
20	как и	8	9
21	при этом	3	9
22	в процессе	4	9
23	не только	13	9
24	что и	5	8
25	все же	5	8
26	так и	10	8
27	самом деле	5	8
28	тем что	3	8
29	точки зрения	21	8
30	что в	8	7
31	не могут	6	7
32	по себе	7	7
33	для него	15	7
34	по существу	4	7
35	в своей	11	7
36	этом отношении	5	7
37	как мы	5	7
38	лишь в	3	7
39	уже не	8	7
40	с точки	15	7
41	в первом	2	7
42	не было	3	6
43	в результате	4	6
44	то что	18	6
45	в истории	2	6
46	для понимания	3	6
47	в этой	4	6
48	было бы	6	6
49	вместе с	2	6
50	в их	3	6
51	то же	10	6
52	все эти	8	6
53	а не	20	6
54	как раз	4	6
55	он не	4	6
56	только в	8	6
57	а в	7	6
58	хотя бы	2	6
59	должна быть	2	5
60	если бы	10	5
61	что он	10	5
62	именно в	6	5
63	это и	9	5
64	же время	7	5
65	по преимуществу	3	5
66	во всех	5	5
67	и для	3	5
68	более того	3	5
69	говорит он	8	5
70	в основе	5	5
71	говорить о	2	5
72	в то	10	5
73	бы в	3	5
74	во всяком	4	5
75	всяком случае	3	5
76	оно не	2	4
77	не столько	3	4
78	не как	12	4
79	раз и	3	4
80	к этому	2	4
81	лишь как	5	4
82	в большинстве	2	4
83	в сущности	5	4
84	дело идет	6	4
85	как бы	28	4
86	и к	4	4
87	из них	2	4
88	как в	6	4
89	другой стороны	2	4
90	входит в	2	4
91	и наконец	5	4
92	и даже	3	4
93	там где	6	4
94	они не	3	4
95	ничего не	6	4
96	так как	7	4
97	но в	4	4
98	всех этих	3	3
99	была бы	2	3
100	с другой	2	3
101	из этих	2	3
102	а как	6	3
103	и здесь	3	3
104	и как	8	3
105	но все	4	3
106	зависимости от	3	3
107	из всего	2	3
108	но именно	4	3
109	например в	3	3
110	в зависимости	3	3
111	однако не	2	3
112	в целом	4	3
113	жизни и	6	3
114	и их	2	3
115	все это	7	3
116	то и	2	3
117	на самом	4	3
118	большинстве случаев	2	3
119	к нему	3	3
120	именно на	2	3
121	того что	2	3
122	того чтобы	4	3
123	для того	2	3
124	менее всего	4	3
125	роль в	2	3
126	мы не	2	3
127	и на	10	3
128	материал и	2	3
129	он и	5	3
130	и все	3	3
131	его в	4	3
132	так сказать	3	3
133	в области	3	3
134	со всею	3	2
135	уже в	5	2
136	сам он	3	2
137	для создания	3	2
138	самого начала	3	2
139	и другие	2	2
140	никогда не	5	2
141	по этому	2	2
142	имеет значение	2	2
143	в этих	2	2
144	тому что	2	2
145	перед нами	4	2
146	или даже	2	2
147	это не	10	2
148	в одной	4	2
149	в конце	5	2
150	между ними	2	2
151	что именно	2	2
152	является для	2	2
153	на котором	2	2
154	его как	5	2
155	до конца	5	2
156	с самого	2	2
157	том что	9	2
158	идет о	3	2
159	но это	5	2
160	должна была	4	2
161	как их	3	2
162	является не	3	2
163	но не	8	2
164	но как	3	2
165	кроме того	3	2
166	она не	5	2
167	ни на	2	2
168	ее как	2	2
169	от характера	3	2
170	к другому	2	2
171	и о	3	2
172	в единстве	7	2
173	совпадает с	2	2
174	конце концов	4	2
175	в котором	2	2
176	даже в	2	2
177	сами по	3	2
178	один из	2	2
179	и тем	2	2
180	этом смысле	9	2
181	ни в	3	2
182	со стороны	2	2
183	приводит к	3	2
184	во всей	2	2
185	эти определения	2	2
186	смысл и	2	2
187	то ни	3	2
188	как предмет	3	2
189	точке зрения	2	2
190	и других	5	2
191	в той	6	2
192	можно говорить	2	2
193	и по	2	2
194	что для	2	2
195	отличие от	2	2
196	здесь с	3	2
197	этот вопрос	2	2
198	их в	2	2
199	сказать что	5	2
200	между тем	5	2
201	у толстого	2	2
202	он в	2	2
203	в отличие	2	2
204	как например	2	2
205	в искусстве	2	2
206	в рамки	2	2
207	если же	2	2
208	и это	5	2
209	в художественном	2	2
210	и этим	2	2
211	потому что	12	2
212	в которой	4	2
213	с ним	6	2
214	не могли	2	2
215	в плане	5	2
216	слово в	2	2
