N	2gram	Tiupa_Lite_2	Psycholo
1	и в	19	38
2	то что	7	35
3	в том	10	25
4	что в	4	20
5	может быть	17	19
6	и что	2	18
7	точки зрения	4	16
8	в ней	4	15
9	то есть	5	15
10	том что	7	14
11	как бы	2	14
12	и т	2	14
13	потому что	2	14
14	в этой	3	13
15	в этом	9	13
16	было бы	2	12
17	не только	8	12
18	не в	4	12
19	что он	3	11
20	в сущности	3	10
21	то же	12	10
22	и не	11	10
23	с точки	3	9
24	все же	2	8
25	с тем	2	8
26	в одном	2	8
27	вовсе не	2	8
28	для нас	2	8
29	как и	10	8
30	так что	4	8
31	и как	3	8
32	как раз	2	8
33	но только	2	8
34	для того	2	8
35	и то	3	8
36	с другой	8	7
37	в ее	2	7
38	а не	20	7
39	не может	9	7
40	а в	3	7
41	из них	2	6
42	один из	4	6
43	он не	5	6
44	с одной	7	6
45	так как	3	6
46	как это	2	6
47	и его	3	6
48	и на	6	6
49	о том	2	6
50	я не	5	5
51	в какой	2	5
52	на этом	2	5
53	одной стороны	6	5
54	вместе с	5	5
55	но и	10	5
56	другой стороны	4	5
57	т п	2	5
58	мы не	4	5
59	в другом	3	5
60	в его	4	5
61	никогда не	3	4
62	идет о	3	4
63	при этом	6	4
64	и для	3	4
65	во всех	3	4
66	речь идет	3	4
67	в нем	3	4
68	что и	2	4
69	в целом	2	4
70	того что	5	4
71	из которых	2	4
72	и даже	8	4
73	в своих	2	4
74	у него	2	4
75	одна из	5	4
76	в себе	6	4
77	в виду	2	4
78	как на	3	3
79	в них	2	3
80	в такой	2	3
81	и к	2	3
82	но это	3	3
83	того же	4	3
84	одно и	2	3
85	тот же	2	3
86	в основе	2	3
87	был бы	2	3
88	не к	2	3
89	в стихах	8	3
90	то и	3	3
91	и только	2	3
92	что не	2	3
93	не так	2	3
94	тем что	4	3
95	состоит в	9	3
96	в то	9	3
97	едва ли	4	3
98	от имени	2	3
99	в поэме	4	3
100	но в	2	3
101	в данном	3	2
102	русской поэзии	3	2
103	к своему	2	2
104	отнюдь не	4	2
105	и одновременно	2	2
106	хотя бы	2	2
107	столь же	5	2
108	с этой	2	2
109	же в	2	2
110	до конца	2	2
111	уже не	2	2
112	у нас	5	2
113	по существу	3	2
114	такой же	3	2
115	и столь	2	2
116	очевидно что	2	2
117	для него	4	2
118	со своей	2	2
119	по преимуществу	2	2
120	то как	2	2
121	для этого	2	2
122	с ее	2	2
123	данном случае	3	2
124	со стороны	3	2
125	не могу	2	2
126	быть не	2	2
127	для всех	5	2
128	не более	2	2
129	и наконец	2	2
130	той же	2	2
131	в качестве	5	2
132	в конце	2	2
133	одно из	2	2
134	как к	3	2
135	представляет собой	2	2
136	но как	2	2
137	в истории	2	2
138	в русской	4	2
139	к этой	2	2
140	с ним	2	2
141	ничего не	3	2
142	поэзии и	2	2
143	себя как	2	2
144	могло бы	2	2
