N	2gram	Bakhtin_Fr_3	Dialekti
1	и не	13	27
2	а не	5	26
3	точки зрения	2	25
4	и в	40	24
5	не только	13	23
6	не может	3	19
7	и есть	3	16
8	то что	5	14
9	может быть	9	13
10	таким образом	10	13
11	и даже	4	13
12	что он	2	13
13	вовсе не	12	13
14	есть и	2	12
15	не менее	2	11
16	в сущности	9	10
17	ни в	4	9
18	но и	11	9
19	прежде всего	16	8
20	и как	3	8
21	это есть	2	8
22	том что	4	8
23	в этом	15	8
24	что в	12	7
25	в самом	6	7
26	другими словами	3	7
27	в особенности	5	7
28	потому что	2	7
29	даже и	2	7
30	в виду	7	7
31	это и	2	7
32	как и	11	7
33	только на	4	7
34	как раз	5	7
35	вы не	4	6
36	кроме того	3	6
37	все это	4	6
38	и с	8	6
39	о том	4	6
40	так как	4	6
41	если бы	3	6
42	и все	9	6
43	об этом	3	6
44	что и	3	6
45	то же	7	6
46	самом деле	3	6
47	в том	8	5
48	но это	3	5
49	жизни и	4	5
50	и его	17	5
51	что для	2	5
52	одно из	3	5
53	в то	6	5
54	в них	9	5
55	и к	3	5
56	было бы	4	5
57	он не	9	5
58	так и	3	5
59	и сама	2	5
60	мы не	2	5
61	только в	3	5
62	с другой	2	4
63	это не	2	4
64	или иной	2	4
65	как о	2	4
66	хотя бы	2	4
67	сказать что	3	4
68	у нас	4	4
69	в истории	4	4
70	конечно не	2	4
71	о нем	3	4
72	и это	2	4
73	ни от	2	4
74	для него	5	4
75	из самых	2	3
76	не было	5	3
77	все же	2	3
78	в своем	7	3
79	и от	3	3
80	мы знаем	2	3
81	же время	6	3
82	в основе	5	3
83	в нем	5	3
84	из них	4	3
85	все эти	8	3
86	и на	8	3
87	с этим	2	3
88	он и	7	3
89	мы уже	13	3
90	во всем	3	3
91	тем что	3	3
92	одна из	3	3
93	все что	2	3
94	и о	4	3
95	как бы	3	3
96	и прежде	3	3
97	или же	2	3
98	для того	3	3
99	должны быть	2	3
100	к нему	2	3
101	той же	8	3
102	и ее	2	3
103	в частности	3	2
104	из этих	2	2
105	на этом	2	2
106	еще не	3	2
107	при этом	3	2
108	и если	2	2
109	этот ряд	2	2
110	например в	2	2
111	и следовательно	3	2
112	той или	2	2
113	ноги и	2	2
114	для этого	3	2
115	еще и	2	2
116	именно в	2	2
117	и вот	2	2
118	они не	3	2
119	а в	3	2
120	же и	3	2
121	в своих	5	2
122	также и	4	2
123	никак не	3	2
124	их в	3	2
125	в ней	4	2
126	он дает	2	2
127	и здесь	4	2
128	и потому	4	2
129	к этой	3	2
130	слово в	3	2
131	но в	8	2
132	с его	3	2
133	у него	8	2
134	нового времени	2	2
135	и во	4	2
136	в их	4	2
137	думать что	2	2
138	в условиях	2	2
139	но как	2	2
140	но не	2	2
141	со всеми	5	2
142	и понимания	2	2
143	было ни	3	2
144	на них	2	2
145	так в	4	2
146	следовательно и	2	2
147	и они	2	2
148	как мы	10	2
149	и у	2	2
150	и для	5	2
151	нас в	2	2
152	в данном	4	2
153	этого он	2	2
154	в себе	3	2
155	из этого	2	2
156	в его	13	2
157	если их	2	2
