N	3gram	Vygotskiy__2	Psycholo
1	для того чтобы	10	19
2	на то что	6	16
3	в том что	21	14
4	с одной стороны	7	12
5	мы увидим что	2	6
6	в зависимости от	6	6
7	о том что	4	6
8	заключается в том	7	6
9	в самом деле	4	5
10	по сравнению с	5	4
11	по этому поводу	3	4
12	мы могли бы	4	4
13	а с другой	4	4
14	то что он	2	3
15	в этом отношении	3	3
16	из того что	4	3
17	то же самое	2	3
18	на этот вопрос	5	3
19	в учении о	4	3
20	можно было бы	5	3
21	друг с другом	2	3
22	друг от друга	2	2
23	в данном случае	3	2
24	мы видим в	2	2
25	с таким образом	3	2
26	если бы мы	2	2
27	в отличие от	3	2
28	мы должны будем	2	2
29	и в самом	2	2
30	состоит в том	3	2
31	с точки зрения	18	2
32	не может быть	6	2
33	вопрос о том	2	2
34	само по себе	2	2
35	на самом деле	2	2
36	является то что	2	2
37	в том чтобы	4	2
38	нам думается что	2	2
39	потому что он	2	2
