N	2gram	Nazirov_Tv_1	KulturaY
1	и т	3	39
2	потому что	5	25
3	т п	2	24
4	и в	21	23
5	не только	7	20
6	в том	7	19
7	в этом	6	18
8	и не	7	16
9	так как	3	15
10	может быть	5	15
11	в самом	3	12
12	том что	11	11
13	но в	7	11
14	что в	12	10
15	а не	5	10
16	вовсе не	5	9
17	то что	8	9
18	самом деле	2	9
19	хотя бы	5	9
20	не может	4	9
21	с другой	3	8
22	прежде всего	4	8
23	не в	2	8
24	иными словами	2	8
25	в качестве	2	8
26	уже не	3	8
27	не менее	6	7
28	все же	5	7
29	но и	3	7
30	и с	3	7
31	это не	4	6
32	по крайней	2	6
33	крайней мере	2	6
34	в этой	5	6
35	но не	3	6
36	что не	2	6
37	тем не	2	6
38	то же	13	6
39	и на	7	6
40	ту же	3	6
41	я не	3	5
42	что все	3	5
43	что он	6	5
44	об этом	2	5
45	тот же	2	5
46	в его	13	5
47	один из	4	5
48	и тем	2	5
49	вместе с	2	5
50	приводит к	2	5
51	все это	10	5
52	таким образом	5	5
53	только в	5	5
54	отнюдь не	5	4
55	перед нами	2	4
56	к этому	2	4
57	можно сказать	2	4
58	к тому	2	4
59	но только	2	4
60	что я	3	4
61	в нашей	2	4
62	своего рода	4	4
63	или в	2	4
64	хотя и	3	4
65	как бы	17	4
66	в нем	3	4
67	так же	3	4
68	вряд ли	2	4
69	в данном	2	4
70	сказать что	2	4
71	могут быть	2	4
72	в то	15	4
73	так и	2	4
74	уже в	3	3
75	у него	7	3
76	точно так	2	3
77	гораздо более	2	3
78	же время	12	3
79	это и	3	3
80	в соответствии	3	3
81	но это	5	3
82	того же	2	3
83	до конца	2	3
84	в ней	2	3
85	он не	8	3
86	что и	2	3
87	что она	2	3
88	как в	8	3
89	не знает	2	3
90	именно в	2	3
91	того что	3	3
92	и по	3	3
93	вот почему	3	3
94	а в	6	3
95	и его	6	3
96	в виду	2	3
97	себе не	2	2
98	это в	3	2
99	в частности	2	2
100	никогда не	3	2
101	о котором	2	2
102	и от	4	2
103	и все	6	2
104	одного из	2	2
105	конечном счете	4	2
106	в свою	7	2
107	как будто	5	2
108	при этом	7	2
109	по преимуществу	2	2
110	же и	2	2
111	в конечном	4	2
112	и даже	3	2
113	был бы	2	2
114	наше время	2	2
115	в своей	4	2
116	на том	2	2
117	дело не	3	2
118	данном случае	2	2
119	в их	3	2
120	в современном	2	2
121	в наше	2	2
122	в своем	4	2
123	в отличие	2	2
124	следовало бы	2	2
125	достоевского и	3	2
126	на самом	3	2
127	как и	12	2
128	в году	7	2
129	здесь мы	2	2
130	тем самым	7	2
131	и у	2	2
132	для этой	2	2
133	той же	3	2
134	что для	2	2
135	и далее	2	2
136	в своих	5	2
137	соответствии с	3	2
138	ни на	3	2
139	отличие от	2	2
140	не то	2	2
