N	2gram	Potebnia_M_1	FransuaR
1	и в	39	49
2	то есть	42	32
3	прежде всего	4	19
4	в его	5	18
5	не только	21	17
6	и его	5	17
7	и не	18	15
8	в этом	15	15
9	в них	3	13
10	только в	25	13
11	но и	20	13
12	как и	9	11
13	как бы	6	11
14	вовсе не	5	10
15	в этой	3	10
16	для него	4	9
17	в нем	20	9
18	в сущности	2	8
19	все же	6	7
20	жизни и	2	7
21	не может	22	7
22	таким образом	13	7
23	то же	6	7
24	как мы	2	7
25	то что	10	6
26	в истории	7	6
27	же время	4	6
28	времени и	2	6
29	во всех	5	6
30	так и	13	6
31	сказать что	3	6
32	и с	3	6
33	но он	2	6
34	точки зрения	8	6
35	в то	4	6
36	так как	21	6
37	никогда не	4	5
38	в своем	3	5
39	из этих	4	5
40	в начале	2	5
41	но не	8	5
42	при этом	6	5
43	может быть	27	5
44	и потому	5	5
45	относится к	3	5
46	в своей	3	5
47	с точки	3	5
48	и более	2	4
49	с другой	7	4
50	и во	3	4
51	в жизни	3	4
52	в себе	13	4
53	том что	16	4
54	но все	2	4
55	и о	2	4
56	в своих	4	4
57	в этих	7	4
58	не было	4	4
59	а в	5	4
60	как на	3	4
61	тем что	9	4
62	там где	4	4
63	с ним	3	4
64	но в	9	4
65	с одной	3	3
66	в течение	2	3
67	в одном	8	3
68	на все	2	3
69	в собственном	2	3
70	же в	2	3
71	в г	2	3
72	в том	26	3
73	во всем	4	3
74	одной стороны	3	3
75	было бы	12	3
76	несмотря на	5	3
77	в самом	3	3
78	с ее	2	3
79	мы видели	4	3
80	но эти	2	3
81	связь с	2	3
82	другой стороны	5	3
83	что для	3	3
84	и все	3	3
85	и других	4	3
86	духа и	7	3
87	и вообще	3	3
88	о том	2	3
89	и это	3	3
90	этих последних	3	3
91	в виду	2	3
92	одного из	2	2
93	под влиянием	2	2
94	связи с	3	2
95	что в	22	2
96	не были	2	2
97	для них	2	2
98	могут быть	9	2
99	за пределы	2	2
100	эти явления	3	2
101	думать что	3	2
102	его только	2	2
103	никто не	3	2
104	даже и	2	2
105	в смысле	4	2
106	на то	2	2
107	там же	9	2
108	есть для	2	2
109	в самой	3	2
110	связанное с	2	2
111	но это	5	2
112	есть в	2	2
113	все что	2	2
114	только то	2	2
115	так например	3	2
116	и без	3	2
117	еще не	6	2
118	по поводу	3	2
119	значительной степени	2	2
120	видеть в	2	2
121	одним из	2	2
122	хотя и	3	2
123	в ней	7	2
124	к ней	2	2
125	речь и	2	2
126	эти формы	2	2
127	в мире	3	2
128	вместе с	8	2
129	в их	2	2
130	того как	6	2
131	ключ к	2	2
132	того чтобы	2	2
133	и даже	4	2
134	так же	5	2
135	что слово	3	2
136	тому как	4	2
137	во всяком	3	2
138	и следовательно	2	2
139	нуждается в	2	2
140	подобно тому	3	2
141	мы должны	3	2
142	же с	7	2
143	мы можем	2	2
