N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	26
2	так как	6	18
3	потому что	7	13
4	что в	12	12
5	таким образом	8	12
6	в том	10	12
7	и на	5	12
8	в этом	14	12
9	связь с	3	11
10	мы видели	7	11
11	может быть	2	11
12	том что	7	10
13	и не	15	10
14	не только	14	10
15	что он	6	9
16	но и	10	9
17	а именно	2	9
18	в нем	10	8
19	все же	2	8
20	на том	2	8
21	вместе с	3	8
22	все эти	5	8
23	и это	4	8
24	с ним	5	8
25	превращается в	2	7
26	мы можем	2	7
27	например в	5	7
28	и его	13	7
29	у него	4	7
30	о том	4	7
31	но в	14	7
32	то что	2	6
33	и там	2	6
34	мы уже	4	6
35	как в	3	6
36	так в	2	6
37	не может	5	6
38	эта связь	4	6
39	и с	10	6
40	как он	3	6
41	мы не	4	6
42	на небе	3	5
43	очень часто	4	5
44	как и	10	5
45	мы видим	5	5
46	связаны с	4	5
47	в ней	8	5
48	в его	13	5
49	так и	6	5
50	то же	11	5
51	и что	2	5
52	как это	4	5
53	в то	11	5
54	только в	4	5
55	его в	5	5
56	там где	3	5
57	есть и	5	4
58	с тем	2	4
59	это не	3	4
60	из этих	3	4
61	прежде всего	10	4
62	с его	7	4
63	но это	5	4
64	до сих	3	4
65	здесь же	3	4
66	как бы	12	4
67	что и	7	4
68	сих пор	3	4
69	как мы	8	4
70	и он	3	4
71	а также	4	4
72	независимо от	2	3
73	и другие	3	3
74	в них	6	3
75	на котором	2	3
76	вообще не	3	3
77	и от	4	3
78	в одном	3	3
79	к этому	2	3
80	не в	7	3
81	такой же	4	3
82	же как	4	3
83	в качестве	2	3
84	то время	3	3
85	так например	2	3
86	кроме того	4	3
87	том как	2	3
88	от того	3	3
89	почти всегда	3	3
90	еще в	2	3
91	один из	2	3
92	когда он	2	3
93	в своей	3	3
94	данном случае	2	3
95	что она	3	3
96	а в	4	3
97	при этом	2	3
98	и вот	3	3
99	и наконец	2	3
100	как на	4	3
101	в данном	2	3
102	сказать что	4	3
103	и только	2	3
104	не было	3	3
105	от этого	2	3
106	перед нами	4	2
107	о чем	3	2
108	и как	5	2
109	в эту	2	2
110	в своем	11	2
111	но он	3	2
112	того же	3	2
113	здесь и	5	2
114	представлением о	2	2
115	в одной	3	2
116	с этим	4	2
117	вовсе не	8	2
118	смерть и	2	2
119	можно сказать	2	2
120	к тому	2	2
121	человеком и	2	2
122	он был	7	2
123	это явление	2	2
124	но не	4	2
125	так же	8	2
126	когда в	2	2
127	было бы	2	2
128	под названием	2	2
129	с представлением	2	2
130	относится к	2	2
131	и др	8	2
132	даже в	2	2
133	не могло	3	2
134	здесь нет	3	2
135	но мы	2	2
136	не имеет	3	2
137	жизни и	8	2
138	своего рода	4	2
139	ни в	3	2
140	не будем	2	2
141	и до	2	2
142	на него	2	2
143	тела и	3	2
144	он не	6	2
145	у народа	2	2
146	мы находим	4	2
147	в одно	2	2
148	а не	4	2
149	того что	3	2
150	и больше	2	2
151	его не	4	2
152	можно было	4	2
153	в городе	2	2
154	он и	3	2
155	в которых	3	2
156	из его	2	2
157	ту же	2	2
158	в этой	6	2
159	что это	2	2
160	здесь не	6	2
161	мира и	8	2
162	ничего не	4	2
163	нет ни	2	2
