N	2gram	Vinokur_St_2	Problema
1	то что	11	38
2	и не	9	37
3	вовсе не	6	37
4	и в	29	35
5	сказать что	2	24
6	не только	19	24
7	том что	27	19
8	о том	17	18
9	может быть	2	18
10	у нас	3	18
11	что такое	2	18
12	в этом	21	17
13	но и	19	16
14	и вообще	2	16
15	такого рода	2	15
16	в языке	5	15
17	только в	2	14
18	не менее	3	13
19	и что	6	13
20	потому что	9	13
21	во всяком	3	13
22	не может	2	13
23	тем не	2	12
24	в том	27	12
25	того что	5	12
26	также и	2	12
27	хотя бы	3	12
28	что в	19	11
29	прежде всего	5	11
30	так что	3	11
31	и даже	3	11
32	никак не	2	11
33	всяком случае	3	10
34	и с	4	10
35	а не	5	10
36	в данном	2	10
37	ничего не	4	10
38	в этой	2	9
39	только о	2	8
40	было бы	5	8
41	в виду	7	8
42	по себе	3	8
43	как раз	8	8
44	все же	6	8
45	при помощи	4	8
46	в конце	2	7
47	не является	3	7
48	все эти	2	7
49	не имеет	2	7
50	в его	13	7
51	так и	9	7
52	так как	2	7
53	с другой	4	6
54	ни в	3	6
55	но это	3	6
56	о чем	5	6
57	и т	9	6
58	к сожалению	2	6
59	т д	6	6
60	в то	2	6
61	на то	2	6
62	но в	8	6
63	в области	2	6
64	в частности	4	5
65	кроме того	4	5
66	в самом	7	5
67	с этим	3	5
68	так же	3	5
69	и на	6	5
70	и более	2	5
71	как и	2	5
72	связи с	4	5
73	по своему	2	5
74	то же	2	5
75	другой стороны	3	5
76	в себе	2	5
77	еще и	3	5
78	и это	2	5
79	не был	3	4
80	в этих	3	4
81	в своем	9	4
82	в отношении	2	4
83	что на	3	4
84	и как	2	4
85	более или	2	4
86	случае не	2	4
87	в общем	3	4
88	как бы	5	4
89	все это	11	4
90	таким образом	10	4
91	вообще не	3	4
92	в результате	2	4
93	и здесь	3	4
94	тем что	3	4
95	если бы	2	4
96	что он	13	4
97	но не	3	4
98	до сих	6	4
99	и о	4	4
100	сих пор	5	4
101	или менее	2	4
102	и самый	2	4
103	если не	2	4
104	на самом	3	4
105	самом деле	3	4
106	в каком	2	4
107	тому что	7	3
108	вопрос о	6	3
109	к тому	10	3
110	нас не	2	3
111	что они	2	3
112	несмотря на	2	3
113	хотя и	4	3
114	в их	3	3
115	то ни	2	3
116	не было	3	3
117	относятся к	3	3
118	при этом	2	3
119	и по	3	3
120	языка в	2	3
121	в истории	2	3
122	его в	2	3
123	с тем	7	3
124	только не	2	3
125	по этому	2	3
126	и к	4	3
127	о которых	2	3
128	нет и	2	3
129	оно не	3	3
130	и речи	2	3
131	внимание на	4	3
132	в значительной	2	3
133	с самого	3	3
134	для того	7	3
135	самого начала	3	2
136	в той	5	2
137	не в	4	2
138	только по	2	2
139	но все	7	2
140	что с	2	2
141	в и	13	2
142	и сам	2	2
143	по поводу	8	2
144	и др	2	2
145	бы то	2	2
146	ни с	2	2
147	даже в	2	2
148	столько же	3	2
149	как на	9	2
150	в ней	7	2
151	мере в	2	2
152	точки зрения	5	2
153	только с	2	2
154	в них	2	2
155	сами по	2	2
156	с и	2	2
157	с нею	3	2
158	утверждать что	2	2
159	об этом	6	2
160	на тот	2	2
161	в тех	2	2
162	в качестве	5	2
163	говорят что	2	2
164	он не	9	2
165	а также	2	2
166	еще в	2	2
167	речь идет	4	2
168	что и	2	2
169	вместе с	7	2
170	совершенно не	2	2
171	тоже по	2	2
172	этому поводу	2	2
173	еще более	4	2
174	того чтобы	6	2
175	от его	2	2
176	на это	2	2
177	не то	3	2
178	которые не	3	2
179	это было	2	2
