N	3gram	Bakhtin_Pr_1	Freidism
1	с точки зрения	6	11
2	по отношению к	19	8
3	не может быть	11	7
4	в самом деле	3	6
5	в большинстве случаев	5	5
6	и прежде всего	5	5
7	то же время	3	4
8	в данном случае	4	4
9	в то же	3	4
10	можно сказать что	2	4
11	на самом деле	3	4
12	бы то ни	3	3
13	в конечном счете	4	3
14	мы можем сказать	2	3
15	для того чтобы	2	3
16	то или иное	2	2
17	ни в чем	2	2
18	так и в	2	2
19	то же самое	2	2
20	не могут быть	2	2
21	в его целом	5	2
22	с одной стороны	3	2
23	и не может	2	2
24	тем не менее	3	2
25	то ни было	2	2
26	в отличие от	5	2
27	в чем не	2	2
28	в этом отношении	2	2
29	в высшей степени	5	2
30	во всех своих	2	2
31	все то что	3	2
