N	2gram	Vygotskiy__5	VerxiiNi
1	и в	30	26
2	таким образом	20	22
3	с тем	8	18
4	вместе с	12	15
5	в этом	14	15
6	точки зрения	7	13
7	как бы	19	12
8	в том	27	11
9	может быть	11	10
10	не только	16	10
11	и с	2	10
12	из этих	3	10
13	связи с	2	9
14	что в	24	9
15	но и	6	9
16	так как	9	9
17	с другой	9	8
18	но не	7	8
19	и не	6	8
20	как на	11	8
21	том что	21	7
22	но все	2	7
23	одной стороны	12	7
24	из них	2	7
25	то что	37	7
26	а с	5	7
27	с одной	12	7
28	потому что	23	7
29	но в	5	7
30	в конце	4	6
31	к тому	8	6
32	и потому	5	6
33	того же	2	6
34	несмотря на	5	6
35	что и	3	6
36	все же	7	6
37	так и	3	6
38	все это	2	6
39	в отношении	2	6
40	все эти	2	6
41	с точки	2	6
42	в себе	5	6
43	мы должны	3	6
44	о том	10	6
45	и к	4	5
46	до сих	5	5
47	друг с	3	5
48	в его	4	5
49	никогда не	9	5
50	с другом	3	5
51	сих пор	5	5
52	так же	13	5
53	а не	8	5
54	того чтобы	20	5
55	для того	20	5
56	в силу	3	5
57	и для	6	5
58	должен был	4	4
59	в этих	3	4
60	что все	6	4
61	что он	17	4
62	в нем	7	4
63	из которых	4	4
64	в самом	14	4
65	в котором	2	4
66	целый ряд	3	4
67	не может	9	4
68	и только	3	4
69	а в	4	4
70	то же	7	4
71	что оно	6	4
72	в течение	2	4
73	и что	23	4
74	на этот	3	4
75	в которых	2	4
76	он не	3	4
77	в то	2	4
78	только в	5	4
79	то есть	13	4
80	в этой	5	4
81	же как	2	3
82	и другие	3	3
83	что это	8	3
84	если бы	11	3
85	хотя бы	3	3
86	к этому	3	3
87	ясно что	6	3
88	можно сказать	2	3
89	для него	3	3
90	с самого	3	3
91	так что	3	3
92	и как	7	3
93	и при	2	3
94	в своем	6	3
95	в качестве	2	3
96	и если	6	3
97	и о	3	3
98	когда он	5	3
99	при этом	8	3
100	того что	8	3
101	и даже	2	3
102	в которой	3	3
103	в таком	3	3
104	с этой	2	3
105	в результате	4	3
106	и таким	2	3
107	что эти	2	3
108	конце концов	2	3
109	в одном	2	3
110	уже в	6	2
111	не могут	3	2
112	самого начала	3	2
113	с его	2	2
114	он в	2	2
115	только не	5	2
116	именно в	6	2
117	состоит в	3	2
118	к которым	2	2
119	при таком	3	2
120	в них	4	2
121	сравнению с	4	2
122	влечет за	2	2
123	не как	3	2
124	образом если	2	2
125	прежде всего	4	2
126	именно из	2	2
127	в свою	3	2
128	на то	17	2
129	или иной	2	2
130	тех пор	2	2
131	уже давно	4	2
132	и здесь	6	2
133	по существу	2	2
134	что именно	5	2
135	ни один	2	2
136	так например	3	2
137	что мы	11	2
138	тот же	3	2
139	еще не	5	2
140	мысль о	4	2
141	той или	2	2
142	один из	5	2
143	не с	2	2
144	жизни и	6	2
145	во всех	2	2
146	к другу	4	2
147	быть и	2	2
148	заключает в	4	2
149	приводит к	2	2
150	только что	4	2
151	отличается от	2	2
152	для этого	9	2
153	этом отношении	3	2
154	мы имеем	8	2
155	и сейчас	3	2
156	смотреть на	3	2
157	в глазах	2	2
158	и на	3	2
159	сказать что	9	2
160	не в	8	2
161	мы можем	7	2
162	различия между	2	2
163	и наконец	3	2
164	о котором	6	2
165	по сравнению	4	2
166	же самое	5	2
167	и все	4	2
168	и это	8	2
169	из этого	2	2
170	в виду	4	2
