N	2gram	Tiupa_Anal_1	Problema
1	то есть	11	39
2	то что	6	38
3	и не	21	37
4	вовсе не	2	37
5	и в	18	35
6	не есть	8	33
7	не только	15	24
8	том что	12	19
9	о том	5	18
10	может быть	29	18
11	в этом	13	17
12	но и	17	16
13	такого рода	5	15
14	что мы	3	14
15	только в	6	14
16	потому что	2	13
17	не может	22	13
18	в том	27	12
19	того что	4	12
20	также и	2	12
21	хотя бы	3	12
22	что в	5	11
23	прежде всего	6	11
24	не просто	2	11
25	не будет	3	11
26	в таком	3	11
27	и с	2	10
28	таком случае	3	10
29	тем более	2	10
30	еще не	3	10
31	а не	17	10
32	в данном	2	10
33	и то	2	10
34	в этой	5	9
35	едва ли	2	9
36	для себя	2	9
37	что же	2	9
38	уже не	4	8
39	было бы	2	8
40	по себе	4	8
41	все же	4	8
42	при помощи	2	8
43	не является	2	7
44	все эти	2	7
45	того или	3	7
46	в его	13	7
47	так и	4	7
48	так как	2	7
49	тем самым	7	7
50	с другой	4	6
51	можно сказать	2	6
52	ни в	4	6
53	не о	2	6
54	и т	3	6
55	а именно	3	6
56	в то	9	6
57	есть не	8	6
58	же самое	2	6
59	но в	8	6
60	как будто	3	6
61	в области	4	6
62	в частности	19	5
63	или иной	6	5
64	в самом	6	5
65	той или	6	5
66	отнюдь не	15	5
67	данном случае	2	5
68	или иного	3	5
69	с одной	3	5
70	и на	5	5
71	и более	4	5
72	между собой	2	5
73	и все	3	5
74	как и	13	5
75	то же	9	5
76	как мы	2	5
77	одной стороны	3	5
78	что не	3	5
79	другой стороны	2	5
80	с другими	4	5
81	в себе	11	5
82	будто бы	3	5
83	не могут	3	4
84	не говоря	2	4
85	и есть	3	4
86	и как	5	4
87	случае не	2	4
88	и самого	2	4
89	как бы	5	4
90	таким образом	3	4
91	а в	9	4
92	если бы	3	4
93	что он	3	4
94	самое время	2	4
95	но не	10	4
96	и о	2	4
97	разного рода	3	4
98	на самом	2	4
99	самом деле	2	4
100	далеко не	6	4
101	не все	2	4
102	в нашем	3	3
103	из этих	2	3
104	вопрос о	2	3
105	к тому	7	3
106	несмотря на	2	3
107	и является	2	3
108	никто не	3	3
109	один из	2	3
110	в целом	5	3
111	общения людей	2	3
112	в их	5	3
113	для этого	2	3
114	то ни	3	3
115	при этом	12	3
116	лишь в	5	3
117	и по	2	3
118	иное как	5	3
119	в основе	6	3
120	что иное	5	3
121	могли бы	2	3
122	к предмету	2	3
123	только не	2	3
124	тогда когда	2	3
125	в случае	6	3
126	не что	4	3
127	и к	3	3
128	ли он	2	3
129	и того	5	3
130	не являются	2	3
131	тех или	2	3
132	нет и	2	3
133	бы не	2	3
134	для того	4	3
135	тому как	3	3
136	том или	3	3
137	смысла и	3	2
138	том числе	3	2
139	в той	8	2
140	не в	14	2
141	и сам	2	2
142	из которых	4	2
143	совпадает с	2	2
144	к нему	3	2
145	бы то	3	2
146	сводится к	5	2
147	ни с	3	2
148	ю м	2	2
149	отличается от	2	2
150	даже в	3	2
151	должно быть	2	2
152	каждый из	2	2
153	или не	2	2
154	может иметь	2	2
155	мере в	3	2
156	точки зрения	6	2
157	себе в	2	2
158	нет ничего	2	2
159	или ином	3	2
160	сами по	2	2
161	представляет собой	16	2
162	в качестве	31	2
163	мысль о	2	2
164	он не	3	2
165	что из	2	2
166	о нем	3	2
167	а также	3	2
168	еще в	2	2
169	что и	3	2
170	элементов а	2	2
171	вместе с	4	2
172	собственно говоря	4	2
173	того чтобы	3	2
174	свидетельствует о	2	2
175	той же	2	2
176	роль в	2	2
177	подобно тому	3	2
178	которые в	2	2
179	здесь не	2	2
