N	2gram	Voloshinov_2	Morfolog
1	может быть	28	52
2	и пр	25	40
3	таким образом	14	20
4	не может	18	17
5	в этих	3	16
6	могут быть	3	15
7	с этим	3	14
8	и в	19	13
9	в этом	15	13
10	так как	3	12
11	перед нами	3	11
12	связи с	13	11
13	прежде всего	7	9
14	так и	10	9
15	в связи	7	9
16	то же	16	9
17	и не	19	9
18	а не	9	9
19	с другой	3	8
20	что и	3	8
21	вопрос о	2	7
22	в тех	2	7
23	в качестве	3	7
24	все же	5	7
25	или же	2	7
26	это не	4	6
27	и здесь	5	6
28	в том	7	6
29	но не	2	6
30	в форме	5	6
31	а в	3	6
32	если мы	6	5
33	мы увидим	2	5
34	во всех	6	5
35	далеко не	2	5
36	как бы	19	5
37	то что	4	5
38	или в	2	5
39	мы не	2	5
40	что в	2	4
41	и как	6	4
42	вовсе не	11	4
43	отношению к	8	4
44	было бы	4	4
45	не только	13	4
46	как мы	15	4
47	так же	5	4
48	по отношению	8	4
49	как и	9	4
50	там где	2	4
51	то мы	2	4
52	тем что	2	4
53	точки зрения	17	4
54	с точки	13	4
55	его в	7	4
56	оно может	3	4
57	ничего не	4	4
58	только что	3	3
59	связана с	2	3
60	независимо от	2	3
61	если бы	11	3
62	в нашем	2	3
63	в начале	2	3
64	в какой	3	3
65	том что	10	3
66	что они	2	3
67	в пределах	10	3
68	того чтобы	6	3
69	в сущности	14	3
70	он не	3	3
71	не является	8	3
72	ни в	6	3
73	но и	10	3
74	пр и	4	3
75	на самом	7	3
76	самом деле	9	3
77	к нему	5	3
78	и для	7	3
79	друг друга	2	3
80	мы можем	6	3
81	и ее	4	3
82	в то	8	3
83	если же	2	3
84	но в	7	3
85	и более	7	2
86	в виде	2	2
87	его и	3	2
88	хотя бы	6	2
89	к этому	5	2
90	что он	4	2
91	в различных	3	2
92	в собственном	2	2
93	не с	2	2
94	только в	8	2
95	от него	2	2
96	в большинстве	5	2
97	смысле слова	5	2
98	для него	9	2
99	одной стороны	3	2
100	одной из	3	2
101	мы уже	6	2
102	но для	2	2
103	не существует	3	2
104	себя в	2	2
105	быть и	6	2
106	собственном смысле	2	2
107	или менее	2	2
108	и тогда	2	2
109	а с	2	2
110	с одной	3	2
111	все эти	3	2
112	того что	4	2
113	для того	6	2
114	тем же	4	2
115	не имеет	3	2
116	и его	16	2
117	является в	2	2
118	в каком	3	2
119	в другом	3	2
120	не знает	2	2
121	о том	3	2
122	большинстве случаев	5	2
123	одна из	7	2
124	сказать что	4	2
125	более или	2	2
126	нашей работы	3	2
127	это было	2	2
