N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	38	31
2	не только	9	24
3	а к	2	22
4	но и	9	19
5	то что	8	18
6	и не	42	17
7	и даже	3	15
8	том что	3	14
9	что в	7	14
10	в этом	15	14
11	и с	17	14
12	что он	2	12
13	по поводу	2	12
14	в его	43	12
15	но в	4	12
16	с его	2	11
17	в том	8	11
18	о том	4	11
19	также и	3	10
20	он не	3	10
21	никогда не	5	9
22	как мы	7	9
23	а в	6	9
24	только в	13	9
25	в дальнейшем	3	8
26	в то	4	8
27	кроме того	3	7
28	и его	16	7
29	как это	2	7
30	сказать что	4	7
31	к этому	2	6
32	и к	3	6
33	можно сказать	2	6
34	у нас	2	6
35	и потому	4	6
36	может быть	26	6
37	в котором	2	6
38	так и	5	6
39	не может	27	6
40	то же	5	6
41	и что	2	6
42	все это	3	5
43	вовсе не	2	5
44	на то	2	5
45	не в	7	5
46	но как	2	5
47	и от	3	5
48	что и	2	5
49	не было	2	5
50	в своих	2	5
51	с ним	5	5
52	я не	2	4
53	же время	3	4
54	в своем	5	4
55	и все	3	4
56	этом смысле	3	4
57	в нем	15	4
58	в себе	4	4
59	да и	3	4
60	и вообще	2	4
61	как и	7	4
62	и как	8	4
63	хотя и	3	4
64	в нашем	4	4
65	себя в	2	4
66	в своей	7	4
67	ни с	2	4
68	в истории	2	4
69	в особенности	2	4
70	и у	2	4
71	несмотря на	3	4
72	во всем	2	4
73	дело в	2	4
74	в россии	2	4
75	к нему	10	4
76	мы увидим	3	3
77	в виде	2	3
78	отнюдь не	19	3
79	с другой	7	3
80	раз и	2	3
81	как в	4	3
82	к своему	2	3
83	но не	12	3
84	но это	3	3
85	ничего не	6	3
86	за пределы	12	3
87	все же	6	3
88	в целом	3	3
89	отношение к	10	3
90	на него	3	3
91	другой стороны	4	3
92	в связи	2	3
93	таким образом	10	3
94	человека как	2	3
95	все эти	5	3
96	здесь мы	2	3
97	и он	2	3
98	едва ли	3	3
99	и на	3	3
100	к его	2	3
101	и здесь	2	3
102	в начале	2	3
103	здесь не	4	3
104	то есть	46	3
105	но она	2	3
106	место в	8	2
107	тем что	2	2
108	мы будем	3	2
109	первый план	2	2
110	не менее	4	2
111	в частности	2	2
112	для нее	8	2
113	нет и	3	2
114	в них	5	2
115	хотя бы	4	2
116	по существу	2	2
117	что все	2	2
118	ясно что	3	2
119	в тех	3	2
120	и весь	2	2
121	на первый	2	2
122	одной из	3	2
123	но зато	2	2
124	тем не	3	2
125	ни в	11	2
126	этот момент	2	2
127	от него	3	2
128	на этом	2	2
129	все что	3	2
130	еще не	7	2
131	при этом	5	2
132	того что	2	2
133	было бы	8	2
134	совершенно не	7	2
135	в самом	7	2
136	конечно не	5	2
137	и о	5	2
138	и т	14	2
139	не будем	3	2
140	как к	2	2
141	и для	11	2
142	чем не	2	2
143	и других	2	2
144	этой области	2	2
145	лишь в	2	2
146	тем самым	4	2
147	того чтобы	2	2
148	для того	2	2
149	с ними	4	2
150	значение для	3	2
151	точки зрения	8	2
152	к себе	2	2
153	о котором	2	2
154	мы должны	2	2
155	и это	3	2
156	в чем	2	2
