N	2gram	Vygotskiy__2	VLabPisa
1	таким образом	14	27
2	в этом	19	26
3	и в	15	25
4	не только	15	22
5	может быть	9	21
6	хотя бы	4	20
7	и не	7	19
8	не может	9	17
9	объективной действительности	2	15
10	в его	2	15
11	в процессе	11	14
12	прежде всего	4	13
13	в том	33	13
14	этом отношении	3	13
15	в частности	6	12
16	все это	4	12
17	как это	6	12
18	с другой	6	11
19	в силу	2	11
20	из них	3	11
21	не могут	2	10
22	в качестве	4	10
23	о том	9	10
24	по этому	6	9
25	к этому	4	9
26	об этом	3	9
27	что в	14	9
28	для него	3	9
29	и др	5	9
30	но и	10	9
31	то же	5	9
32	все эти	3	8
33	в своем	9	8
34	могут быть	2	8
35	не следует	2	8
36	из этих	4	7
37	как и	6	7
38	том что	27	7
39	было бы	10	7
40	в конечном	4	7
41	отношению к	5	7
42	во всех	2	7
43	вместе с	6	7
44	по отношению	6	7
45	этому поводу	3	7
46	а не	3	7
47	у него	2	6
48	это не	5	6
49	в себе	2	6
50	то что	20	6
51	более или	2	6
52	том же	2	6
53	в зависимости	6	6
54	так и	8	6
55	или менее	2	6
56	бы и	3	6
57	и его	4	6
58	их в	4	6
59	в результате	3	5
60	думается что	2	5
61	конечном счете	4	5
62	все же	4	5
63	зависимости от	6	5
64	как говорит	2	5
65	очевидно что	3	5
66	связи с	9	5
67	и есть	2	5
68	действительности и	3	5
69	как бы	7	5
70	в их	2	5
71	приводит к	5	5
72	на основе	7	5
73	сказать что	6	5
74	только в	4	5
75	не в	8	5
76	не является	9	5
77	он говорит	3	5
78	к тому	7	4
79	никогда не	8	4
80	перед нами	2	4
81	приведенных выше	2	4
82	в одном	2	4
83	в целом	10	4
84	что все	4	4
85	что он	12	4
86	с его	4	4
87	можно сказать	2	4
88	в своей	4	4
89	в самом	11	4
90	даже в	4	4
91	должен быть	2	4
92	не удивительно	4	4
93	когда он	3	4
94	как раз	4	4
95	в них	4	4
96	в связи	6	4
97	вот почему	3	4
98	в этой	6	4
99	в противоположность	2	3
100	и к	6	3
101	во время	3	3
102	интеллектуальной деятельности	2	3
103	и ее	3	3
104	и как	2	3
105	человека и	3	3
106	только что	3	3
107	мы знаем	7	3
108	по существу	5	3
109	мы видели	6	3
110	что они	3	3
111	видели что	5	3
112	утверждает что	3	3
113	или в	3	3
114	по поводу	4	3
115	с этим	3	3
116	следующим образом	2	3
117	в виду	6	3
118	в котором	2	3
119	нет и	2	3
120	что и	2	3
121	и их	5	3
122	ее в	2	3
123	именно в	2	3
124	этой проблемы	2	3
125	этот вопрос	5	3
126	имеет свою	2	3
127	того что	17	3
128	и по	3	3
129	так же	4	3
130	в которых	3	3
131	моментов в	2	3
132	точки зрения	26	3
133	на вопрос	4	2
134	том числе	3	2
135	он сам	3	2
136	связана с	4	2
137	мира и	2	2
138	эта теория	2	2
139	вовсе не	6	2
140	по себе	7	2
141	нет никаких	2	2
142	в книге	2	2
143	стороны и	2	2
144	или иной	2	2
145	что при	3	2
146	как процесс	2	2
147	что его	4	2
148	но не	3	2
149	но для	2	2
150	как у	2	2
151	числе и	3	2
152	смысле слова	5	2
153	как известно	6	2
154	в пользу	4	2
155	одной стороны	7	2
156	же самое	2	2
157	для того	10	2
158	в общем	3	2
159	одной из	3	2
160	если бы	8	2
161	мы имеем	3	2
162	том чтобы	4	2
163	на язык	2	2
164	что она	3	2
165	и даже	5	2
166	всяком случае	6	2
167	отнюдь не	2	2
168	что для	3	2
169	при помощи	4	2
170	после этого	2	2
171	от того	2	2
172	о наличии	2	2
173	во всей	5	2
174	а в	4	2
175	с одной	7	2
176	что оно	4	2
177	в течение	2	2
178	но с	2	2
179	заключается в	8	2
180	того чтобы	12	2
181	из которых	3	2
182	и для	2	2
183	мышления в	9	2
184	другом месте	2	2
185	у них	2	2
186	можно было	5	2
187	с другими	3	2
188	тому как	2	2
189	также и	2	2
190	во всяком	7	2
191	лишь в	3	2
192	он в	3	2
193	он не	7	2
194	подобно тому	2	2
195	они не	3	2
196	как например	2	2
197	к его	2	2
198	говорить о	2	2
199	в другом	2	2
200	ту же	2	2
201	что мы	9	2
202	от его	4	2
203	как он	6	2
204	в которой	4	2
205	же как	2	2
206	тогда когда	5	2
207	но в	6	2
