N	2gram	Bakhtin_Pr_5	KulturaY
1	потому что	8	25
2	и в	35	23
3	не только	10	20
4	в том	5	19
5	в этом	14	18
6	и не	27	16
7	было бы	3	15
8	так как	4	15
9	может быть	14	15
10	точки зрения	7	14
11	в самом	6	12
12	все эти	3	12
13	том что	3	11
14	но в	19	11
15	что в	6	10
16	по себе	4	10
17	а не	4	10
18	вовсе не	7	9
19	вопрос о	2	9
20	в сущности	14	9
21	то что	10	9
22	самом деле	10	9
23	хотя бы	2	9
24	можно было	2	9
25	не может	18	9
26	с другой	4	8
27	прежде всего	12	8
28	не в	10	8
29	уже не	3	8
30	и что	6	8
31	с точки	2	8
32	что это	4	7
33	не менее	2	7
34	все же	8	7
35	но и	14	7
36	другой стороны	3	7
37	и с	12	7
38	слова в	6	6
39	это не	3	6
40	да и	5	6
41	но не	6	6
42	что не	4	6
43	в речи	2	6
44	речи в	2	6
45	то же	15	6
46	между тем	4	6
47	и на	6	6
48	я не	8	5
49	что все	2	5
50	этом смысле	3	5
51	что он	24	5
52	тот же	4	5
53	еще не	7	5
54	в его	21	5
55	всяком случае	4	5
56	этого слова	5	5
57	слова и	11	5
58	вместе с	2	5
59	что же	7	5
60	приводит к	2	5
61	все это	14	5
62	таким образом	7	5
63	там где	7	5
64	и вот	4	5
65	лишь в	7	5
66	и то	5	5
67	во всяком	4	5
68	только в	6	5
69	в них	4	4
70	бы и	2	4
71	к тому	6	4
72	что на	2	4
73	но только	3	4
74	мы знаем	2	4
75	ни в	2	4
76	но все	4	4
77	что я	13	4
78	должно быть	3	4
79	в пределах	11	4
80	своего рода	2	4
81	или в	2	4
82	хотя и	2	4
83	как бы	31	4
84	в нем	16	4
85	так же	7	4
86	это слово	4	4
87	сказать что	3	4
88	говорить о	3	4
89	в то	11	4
90	в конце	5	4
91	ничего не	3	4
92	так и	8	4
93	на этом	2	3
94	уже в	3	3
95	у него	4	3
96	всех этих	2	3
97	для этого	2	3
98	этого не	3	3
99	же время	10	3
100	что оно	2	3
101	это и	3	3
102	но это	6	3
103	знает что	3	3
104	до конца	4	3
105	но для	2	3
106	в ней	2	3
107	он не	13	3
108	что и	3	3
109	как в	5	3
110	как раз	4	3
111	так в	2	3
112	в форме	3	3
113	с этим	3	3
114	не знает	6	3
115	те же	2	3
116	как мы	8	3
117	сводится к	3	3
118	того что	3	3
119	и по	2	3
120	а в	7	3
121	и его	14	3
122	слов в	3	3
123	конце концов	3	3
124	слова не	2	3
125	тем что	4	3
126	и это	5	3
127	в виду	3	3
128	если и	2	3
129	за собой	3	2
130	в отношении	9	2
131	с тем	3	2
132	сознания и	4	2
133	это в	2	2
134	никогда не	4	2
135	смысле этого	2	2
136	мысль и	2	2
137	что у	6	2
138	но так	3	2
139	с этой	2	2
140	не как	3	2
141	и от	3	2
142	и все	15	2
143	и речь	2	2
144	не просто	2	2
145	как можно	2	2
146	его к	3	2
147	что они	6	2
148	очень часто	2	2
149	но зато	4	2
150	в другом	12	2
151	материалом для	2	2
152	в обычном	2	2
153	но что	2	2
154	как будто	4	2
155	ли это	2	2
156	мы с	2	2
157	при этом	2	2
158	к слову	2	2
159	конечно не	2	2
160	он уже	3	2
161	же и	4	2
162	и даже	5	2
163	к нему	13	2
164	мы видели	2	2
165	но уже	2	2
166	в своей	4	2
167	не хочет	2	2
168	в своем	2	2
169	в отличие	2	2
170	и для	8	2
171	все равно	2	2
172	достоевского и	2	2
173	на самом	9	2
174	как и	18	2
175	чтобы не	2	2
176	в той	4	2
177	и у	4	2
178	на этот	2	2
179	той же	2	2
180	рядом с	4	2
181	материал для	2	2
182	с ними	5	2
183	в которых	2	2
184	характер и	2	2
185	даже и	3	2
186	нуждается в	3	2
187	он и	5	2
188	и вообще	2	2
189	не хочу	4	2
190	ни на	2	2
191	мы должны	3	2
192	будто бы	2	2
193	мне не	2	2
194	большинстве случаев	2	2
195	отличие от	2	2
196	слов и	3	2
