N	2gram	Propp_Isto_1	Myshleni
1	в этом	8	29
2	и в	28	26
3	не только	12	24
4	то что	9	24
5	таким образом	8	23
6	представляет собой	4	19
7	в том	9	18
8	и не	9	18
9	том что	7	17
10	потому что	4	16
11	как и	4	15
12	того что	4	14
13	так же	7	14
14	так как	6	14
15	как мы	3	14
16	что в	12	12
17	вместе с	6	12
18	и его	3	12
19	но и	10	11
20	не может	15	11
21	что они	5	10
22	по своей	2	10
23	что мы	7	9
24	тем что	3	9
25	в себе	2	9
26	же как	2	8
27	то же	12	8
28	что она	5	8
29	сказать что	5	8
30	что он	10	8
31	ее в	5	8
32	только в	11	8
33	самого начала	2	7
34	к тому	6	7
35	прежде всего	10	7
36	с самого	2	7
37	может быть	25	7
38	по мере	2	7
39	мы не	10	7
40	в какой	3	6
41	вопрос о	5	6
42	и тем	2	6
43	по отношению	3	6
44	именно в	3	6
45	мы должны	13	6
46	как бы	2	6
47	возникает из	2	6
48	между собой	4	6
49	в ее	2	6
50	и что	10	6
51	было бы	7	6
52	во всех	2	6
53	все эти	4	6
54	все же	10	6
55	связь между	3	6
56	а не	15	6
57	что это	8	6
58	на вопрос	2	5
59	одной стороны	4	5
60	если бы	8	5
61	чем это	4	5
62	в целом	2	5
63	и их	3	5
64	с одной	4	5
65	и с	4	5
66	в начале	3	5
67	же самое	3	5
68	могли бы	3	5
69	бы в	2	5
70	как это	3	5
71	мы нашли	2	5
72	с тем	4	5
73	тогда когда	2	5
74	из всех	2	5
75	в силу	5	5
76	в качестве	5	5
77	отношению к	3	5
78	если мы	3	5
79	и для	4	5
80	что этот	2	5
81	не менее	6	4
82	не могут	2	4
83	никогда не	14	4
84	с другой	6	4
85	и от	2	4
86	в такой	2	4
87	не можем	3	4
88	на то	4	4
89	в пользу	2	4
90	так что	4	4
91	в котором	3	4
92	не по	2	4
93	в свете	2	4
94	то и	2	4
95	в его	5	4
96	о том	9	4
97	но в	8	4
98	по этому	2	4
99	связи с	4	4
100	еще не	7	4
101	одной из	2	4
102	не есть	2	4
103	как в	2	4
104	приводит к	2	4
105	должны быть	4	4
106	не в	9	4
107	и только	2	4
108	в области	2	4
109	я не	3	3
110	и другое	2	3
111	для этого	3	3
112	все это	4	3
113	это не	7	3
114	тем не	6	3
115	уяснить себе	2	3
116	но это	4	3
117	для него	2	3
118	в ней	7	3
119	в основе	4	3
120	между ними	2	3
121	но мы	2	3
122	мы видели	2	3
123	нашли что	2	3
124	на котором	3	3
125	и по	3	3
126	он не	2	3
127	с ним	2	3
128	были бы	2	3
129	не означает	2	3
130	по себе	3	3
131	об этом	4	3
132	во всем	3	3
133	в то	3	3
134	но не	5	3
135	до сих	5	3
136	мы в	2	3
137	в основном	2	3
138	и потому	2	3
139	что и	6	3
140	сих пор	5	3
141	так и	9	3
142	как раз	2	3
143	этому поводу	2	3
144	это положение	2	3
145	мы видим	11	3
146	в этой	6	3
147	связаны между	2	3
148	перед нами	3	2
149	что если	2	2
150	бы дать	3	2
151	в этих	7	2
152	его и	2	2
153	друг с	4	2
154	точку зрения	3	2
155	столь же	2	2
156	никто не	2	2
157	точно так	3	2
158	то время	3	2
159	показывает что	3	2
160	мы знаем	4	2
161	а по	2	2
162	для нас	13	2
163	с несомненностью	2	2
164	вывод что	2	2
165	в большинстве	4	2
166	в действительности	2	2
167	для объяснения	2	2
168	или в	5	2
169	одним из	2	2
170	но если	2	2
171	в конечном	2	2
172	один из	4	2
173	в нем	2	2
174	есть только	3	2
175	всего в	2	2
176	в их	3	2
177	в середине	2	2
178	показывают что	5	2
179	отношения к	2	2
180	время как	3	2
181	должно быть	2	2
182	а в	7	2
183	самое что	2	2
184	также и	3	2
185	его в	6	2
186	видно из	2	2
187	большинстве случаев	4	2
188	во время	3	2
189	развития как	2	2
190	с этим	4	2
191	к этому	2	2
192	вовсе не	2	2
193	значение и	2	2
194	и здесь	7	2
195	а затем	2	2
196	наряду с	3	2
197	относится к	2	2
198	с ней	2	2
199	даже в	4	2
200	в современной	3	2
201	из этого	2	2
202	что же	3	2
203	находится в	4	2
204	во всей	2	2
205	в отличие	2	2
206	того как	3	2
207	должны были	2	2
208	и она	2	2
209	что не	2	2
210	из которых	3	2
211	и он	3	2
212	можно было	5	2
213	нас в	2	2
214	могут быть	4	2
215	с другом	3	2
216	которые в	2	2
217	ответ на	2	2
218	отличие от	2	2
219	ничего не	2	2
