N	2gram	Voloshinov_1	Myshleni
1	в том	6	42
2	том что	5	35
3	с помощью	6	31
4	в процессе	6	27
5	таким образом	12	25
6	точки зрения	14	24
7	в этом	4	24
8	и в	12	20
9	что в	2	19
10	то же	5	16
11	то что	5	15
12	не только	4	15
13	с другой	4	12
14	при этом	6	12
15	может быть	14	12
16	так же	3	11
17	в его	2	11
18	с точки	2	11
19	того что	3	10
20	так как	9	10
21	в отношении	2	10
22	и то	2	10
23	в себе	3	10
24	только в	6	10
25	и другие	2	9
26	одной стороны	2	9
27	но и	3	9
28	другой стороны	2	9
29	с одной	2	9
30	между тем	3	9
31	как это	2	9
32	как и	5	9
33	что и	2	9
34	и не	10	8
35	и что	2	8
36	тогда когда	2	8
37	вместе с	2	8
38	и более	3	7
39	как бы	13	7
40	что мы	5	7
41	же самое	2	7
42	в своей	3	7
43	самом деле	3	7
44	а не	5	7
45	могут быть	2	7
46	уже в	2	6
47	тому же	2	6
48	в самом	4	6
49	не может	16	6
50	те же	2	6
51	и на	4	6
52	сказать что	7	6
53	этого положения	2	6
54	его в	4	6
55	слово в	3	6
56	одно и	2	6
57	никогда не	5	5
58	это не	2	5
59	если бы	9	5
60	и его	13	5
61	между собой	2	5
62	и к	4	5
63	все же	4	5
64	о том	3	5
65	так и	4	5
66	как в	5	5
67	все эти	3	5
68	мы можем	2	5
69	слова и	6	5
70	все время	6	4
71	в нашем	11	4
72	в своем	2	4
73	как уже	2	4
74	словом и	2	4
75	для нас	7	4
76	на один	2	4
77	этой точки	3	4
78	и те	2	4
79	с этой	2	4
80	и с	3	4
81	к этому	2	4
82	его к	2	4
83	между ними	2	4
84	не в	4	4
85	и для	3	4
86	не менее	3	3
87	в этих	2	3
88	в какой	2	3
89	формы и	3	3
90	на все	2	3
91	но что	2	3
92	которые мы	2	3
93	от того	4	3
94	в условиях	2	3
95	и является	4	3
96	в виду	5	3
97	тем как	2	3
98	но в	5	3
99	отнюдь не	5	3
100	но не	2	3
101	когда он	3	3
102	самое слово	2	3
103	ни в	3	3
104	в чем	2	3
105	как только	2	2
106	место в	2	2
107	такой же	2	2
108	должна быть	5	2
109	прежде всего	8	2
110	в настоящее	2	2
111	для него	3	2
112	но для	3	2
113	в ней	6	2
114	в нем	6	2
115	к нему	4	2
116	данном случае	2	2
117	для других	2	2
118	в данном	2	2
119	и здесь	2	2
120	настоящее время	2	2
121	мы имеем	2	2
122	находит свое	3	2
123	что слово	2	2
124	ясно что	3	2
125	стороны и	2	2
126	зависимости от	4	2
127	со словом	2	2
128	еще не	3	2
129	мы в	2	2
130	находит в	2	2
131	не есть	2	2
132	какой степени	2	2
133	только на	3	2
134	в каком	3	2
135	может стать	2	2
136	здесь не	3	2
137	едва ли	2	2
138	из него	2	2
