N	2gram	Losev_Dial_4	Problemy
1	и в	15	43
2	и не	30	29
3	т е	46	26
4	может быть	17	23
5	как бы	14	22
6	не может	11	18
7	у достоевского	2	14
8	но и	4	14
9	как и	7	14
10	и т	17	13
11	точки зрения	14	13
12	в этом	11	13
13	что он	7	13
14	в нем	5	12
15	в одном	4	12
16	не в	8	11
17	по себе	13	11
18	не только	8	11
19	прежде всего	11	10
20	и на	5	10
21	но в	3	10
22	в его	4	10
23	никогда не	2	9
24	еще не	4	9
25	в сущности	5	9
26	лишь в	2	8
27	то же	9	8
28	с точки	9	8
29	и его	7	8
30	или в	7	8
31	перед нами	6	7
32	в самом	2	7
33	ведь и	2	7
34	в то	6	7
35	то что	16	7
36	что же	2	7
37	а не	18	7
38	в том	11	6
39	при этом	2	6
40	в котором	2	6
41	и наконец	3	6
42	и все	11	6
43	не как	4	6
44	что я	5	6
45	о нем	2	6
46	на то	5	5
47	да и	2	5
48	так что	6	5
49	же время	6	5
50	хотя и	6	5
51	все это	9	5
52	таким образом	5	5
53	все эти	3	5
54	и с	4	5
55	бы в	4	5
56	а что	2	5
57	вовсе не	6	5
58	о том	5	5
59	было бы	9	5
60	никак не	2	5
61	и что	9	5
62	сам по	2	5
63	в себе	8	5
64	я не	5	4
65	не могут	2	4
66	сама по	5	4
67	что в	7	4
68	в своем	5	4
69	слово о	2	4
70	но это	4	4
71	и нет	3	4
72	между собою	2	4
73	себе и	2	4
74	вот как	2	4
75	в словах	3	4
76	т д	15	4
77	должно быть	2	4
78	в результате	6	4
79	же и	2	4
80	так как	14	4
81	так чтобы	3	4
82	а как	2	4
83	с его	5	4
84	в них	2	4
85	совершенно не	3	4
86	в своей	3	4
87	во всех	2	4
88	мы не	9	4
89	как раз	4	4
90	только в	7	4
91	и это	8	4
92	отличие от	2	4
93	не менее	2	3
94	в человеке	2	3
95	мы будем	2	3
96	что если	3	3
97	должна быть	7	3
98	себя и	3	3
99	в отношении	2	3
100	это не	12	3
101	тут в	2	3
102	есть и	3	3
103	есть в	4	3
104	кроме того	2	3
105	но для	2	3
106	и следовательно	3	3
107	той или	4	3
108	в виду	9	3
109	и их	2	3
110	в их	3	3
111	и только	2	3
112	и даже	6	3
113	во всем	2	3
114	ни на	6	3
115	с ним	3	3
116	себя как	3	3
117	в жизни	5	3
118	сознания и	3	3
119	если бы	6	3
120	она не	4	3
121	мы уже	3	3
122	когда он	3	3
123	за пределы	3	3
124	что и	6	3
125	все же	2	3
126	себя в	2	3
127	так и	5	3
128	в себя	5	3
129	уже не	9	3
130	другой стороны	2	3
131	также и	4	3
132	и для	5	3
133	той же	5	3
134	ничего не	17	3
135	тем что	2	3
136	в виде	3	3
137	могут быть	3	3
138	и ее	8	3
139	это все	2	3
140	та же	3	2
141	из этих	2	2
142	человека и	2	2
143	вопрос о	2	2
144	что на	2	2
145	тем не	2	2
146	как же	5	2
147	ни в	8	2
148	без всякого	2	2
149	и как	4	2
150	но все	2	2
151	лишь как	4	2
152	что это	13	2
153	что такое	5	2
154	на себе	5	2
155	себе что	2	2
156	и без	2	2
157	то и	2	2
158	для этого	2	2
159	отношения к	3	2
160	того что	13	2
161	так же	4	2
162	только так	4	2
163	с ними	4	2
164	от одного	2	2
165	сказать что	6	2
166	и так	2	2
167	известно что	3	2
168	что тут	7	2
169	представим себе	2	2
170	из них	2	2
171	во всяком	2	2
172	и та	3	2
173	с этим	3	2
174	лежит в	3	2
175	этом смысле	4	2
176	что было	2	2
177	быть в	5	2
178	бы ни	2	2
179	об этом	3	2
180	у нас	3	2
181	и при	2	2
182	не нужно	2	2
183	с их	4	2
184	конечно не	2	2
185	и о	8	2
186	не есть	40	2
187	и пр	9	2
188	быть и	3	2
189	ее в	2	2
190	бы и	3	2
191	как в	3	2
192	если мы	5	2
193	он есть	7	2
194	том что	10	2
195	что не	3	2
196	должны быть	4	2
197	хотя бы	4	2
198	что этот	2	2
199	и то	3	2
200	мы можем	3	2
201	отношении к	2	2
202	бы не	2	2
203	иной раз	3	2
204	чудо и	4	2
205	того как	2	2
