N	2gram	Vygotskiy__6	FransuaR
1	и в	28	49
2	прежде всего	2	19
3	в его	3	18
4	не только	16	17
5	и его	3	17
6	и на	5	17
7	и не	11	15
8	в этом	27	15
9	в них	3	13
10	только в	18	13
11	но и	10	13
12	как и	6	11
13	как бы	11	11
14	в этой	5	10
15	все это	2	9
16	для него	6	9
17	и др	2	9
18	в нем	7	9
19	в сущности	7	8
20	отношение к	7	8
21	все же	2	7
22	один из	3	7
23	не может	19	7
24	таким образом	18	7
25	то же	7	7
26	все эти	2	7
27	как мы	10	7
28	именно в	4	6
29	то что	28	6
30	в себя	3	6
31	мы уже	2	6
32	во всех	4	6
33	так и	6	6
34	сказать что	13	6
35	но он	2	6
36	точки зрения	13	6
37	в то	6	6
38	так как	10	6
39	с его	3	5
40	никогда не	8	5
41	в своем	7	5
42	из этих	3	5
43	но не	10	5
44	при этом	3	5
45	может быть	13	5
46	относится к	4	5
47	в своей	2	5
48	с точки	10	5
49	и более	2	4
50	с другой	2	4
51	и к	6	4
52	в себе	4	4
53	том что	19	4
54	в своих	3	4
55	в этих	2	4
56	сих пор	3	4
57	до сих	3	4
58	отношения к	3	4
59	а в	2	4
60	как на	3	4
61	в области	6	4
62	тем что	8	4
63	там где	7	4
64	с ним	2	4
65	но в	5	4
66	в одном	2	3
67	что он	18	3
68	в том	28	3
69	в значительной	2	3
70	своего развития	4	3
71	было бы	9	3
72	из них	2	3
73	несмотря на	2	3
74	в самом	8	3
75	раз в	3	3
76	мы видели	8	3
77	другой стороны	2	3
78	этом отношении	3	3
79	и все	5	3
80	и других	7	3
81	этого процесса	2	3
82	можно было	7	3
83	и вообще	2	3
84	в плане	3	3
85	связи с	3	2
86	что в	17	2
87	на фоне	3	2
88	могут быть	5	2
89	в меру	2	2
90	в нашем	4	2
91	в качестве	4	2
92	точку зрения	2	2
93	это в	2	2
94	как известно	7	2
95	на то	4	2
96	можно сказать	6	2
97	в отношении	10	2
98	и своего	2	2
99	в новой	2	2
100	по существу	2	2
101	это и	3	2
102	но это	2	2
103	что они	2	2
104	есть в	3	2
105	только то	3	2
106	связанные с	3	2
107	по сравнению	15	2
108	связано с	3	2
109	до конца	3	2
110	в пределах	5	2
111	еще не	8	2
112	и другие	2	2
113	в первую	3	2
114	одним из	2	2
115	у него	2	2
116	хотя и	3	2
117	еще в	2	2
118	себе и	2	2
119	на этой	5	2
120	вместе с	7	2
121	ее в	2	2
122	в их	3	2
123	целый ряд	4	2
124	должен был	3	2
125	в связи	2	2
126	того как	5	2
127	форм и	2	2
128	ключ к	2	2
129	того чтобы	10	2
130	так же	15	2
131	на основе	4	2
132	и следовательно	4	2
133	нуждается в	3	2
134	на его	3	2
135	в другом	2	2
136	мы должны	3	2
137	и т.д	3	2
138	сравнению с	14	2
139	в конце	2	2
140	мы можем	9	2
