N	2gram	Bakhtin_Pr_2	Hudozhes
1	том что	2	16
2	и в	43	14
3	так и	3	13
4	а не	7	12
5	в том	6	12
6	не только	11	12
7	при этом	6	12
8	о том	5	12
9	прежде всего	10	11
10	и т	13	11
11	в этом	13	11
12	в себе	5	11
13	в рассказе	3	11
14	для него	8	10
15	в своей	4	10
16	у него	6	9
17	что он	13	9
18	как и	14	9
19	то же	8	9
20	как в	2	8
21	то что	7	8
22	же время	5	8
23	отношению к	5	8
24	по отношению	5	8
25	т п	9	8
26	между тем	3	8
27	в то	7	8
28	в его	10	8
29	ничего не	3	8
30	это не	3	7
31	к тому	4	7
32	уже не	3	7
33	не в	11	7
34	еще не	9	7
35	как бы	22	7
36	не может	18	7
37	а в	5	7
38	никогда не	9	6
39	что в	4	6
40	было бы	5	6
41	рассказа в	3	6
42	в первой	2	6
43	человека в	4	6
44	не менее	3	5
45	перед нами	7	5
46	с его	4	5
47	в этих	6	5
48	к себе	7	5
49	об этом	2	5
50	может быть	23	5
51	только в	4	5
52	и он	5	5
53	но и	14	5
54	самом деле	5	5
55	и его	8	5
56	можно было	3	5
57	ни в	2	5
58	точки зрения	13	5
59	героя и	5	5
60	но в	10	5
61	в своем	4	4
62	т е	26	4
63	к другому	5	4
64	та же	2	4
65	и все	6	4
66	на то	5	4
67	и к	3	4
68	тем не	2	4
69	она не	3	4
70	мы уже	3	4
71	в самом	7	4
72	и о	2	4
73	себя в	3	4
74	из них	2	4
75	как раз	4	4
76	того что	2	4
77	он не	9	4
78	в конце	2	4
79	и это	4	4
80	с ним	3	4
81	и с	5	4
82	но не	5	3
83	если бы	3	3
84	что у	2	3
85	превращается в	2	3
86	но он	4	3
87	с этим	2	3
88	себе самому	4	3
89	как мы	10	3
90	как его	4	3
91	по своему	2	3
92	из рассказа	2	3
93	в пределах	16	3
94	о нем	6	3
95	даже в	3	3
96	для себя	2	3
97	в нем	12	3
98	все же	3	3
99	приводит к	6	3
100	то и	2	3
101	т д	4	3
102	и для	3	3
103	все эти	5	3
104	лишь в	8	3
105	и даже	3	3
106	с точки	8	3
107	в таком	2	3
108	в своих	2	3
109	тем что	3	3
110	такой же	3	3
111	и на	10	3
112	его в	3	3
113	в творчестве	2	3
114	автора и	2	2
115	в человеке	3	2
116	себя и	3	2
117	и так	2	2
118	в одной	3	2
119	на фоне	5	2
120	в себя	3	2
121	вопрос о	2	2
122	в такой	2	2
123	по себе	11	2
124	что на	2	2
125	не нужно	2	2
126	да и	5	2
127	так что	5	2
128	своей жизни	2	2
129	в другом	7	2
130	одна из	2	2
131	и что	5	2
132	а то	2	2
133	о своей	3	2
134	в целом	2	2
135	как нам	2	2
136	до конца	4	2
137	он говорил	2	2
138	на себе	2	2
139	себе и	4	2
140	например в	2	2
141	только на	3	2
142	в произведениях	3	2
143	никак не	5	2
144	хотя и	5	2
145	в него	7	2
146	слова как	3	2
147	как он	2	2
148	его жизни	2	2
149	на том	2	2
150	сих пор	7	2
151	на него	3	2
152	в форме	2	2
153	что же	7	2
154	в их	3	2
155	все это	5	2
156	особенно в	2	2
157	а с	2	2
158	не знает	3	2
159	и не	29	2
160	героя в	3	2
161	что не	2	2
162	в речи	5	2
163	и герой	2	2
164	должно быть	4	2
165	речь в	2	2
166	не была	3	2
167	слово не	8	2
168	той же	3	2
169	с ними	2	2
170	в результате	4	2
171	что я	6	2
172	с другим	2	2
173	слова в	12	2
174	столкновение с	2	2
175	в художественном	3	2
176	здесь не	6	2
177	так сказать	6	2
178	я и	2	2
179	мы не	4	2
180	до сих	7	2
