N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	56
2	в его	8	18
3	таким образом	12	17
4	в этом	8	14
5	в том	12	13
6	так и	4	13
7	и его	6	12
8	он был	4	12
9	в то	6	12
10	до конца	4	11
11	как бы	3	11
12	в них	3	11
13	то же	7	11
14	же время	5	10
15	еще не	6	10
16	в эпоху	2	10
17	в самом	9	9
18	но и	4	9
19	и не	21	9
20	том что	13	8
21	по своему	3	8
22	в сущности	2	8
23	не только	5	8
24	в нем	3	8
25	во всех	2	8
26	сих пор	9	8
27	все это	5	8
28	и даже	3	8
29	до сих	9	8
30	и с	4	8
31	в частности	3	7
32	у него	4	7
33	как мы	2	7
34	и на	2	7
35	прежде всего	5	6
36	вовсе не	4	6
37	в ее	3	6
38	в этой	3	6
39	потому что	10	6
40	на его	2	6
41	точки зрения	4	6
42	связи с	5	6
43	и все	2	6
44	но в	5	6
45	с его	3	5
46	никогда не	3	5
47	в отношении	4	5
48	в пределах	2	5
49	как и	3	5
50	одним из	2	5
51	он не	5	5
52	один из	3	5
53	что в	5	5
54	не было	2	5
55	роль в	2	5
56	в результате	2	5
57	во время	6	5
58	в области	2	5
59	и ее	2	4
60	в себе	4	4
61	в качестве	2	4
62	и к	3	4
63	конечно не	3	4
64	за пределы	2	4
65	в ней	4	4
66	с одной	3	4
67	при этом	7	4
68	того чтобы	6	4
69	в основе	2	4
70	в изображении	2	4
71	в своих	2	4
72	их в	3	4
73	о том	8	4
74	так как	11	4
75	в которой	3	4
76	в своем	8	3
77	в образе	2	3
78	и здесь	4	3
79	так что	6	3
80	может быть	6	3
81	не мог	2	3
82	и о	2	3
83	одной из	3	3
84	а также	2	3
85	был бы	2	3
86	здесь нет	4	3
87	что и	8	3
88	то что	4	3
89	в их	2	3
90	в связи	4	3
91	что для	2	3
92	на них	3	3
93	с помощью	4	3
94	не в	4	3
95	между тем	2	3
96	в другом	2	3
97	бы в	4	3
98	если бы	8	2
99	ему и	2	2
100	по всему	3	2
101	с другой	4	2
102	это не	2	2
103	уже в	2	2
104	не как	2	2
105	и во	2	2
106	в других	3	2
107	в одном	2	2
108	человека и	2	2
109	это в	2	2
110	к этому	6	2
111	для понимания	2	2
112	что он	8	2
113	ни было	2	2
114	и еще	3	2
115	ни в	10	2
116	и хотя	2	2
117	к концу	2	2
118	из всех	2	2
119	а на	2	2
120	то время	2	2
121	одной стороны	3	2
122	было бы	3	2
123	и сам	5	2
124	он называет	2	2
125	из них	5	2
126	несмотря на	4	2
127	а в	7	2
128	к ним	3	2
129	хотя и	5	2
130	между ними	2	2
131	в котором	2	2
132	в развитии	2	2
133	все же	4	2
134	в своей	5	2
135	в мире	2	2
136	когда он	4	2
137	вместе с	9	2
138	самом деле	6	2
139	дело не	2	2
140	что она	4	2
141	другой стороны	2	2
142	целый ряд	2	2
143	так же	4	2
144	как раз	6	2
145	не может	3	2
146	то ни	3	2
147	нового времени	2	2
148	возможно что	3	2
149	а не	4	2
150	для того	6	2
151	из которых	2	2
152	к нему	5	2
153	и для	4	2
154	с точки	3	2
155	все остальные	2	2
156	его в	8	2
157	бы то	2	2
158	мы не	2	2
159	к началу	3	2
160	с этой	3	2
161	людей и	2	2
162	в которых	5	2
163	он и	2	2
164	что они	2	2
165	далеко не	3	2
166	с тем	4	2
167	с ним	5	2
168	нет ни	2	2
169	он говорит	2	2
