N	2gram	Bakhtin_Pr_4	Marksizm
1	точки зрения	11	34
2	может быть	23	26
3	и не	27	26
4	не может	19	24
5	с точки	9	20
6	и в	46	19
7	и его	6	19
8	таким образом	4	17
9	в этом	16	16
10	как бы	19	15
11	языка в	2	14
12	в процессе	4	14
13	прежде всего	9	13
14	языка и	2	13
15	как мы	12	13
16	как и	12	12
17	и пр	2	12
18	так и	4	11
19	если мы	5	11
20	и для	3	11
21	в самом	9	10
22	в нем	17	10
23	в слове	3	10
24	и т.п	14	10
25	самом деле	4	10
26	для него	2	9
27	лишь в	2	9
28	в результате	2	9
29	только в	6	9
30	при этом	5	8
31	но и	12	8
32	друг друга	6	8
33	до сих	8	8
34	не только	14	8
35	все же	4	8
36	то что	4	8
37	сих пор	8	8
38	в каждом	6	7
39	все эти	4	7
40	в направлении	4	7
41	так же	3	7
42	но в	6	7
43	во всех	5	7
44	то же	6	7
45	а не	11	7
46	слова как	3	7
47	с помощью	3	6
48	в том	9	6
49	кроме того	4	6
50	в пределах	10	6
51	другой стороны	3	6
52	и здесь	4	6
53	того же	3	6
54	в его	9	6
55	на почве	2	6
56	мы не	4	6
57	так сказать	5	6
58	ничего не	2	6
59	с другой	3	5
60	в конце	3	5
61	не в	10	5
62	до конца	4	5
63	конечно не	8	5
64	те же	2	5
65	рядом с	5	5
66	и все	9	5
67	вовсе не	9	5
68	за пределы	5	5
69	в отличие	3	5
70	связи между	2	5
71	хотя бы	2	5
72	этот вопрос	2	5
73	во всяком	2	5
74	может стать	2	5
75	отличие от	3	5
76	что в	4	4
77	не менее	2	4
78	в отношении	3	4
79	вопрос о	2	4
80	слово как	4	4
81	к одному	6	4
82	а в	2	4
83	и на	11	4
84	сказать что	2	4
85	и между	6	4
86	вне его	2	4
87	с этим	2	4
88	по себе	7	4
89	в условиях	3	4
90	еще не	7	4
91	было бы	3	4
92	нет и	2	4
93	системе языка	2	4
94	что же	3	4
95	как в	4	4
96	мысли и	2	4
97	только на	3	4
98	в языке	2	4
99	между ними	10	4
100	в данном	2	4
101	отношении к	2	4
102	далеко не	3	4
103	а как	2	3
104	переходим к	2	3
105	здесь в	2	3
106	или иной	2	3
107	можно сказать	4	3
108	войти в	3	3
109	и как	2	3
110	но именно	3	3
111	в большинстве	9	3
112	же время	5	3
113	не дает	2	3
114	в котором	5	3
115	все это	6	3
116	по отношению	5	3
117	не было	2	3
118	от одного	2	3
119	между тем	2	3
120	в то	5	3
121	большинстве случаев	8	3
122	слово в	6	3
123	сознания и	2	3
124	к другому	5	3
125	не могут	3	3
126	и к	9	3
127	том что	4	3
128	более того	3	3
129	и при	3	3
130	на границе	4	3
131	совершенно не	4	3
132	в корне	2	3
133	в сущности	7	3
134	он не	4	3
135	в своей	3	3
136	целый ряд	2	3
137	и следовательно	2	3
138	на этот	2	3
139	но все	2	3
140	речи и	5	3
141	между двумя	3	3
142	слова и	7	3
143	и это	3	3
144	в узком	2	2
145	том числе	4	2
146	сама по	2	2
147	же как	2	2
148	должна быть	2	2
149	никогда не	6	2
150	в своем	3	2
151	или к	2	2
152	его к	2	2
153	слова но	4	2
154	словом и	3	2
155	все в	2	2
156	ни в	6	2
157	как если	2	2
158	узком смысле	2	2
159	разобранные нами	3	2
160	числе и	3	2
161	одним из	3	2
162	в единстве	3	2
163	но для	3	2
164	но если	3	2
165	и является	2	2
166	в виду	4	2
167	себе и	3	2
168	с ее	3	2
169	зрения и	2	2
170	жизни и	5	2
171	в первой	2	2
172	и их	3	2
173	и только	3	2
174	и других	4	2
175	между этими	3	2
176	пределах одного	6	2
177	и даже	3	2
178	речь и	2	2
179	должно быть	4	2
180	можно было	2	2
181	в одной	2	2
182	же и	4	2
183	из этих	3	2
184	в конкретном	2	2
185	о том	5	2
186	этом смысле	2	2
187	как он	3	2
188	так как	5	2
189	бы в	3	2
190	и с	7	2
191	от этого	2	2
192	по мере	4	2
193	если бы	3	2
194	и всякое	2	2
195	не как	3	2
196	и во	3	2
197	но при	3	2
198	что он	6	2
199	одному знаменателю	3	2
200	в себе	7	2
201	в романе	6	2
202	у нас	2	2
203	одна из	2	2
204	там и	2	2
205	она не	3	2
206	мы уже	3	2
207	к тому	2	2
208	этого слова	2	2
209	не могло	2	2
210	что и	3	2
211	отношению к	5	2
212	бы и	2	2
213	как раз	7	2
214	следовательно и	2	2
215	к своему	3	2
216	речи как	2	2
217	что такое	2	2
218	и он	6	2
219	той же	3	2
220	или в	8	2
221	мы можем	4	2
222	тем что	3	2
223	могут быть	2	2
224	в другом	2	2
225	ту же	2	2
226	не знает	4	2
227	и т.д	3	2
228	там где	2	2
229	слово может	4	2
