N	2gram	Losev_Dial_3	Psycholo
1	в том	5	37
2	и в	24	32
3	и что	15	22
4	том что	8	21
5	то что	14	21
6	таким образом	13	21
7	потому что	7	21
8	что в	7	20
9	так же	4	18
10	может быть	13	18
11	что и	6	17
12	не может	19	17
13	точки зрения	25	17
14	что она	9	16
15	самом деле	6	16
16	что он	13	13
17	при этом	2	13
18	то же	6	13
19	для того	3	13
20	в этом	8	13
21	по себе	20	12
22	в самом	7	12
23	не только	23	12
24	так как	6	12
25	на то	3	11
26	было бы	5	11
27	в основе	3	11
28	при помощи	3	10
29	как и	7	10
30	и т	24	10
31	но и	9	10
32	и не	27	10
33	с точки	14	10
34	никогда не	7	9
35	что все	14	9
36	в своих	2	9
37	тем что	3	9
38	что это	12	8
39	не менее	11	8
40	не в	3	8
41	той же	3	8
42	того что	12	8
43	к тому	4	7
44	ясно что	7	7
45	мы знаем	3	7
46	и как	8	7
47	а не	26	7
48	в сущности	10	7
49	все эти	3	7
50	и его	5	7
51	что для	5	7
52	сказать что	4	7
53	только в	5	7
54	все время	3	6
55	он не	5	6
56	как бы	3	6
57	целый ряд	2	6
58	все решительно	3	6
59	что если	2	6
60	о том	6	6
61	если бы	6	6
62	отнюдь не	10	5
63	что у	2	5
64	что его	5	5
65	утверждает что	3	5
66	в ней	2	5
67	исходит из	2	5
68	все это	6	5
69	как раз	7	5
70	только на	7	5
71	и даже	13	5
72	есть только	12	5
73	как на	5	5
74	и на	3	5
75	в то	5	5
76	сам по	5	4
77	же как	2	4
78	от того	4	4
79	с этой	5	4
80	утверждать что	6	4
81	есть не	9	4
82	тем не	10	4
83	как это	5	4
84	в чем	4	4
85	несмотря на	2	4
86	из этого	2	4
87	никак не	2	4
88	и когда	2	4
89	совершенно не	2	4
90	и по	2	4
91	и тем	2	4
92	в нем	3	4
93	все же	3	4
94	из них	3	4
95	жизни и	5	4
96	но только	4	4
97	а в	2	4
98	и все	6	4
99	не имеет	11	4
100	и для	2	4
101	в данном	2	4
102	о ней	2	4
103	тому что	4	4
104	и с	6	4
105	могут быть	2	4
106	с этим	3	4
107	если же	8	4
108	и это	4	4
109	ничего не	17	4
110	не могут	4	3
111	в частности	2	3
112	для этого	2	3
113	хотя бы	4	3
114	с другой	4	3
115	точно так	2	3
116	показывает что	2	3
117	и к	5	3
118	который не	2	3
119	если оно	4	3
120	по существу	2	3
121	об этом	6	3
122	так что	8	3
123	это значит	24	3
124	что именно	3	3
125	но как	2	3
126	только как	5	3
127	например в	2	3
128	но совершенно	2	3
129	сами по	3	3
130	то это	9	3
131	так и	5	3
132	то как	2	3
133	и ее	3	3
134	же мы	2	3
135	в их	2	3
136	что же	11	3
137	на этом	2	3
138	и вот	2	3
139	время как	4	3
140	что не	5	3
141	должны быть	3	3
142	и он	2	3
143	при всем	4	3
144	жизнь и	4	3
145	тому как	4	3
146	то время	4	3
147	в смысле	2	3
148	само по	5	3
149	в каком	3	3
150	и то	4	3
151	во всем	3	3
152	ни на	3	3
153	того или	3	3
154	думать что	2	3
155	или же	3	3
156	тогда когда	5	3
157	но в	2	3
158	мы не	5	3
159	значит что	24	3
160	в виду	7	3
161	это было	3	3
162	не существует	10	2
163	из самых	3	2
164	вещей и	6	2
165	зависит от	2	2
166	с его	2	2
167	однако не	2	2
168	но даже	3	2
169	в них	5	2
170	все что	3	2
171	это не	4	2
172	и от	3	2
173	точка зрения	5	2
174	к природе	3	2
175	была бы	3	2
176	или иного	2	2
177	этой точки	2	2
178	а я	2	2
179	во всяком	2	2
180	и эти	2	2
181	и здесь	2	2
182	ни в	9	2
183	говорит о	4	2
184	же время	3	2
185	тем более	3	2
186	еще не	2	2
187	но не	2	2
188	и говорить	2	2
189	но что	7	2
190	она не	3	2
191	для такого	2	2
192	из которых	3	2
193	вовсе не	13	2
194	не имеют	2	2
195	к нему	3	2
196	во внимание	2	2
197	только потому	2	2
198	и следовательно	2	2
199	в его	2	2
200	из себя	2	2
201	не вполне	2	2
202	всяком случае	2	2
203	исходят из	2	2
204	оно не	6	2
205	бы то	2	2
206	как не	2	2
207	для нас	2	2
208	отличается от	8	2
209	есть нечто	23	2
210	и без	3	2
211	так в	2	2
212	не на	6	2
213	другой стороны	2	2
214	в особенности	7	2
215	т д	23	2
216	не было	3	2
217	что оно	7	2
218	из того	2	2
219	и у	2	2
220	в таком	14	2
221	что этот	2	2
222	но это	5	2
223	также и	2	2
224	их в	2	2
225	он дает	2	2
226	подобно тому	4	2
227	в себе	2	2
228	того и	2	2
229	и вообще	2	2
230	и только	6	2
231	не значит	3	2
232	когда мы	2	2
233	учения о	2	2
