N	2gram	Bakhtin_Fr_6	Formalny
1	и в	41	38
2	в этом	12	27
3	может быть	2	23
4	и его	13	21
5	таким образом	17	20
6	и не	3	20
7	в самом	10	16
8	прежде всего	10	15
9	не в	4	15
10	не может	4	14
11	в нем	16	13
12	но и	13	13
13	связи с	2	13
14	с его	5	11
15	в том	2	11
16	вовсе не	7	11
17	в его	7	10
18	с помощью	6	10
19	с другими	3	10
20	и с	16	9
21	как и	7	9
22	при этом	3	9
23	не только	10	9
24	все же	4	8
25	так и	5	8
26	самом деле	4	8
27	тем что	5	8
28	точки зрения	2	8
29	что в	7	7
30	не могут	2	7
31	во втором	3	7
32	в своей	2	7
33	в корне	2	7
34	этом отношении	3	7
35	как мы	12	7
36	лишь в	2	7
37	с точки	2	7
38	в первом	3	7
39	все время	4	6
40	в результате	4	6
41	то что	10	6
42	в истории	2	6
43	в ней	4	6
44	в этой	8	6
45	было бы	3	6
46	вместе с	6	6
47	то же	5	6
48	все эти	11	6
49	а не	2	6
50	как раз	2	6
51	он не	2	6
52	только в	3	6
53	а в	4	6
54	должна быть	2	5
55	что он	6	5
56	именно в	4	5
57	это и	2	5
58	же время	5	5
59	во всех	17	5
60	если мы	2	5
61	с этим	3	5
62	и для	3	5
63	еще более	2	5
64	более того	4	5
65	говорит он	2	5
66	в основе	4	5
67	говорить о	2	5
68	в то	6	5
69	бы в	2	5
70	как о	2	4
71	мы видели	2	4
72	в дальнейшем	2	4
73	что они	2	4
74	литературы и	2	4
75	в большинстве	4	4
76	здесь и	8	4
77	в сущности	8	4
78	как они	2	4
79	как бы	7	4
80	из них	5	4
81	как в	4	4
82	другой стороны	2	4
83	в особенности	7	4
84	что не	3	4
85	и наконец	4	4
86	и даже	4	4
87	там где	5	4
88	они не	3	4
89	так как	10	4
90	но в	8	4
91	всех этих	2	3
92	и др	10	3
93	с другой	4	3
94	из этих	2	3
95	и как	4	3
96	например в	6	3
97	и отчасти	2	3
98	жизни и	3	3
99	и их	3	3
100	и до	7	3
101	все это	11	3
102	и прежде	2	3
103	большинстве случаев	5	3
104	к нему	3	3
105	именно на	4	3
106	в значительной	2	3
107	того что	3	3
108	того чтобы	4	3
109	роль в	4	3
110	мы не	2	3
111	или в	6	3
112	каждый из	2	3
113	и на	9	3
114	хотя и	2	3
115	и все	9	3
116	что это	5	3
117	так сказать	2	3
118	в области	2	3
119	это было	2	3
120	времени и	2	2
121	уже в	4	2
122	и другие	2	2
123	никогда не	8	2
124	в этих	2	2
125	для этого	2	2
126	характерно что	2	2
127	перед нами	3	2
128	в одной	3	2
129	в конце	2	2
130	представление о	2	2
131	между ними	3	2
132	первый план	3	2
133	что именно	2	2
134	и нового	2	2
135	в ее	5	2
136	до конца	2	2
137	было и	2	2
138	как его	2	2
139	том что	7	2
140	но это	3	2
141	для всего	2	2
142	от него	2	2
143	но не	2	2
144	кроме того	9	2
145	в целях	3	2
146	на первый	3	2
147	борьба с	4	2
148	в котором	4	2
149	даже в	4	2
150	он был	4	2
151	один из	6	2
152	есть только	3	2
153	в развитии	2	2
154	от всех	2	2
155	а именно	2	2
156	как она	2	2
157	на этом	2	2
158	превращается в	2	2
159	в той	5	2
160	в эпоху	6	2
161	дело обстоит	2	2
162	и то	2	2
163	их в	2	2
164	сказать что	6	2
165	между тем	2	2
166	он в	2	2
167	и от	4	2
168	в искусстве	3	2
169	они были	3	2
170	из этого	4	2
171	и этим	2	2
172	в чем	3	2
173	потому что	3	2
174	как это	2	2
175	с ним	4	2
176	отметить что	2	2
177	та же	4	2
178	в плане	3	2
