N	2gram	Vygotskiy__1	Vvedenie
1	и в	23	32
2	в том	24	31
3	в этом	17	30
4	может быть	14	26
5	том что	21	26
6	не только	16	22
7	для того	15	21
8	того чтобы	17	20
9	таким образом	26	19
10	то что	17	16
11	потому что	6	15
12	так как	7	15
13	не может	12	14
14	в самом	7	13
15	о том	6	13
16	того что	15	12
17	в общем	3	12
18	в их	3	12
19	и не	9	12
20	как на	4	12
21	представляет собой	11	12
22	в его	14	12
23	только в	6	12
24	как мы	5	11
25	ясно что	2	11
26	в ее	2	11
27	в данном	2	11
28	что в	14	10
29	но в	5	9
30	и как	5	9
31	между тем	9	9
32	этого рода	2	9
33	по себе	5	9
34	то же	8	9
35	с другой	10	8
36	не в	4	8
37	именно в	6	8
38	прежде всего	10	7
39	вопрос о	7	7
40	смысле этого	3	7
41	выводу что	4	7
42	точки зрения	26	7
43	о котором	2	7
44	но не	4	7
45	было бы	4	7
46	все же	3	7
47	к выводу	4	7
48	самом деле	3	7
49	можно было	3	7
50	из этих	3	6
51	до сих	4	6
52	смысле слова	3	6
53	же время	2	6
54	том чтобы	3	6
55	один из	2	6
56	но и	14	6
57	все это	6	6
58	о природе	4	6
59	и даже	2	6
60	в то	7	6
61	как он	3	6
62	с тем	7	6
63	представить себе	5	6
64	вовсе не	3	6
65	как и	14	6
66	в качестве	9	6
67	сих пор	4	6
68	хотя бы	4	6
69	и его	6	6
70	этот вопрос	3	6
71	тем что	6	6
72	и это	3	6
73	уже в	3	5
74	в какой	5	5
75	на этот	3	5
76	как бы	11	5
77	и тем	6	5
78	в целом	20	5
79	данном случае	2	5
80	другой стороны	9	5
81	в которых	3	5
82	сказать что	11	5
83	в них	2	5
84	об этом	3	5
85	вместе с	9	5
86	в течение	2	5
87	а не	3	5
88	могут быть	3	5
89	представляют собой	2	5
90	на вопрос	2	4
91	независимо от	6	4
92	связана с	2	4
93	с этой	6	4
94	как уже	7	4
95	одной стороны	9	4
96	о чем	2	4
97	всяком случае	3	4
98	в котором	4	4
99	по мере	4	4
100	по отношению	7	4
101	этом отношении	4	4
102	с одной	8	4
103	и что	5	4
104	не имеет	2	4
105	а в	2	4
106	одно из	2	4
107	в первом	2	4
108	как это	2	4
109	от этого	2	4
110	сравнению с	5	4
111	относящихся к	2	4
112	что он	7	4
113	отношению к	7	4
114	по сравнению	6	4
115	в своей	4	4
116	только что	4	4
117	как раз	4	4
118	в виде	2	4
119	связи между	3	4
120	уже не	2	4
121	речь в	2	4
122	той же	2	4
123	и то	3	4
124	во всяком	3	4
125	и ее	7	4
126	в себе	6	4
127	и т.д	5	4
128	за собой	2	3
129	в изучении	2	3
130	что это	3	3
131	в частности	2	3
132	в этих	2	3
133	в конце	2	3
134	в собственном	5	3
135	со всей	4	3
136	бы и	2	3
137	можно сказать	5	3
138	к тому	4	3
139	что может	5	3
140	в известной	2	3
141	но все	2	3
142	в этой	7	3
143	на этом	2	3
144	что с	2	3
145	при этом	4	3
146	известном смысле	2	3
147	хотя и	2	3
148	мы видели	2	3
149	что она	4	3
150	отношений между	4	3
151	в своем	3	3
152	все эти	4	3
153	и других	3	3
154	и вот	2	3
155	заключается в	8	3
156	так же	16	3
157	и на	8	3
158	в результате	4	3
159	говорить о	2	3
160	действительность в	2	3
161	на нее	2	3
162	тогда когда	3	3
163	в известном	2	3
164	если бы	5	3
165	к этому	4	3
166	и к	4	3
167	связи с	3	3
168	в чем	4	3
169	в одном	4	3
170	своей природе	2	3
171	ответа на	2	3
172	в сущности	6	3
173	должен быть	4	3
174	дело в	2	3
175	собственном смысле	5	3
176	на основании	5	3
177	вот почему	2	3
178	в каком	3	3
179	об отношении	12	3
180	ответ на	3	3
181	в области	3	3
182	в основу	2	2
183	все время	6	2
184	же как	6	2
185	все более	3	2
186	к действительности	5	2
187	никогда не	2	2
188	тому что	5	2
189	для этого	5	2
190	в отношении	10	2
191	целом ряде	2	2
192	мы называем	3	2
193	что если	2	2
194	обе эти	3	2
195	несмотря на	2	2
196	и той	2	2
197	не к	2	2
198	значение в	3	2
199	от того	6	2
200	с помощью	13	2
201	должно быть	2	2
202	и те	2	2
203	виде в	2	2
204	не столько	4	2
205	и с	9	2
206	говорит он	15	2
207	с этим	6	2
208	нуждается в	2	2
209	же самое	3	2
210	бы в	5	2
211	так и	5	2
212	проблемы и	4	2
213	влечет за	2	2
214	лежит в	2	2
215	и представить	2	2
216	по самой	2	2
217	есть не	2	2
218	природе и	2	2
219	не с	2	2
220	по существу	4	2
221	и при	2	2
222	тем более	5	2
223	учение о	3	2
224	во всех	3	2
225	две части	2	2
226	что мы	5	2
227	ближе к	2	2
228	мы должны	5	2
229	жизни и	2	2
230	себе и	2	2
231	том же	2	2
232	этого слова	4	2
233	и до	2	2
234	с ней	2	2
235	мысли и	6	2
236	связь между	6	2
237	того как	2	2
238	одной и	2	2
239	из того	5	2
240	движение от	2	2
241	в значительной	2	2
242	из которых	3	2
243	между ними	2	2
244	те кто	2	2
245	целое и	2	2
246	с точки	18	2
247	другом месте	6	2
248	мы не	7	2
249	исследования и	6	2
250	в силу	6	2
251	мы можем	6	2
252	в другом	7	2
253	который по	2	2
254	ничего не	3	2
255	не могли	2	2
256	если это	2	2
257	но вместе	4	2
