N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	25
2	в этом	16	24
3	в том	22	20
4	что в	13	19
5	что он	6	19
6	может быть	14	19
7	тем что	5	19
8	что это	3	16
9	том что	11	15
10	и пр	3	13
11	в его	11	12
12	то что	4	12
13	не только	17	12
14	в этих	2	11
15	прежде всего	9	10
16	таким образом	9	10
17	и не	10	10
18	но и	3	9
19	и т	54	8
20	все это	2	8
21	в языке	7	8
22	как например	2	8
23	т е	32	8
24	о том	6	8
25	это не	3	7
26	было бы	16	7
27	не может	6	7
28	что такое	4	7
29	точки зрения	23	7
30	в то	3	7
31	из этих	5	6
32	не в	5	6
33	только в	6	6
34	как бы	5	6
35	как в	4	6
36	как на	8	6
37	а в	5	6
38	т п	41	6
39	в россии	2	6
40	в области	14	6
41	между тем	4	6
42	то же	6	5
43	независимо от	5	5
44	потому что	12	5
45	с другой	7	5
46	ни в	3	5
47	в котором	2	5
48	то обстоятельство	3	5
49	а не	11	5
50	того что	11	5
51	другой стороны	3	5
52	он не	3	5
53	обстоятельство что	3	5
54	отношения между	4	5
55	отметить что	3	5
56	так и	6	5
57	мы имеем	2	5
58	но в	2	5
59	с тем	6	4
60	состоит в	2	4
61	точка зрения	4	4
62	это в	2	4
63	у нас	10	4
64	как и	5	4
65	но это	5	4
66	то в	3	4
67	на протяжении	2	4
68	в качестве	2	4
69	можно сказать	2	4
70	в общем	6	4
71	если бы	8	4
72	и к	3	4
73	в ней	3	4
74	относится к	2	4
75	а также	4	4
76	и тем	6	4
77	в своей	4	4
78	в целом	4	4
79	отношение к	3	4
80	отличается от	2	4
81	в особенности	2	4
82	не было	4	4
83	лишь в	8	4
84	с точки	16	4
85	в чем	5	4
86	и с	3	4
87	сказать что	7	4
88	во всяком	2	4
89	в каком	3	4
90	все же	5	4
91	xix века	3	4
92	что эти	2	4
93	ничего не	6	4
94	на вопрос	3	3
95	что все	2	3
96	уже в	3	3
97	и более	3	3
98	все они	2	3
99	тому что	4	3
100	в какой	3	3
101	и здесь	2	3
102	с этой	3	3
103	тем более	5	3
104	и что	7	3
105	на этом	2	3
106	кроме того	2	3
107	одной стороны	4	3
108	и если	2	3
109	между прочим	8	3
110	все эти	7	3
111	своего рода	2	3
112	я имею	2	3
113	в некоторых	2	3
114	подчеркнуть что	2	3
115	в их	6	3
116	как раз	4	3
117	в связи	5	3
118	уже не	8	3
119	что мы	2	3
120	нельзя не	2	3
121	не так	3	3
122	этого рода	3	3
123	говорить о	6	3
124	связи с	6	3
125	так как	9	3
126	я и	3	3
127	а с	3	2
128	не менее	12	2
129	именно поэтому	2	2
130	для этого	6	2
131	по тому	2	2
132	точку зрения	2	2
133	как о	3	2
134	не столько	4	2
135	в поэзии	5	2
136	тогда когда	4	2
137	но также	5	2
138	в рамках	5	2
139	вовсе не	5	2
140	что именно	3	2
141	или иной	7	2
142	к тому	3	2
143	как мы	5	2
144	не как	2	2
145	если и	2	2
146	но все	2	2
147	такой же	2	2
148	что они	2	2
149	что если	2	2
150	но не	3	2
151	а то	2	2
152	более что	2	2
153	того же	4	2
154	до сих	8	2
155	только тогда	4	2
156	еще не	9	2
157	в самом	13	2
158	в сущности	4	2
159	в статье	2	2
160	том чтобы	4	2
161	нас к	2	2
162	слова как	2	2
163	в виду	8	2
164	речь идет	3	2
165	и такие	2	2
166	один из	4	2
167	тем не	9	2
168	вместе с	2	2
169	дело не	2	2
170	сих пор	8	2
171	о содержании	3	2
172	только что	2	2
173	внимание на	2	2
174	и только	3	2
175	быть не	2	2
176	в отношении	3	2
177	т д	8	2
178	как я	2	2
179	с одной	4	2
180	не просто	2	2
181	от того	5	2
182	а потому	2	2
183	мы находим	3	2
184	заключается в	4	2
185	самом деле	14	2
186	для того	12	2
187	что не	4	2
188	той же	3	2
189	мы не	3	2
190	в которых	3	2
191	то он	3	2
192	слово в	3	2
193	в результате	3	2
194	то и	2	2
195	ни на	2	2
196	могут быть	6	2
197	но как	3	2
198	в русском	2	2
199	этого слова	4	2
200	которые в	4	2
201	так сказать	2	2
202	не имеет	3	2
203	и тот	2	2
204	не потому	3	2
205	по языку	5	2
