N	2gram	Bakhtin_Pr_1	slovoVRo
1	и в	29	41
2	в нем	19	30
3	и т	4	28
4	т п	3	23
5	в романе	9	21
6	могут быть	6	19
7	но и	14	16
8	и не	31	16
9	точки зрения	19	16
10	не только	15	16
11	а не	22	15
12	то же	14	14
13	в пределах	13	14
14	может быть	24	14
15	и др	5	14
16	не может	12	14
17	и его	14	14
18	и на	7	14
19	в то	10	14
20	в сущности	5	13
21	в его	24	13
22	же время	9	12
23	до конца	8	12
24	как бы	19	12
25	в этом	22	12
26	так и	7	11
27	в большинстве	2	10
28	слово в	2	10
29	в той	2	10
30	таким образом	12	9
31	все эти	9	9
32	прежде всего	7	8
33	на его	2	8
34	точка зрения	12	8
35	но в	7	8
36	как в	6	8
37	как мы	4	8
38	с точки	13	8
39	не в	7	7
40	у тургенева	2	7
41	они могут	2	7
42	и следовательно	4	7
43	отношение к	2	7
44	стиля и	4	7
45	зрения на	7	7
46	с ним	5	7
47	вовсе не	7	7
48	в своей	8	7
49	все же	9	7
50	во всяком	5	7
51	в отношении	2	6
52	это не	9	6
53	при этом	2	6
54	и даже	2	6
55	а в	7	6
56	большинстве случаев	2	6
57	в плане	5	6
58	в них	3	6
59	оно не	3	6
60	по своим	2	6
61	только в	10	6
62	отношении к	3	6
63	с другой	3	5
64	со своим	2	5
65	в самом	10	5
66	всяком случае	3	5
67	все это	6	5
68	в основе	4	5
69	романа и	3	5
70	точек зрения	3	5
71	и к	2	5
72	не на	4	5
73	к нему	6	5
74	с другими	7	5
75	он в	3	5
76	далеко не	3	5
77	так сказать	4	5
78	перед нами	5	4
79	и от	2	4
80	в каждом	8	4
81	кроме того	3	4
82	одним из	6	4
83	в ней	2	4
84	один из	2	4
85	в их	3	4
86	за пределы	7	4
87	и наконец	4	4
88	рядом с	14	4
89	и с	4	4
90	в которой	2	4
91	с его	9	4
92	всех этих	2	4
93	не как	14	4
94	как и	12	4
95	в смысле	2	4
96	еще не	5	4
97	но именно	3	4
98	по преимуществу	2	4
99	и потому	6	4
100	о нем	9	4
101	на почве	3	4
102	в процессе	4	4
103	входит в	7	4
104	другой стороны	3	4
105	и для	4	4
106	на мир	6	4
107	автора и	5	4
108	у толстого	2	4
109	там где	10	4
110	ничего не	5	4
111	все его	3	4
112	не могут	6	3
113	все время	2	3
114	никогда не	3	3
115	точку зрения	6	3
116	хотя бы	2	3
117	или к	2	3
118	от автора	3	3
119	нем в	2	3
120	является лишь	4	3
121	в том	8	3
122	следовательно и	2	3
123	лишь как	7	3
124	и сам	2	3
125	для него	18	3
126	европейского романа	2	3
127	в зависимости	5	3
128	его и	2	3
129	данном случае	2	3
130	в своем	8	3
131	ни были	2	3
132	именно в	5	3
133	друг друга	3	3
134	в результате	4	3
135	и здесь	3	3
136	не было	4	3
137	в истории	2	3
138	его в	6	3
139	так как	6	3
140	поэтому и	4	3
141	у него	5	3
142	точками зрения	2	3
143	и во	2	3
144	с этим	2	3
145	романа в	3	3
146	в себе	7	3
147	с этой	2	3
148	по существу	3	3
149	зависимости от	5	3
150	эта форма	2	3
151	она не	7	3
152	было бы	5	3
153	конечно не	2	3
154	он не	5	3
155	лишь на	3	3
156	но эти	2	3
157	момент его	2	3
158	бы и	4	3
159	и этим	3	3
160	в данном	2	3
161	более того	5	3
162	и ее	2	3
163	выражение в	6	3
164	в другой	3	2
165	тому что	3	2
166	и одновременно	3	2
167	или даже	2	2
168	для понимания	2	2
169	войти в	2	2
170	ни было	2	2
171	его как	4	2
172	так что	2	2
173	в построении	4	2
174	в монологическом	5	2
175	друг с	2	2
176	например в	3	2
177	сливается с	6	2
178	в контексте	2	2
179	между ними	2	2
180	со всею	2	2
181	был бы	6	2
182	зрения и	2	2
183	в целом	6	2
184	друг другу	2	2
185	как к	3	2
186	уже не	13	2
187	точке зрения	3	2
188	те же	2	2
189	произведения и	2	2
190	должно быть	4	2
191	так же	6	2
192	не из	3	2
193	конечно и	2	2
194	сказать что	3	2
195	потому что	8	2
196	же и	2	2
197	но он	2	2
198	между тем	5	2
199	в чисто	2	2
200	оно может	2	2
201	в сознании	2	2
202	в романах	7	2
203	а как	7	2
204	нисколько не	2	2
205	в котором	2	2
206	вне его	2	2
207	перестает быть	4	2
208	он может	3	2
209	в одном	10	2
210	в духе	3	2
211	из одного	4	2
212	в условиях	2	2
213	том что	7	2
214	мы видим	2	2
215	одна из	3	2
216	в рамки	2	2
217	но не	9	2
218	лучшем случае	2	2
219	до сих	2	2
220	мы уже	2	2
221	и о	5	2
222	наконец в	2	2
223	и самое	3	2
224	даже в	4	2
225	сих пор	2	2
226	не укладывается	2	2
227	романа как	3	2
228	как раз	6	2
229	нами в	2	2
230	их основе	2	2
231	на самом	5	2
232	авторским словом	2	2
233	и слово	3	2
234	и у	3	2
235	не есть	2	2
236	заставляет его	2	2
237	той же	5	2
238	в лучшем	2	2
239	и единство	2	2
240	можно было	2	2
241	связи с	2	2
242	самого автора	7	2
243	автора в	3	2
244	в единство	9	2
245	голоса в	2	2
