N	2gram	Bakhtin_Fr_7	Tvorches
1	и в	41	21
2	как бы	7	17
3	в то	10	15
4	в его	12	13
5	то же	13	13
6	что в	9	12
7	как и	14	12
8	же время	9	12
9	то есть	20	12
10	с его	2	11
11	том что	4	11
12	в романе	7	10
13	все это	10	10
14	как в	5	8
15	он не	4	8
16	то что	8	8
17	у него	6	7
18	в свою	3	7
19	в том	11	7
20	тем самым	3	7
21	при этом	3	7
22	не только	5	7
23	и не	7	7
24	в году	5	7
25	и на	4	7
26	но в	8	7
27	что он	3	6
28	и все	14	6
29	для него	6	6
30	человека в	2	6
31	а в	5	6
32	и его	9	6
33	в этом	15	6
34	о том	6	6
35	вовсе не	7	5
36	а не	2	5
37	но это	3	5
38	может быть	4	5
39	в этой	13	5
40	таким образом	19	5
41	потому что	5	5
42	только в	6	5
43	в человеке	2	4
44	в своем	9	4
45	та же	4	4
46	прежде всего	11	4
47	в мире	3	4
48	и как	2	4
49	из всех	2	4
50	одной из	2	4
51	своего рода	2	4
52	в своей	3	4
53	не может	3	4
54	это не	6	4
55	и от	8	4
56	место в	4	3
57	уже в	5	3
58	и другие	3	3
59	никогда не	2	3
60	что все	2	3
61	я не	3	3
62	это в	3	3
63	с ним	2	3
64	времени он	2	3
65	с ее	3	3
66	с самого	2	3
67	со всеми	2	3
68	той же	3	3
69	в нем	7	3
70	к человеку	2	3
71	жизни и	3	3
72	время в	2	3
73	но и	9	3
74	дело не	2	3
75	в их	3	3
76	во времени	2	3
77	уже не	2	3
78	на земле	4	3
79	и других	2	3
80	на самом	2	3
81	того что	2	3
82	и по	3	3
83	так же	5	3
84	в которой	2	3
85	связан с	2	3
86	и с	4	3
87	хотя и	4	3
88	ту же	2	3
89	далеко не	2	3
90	дело в	2	3
91	так как	3	3
92	такой же	3	2
93	перед нами	2	2
94	и высшей	2	2
95	в этих	2	2
96	на том	2	2
97	в качестве	9	2
98	в лице	2	2
99	одного из	2	2
100	к этому	5	2
101	в литературе	2	2
102	есть не	2	2
103	что и	5	2
104	влияние на	4	2
105	его как	2	2
106	не в	9	2
107	одна из	4	2
108	того же	3	2
109	до конца	2	2
110	тот же	2	2
111	из них	3	2
112	в первой	2	2
113	к тому	2	2
114	только на	2	2
115	в новых	2	2
116	в одной	2	2
117	в ней	5	2
118	здесь нет	2	2
119	в образах	2	2
120	во второй	2	2
121	вместе с	5	2
122	к жизни	4	2
123	так и	10	2
124	во всей	2	2
125	прямо в	2	2
126	говорит что	2	2
127	именно в	2	2
128	одновременно и	2	2
129	еще более	2	2
130	в себя	2	2
131	не мог	2	2
132	но без	2	2
133	и у	5	2
134	и наконец	4	2
135	за то	3	2
136	для этой	3	2
137	представлений о	2	2
138	или в	2	2
139	свидетельствует о	2	2
140	но он	4	2
141	в данном	2	2
142	в себе	11	2
143	о котором	2	2
144	не знает	3	2
145	пространства и	2	2
146	человек может	2	2
147	так сказать	3	2
148	в чем	2	2
149	нет ни	2	2
150	в виду	4	2
151	мира в	4	2
