N	2gram	Tiupa_Lite_2	KulturaY
1	и т	2	33
2	в том	10	30
3	и в	19	24
4	потому что	2	23
5	том что	7	21
6	т п	2	18
7	что в	4	17
8	для того	2	16
9	было бы	2	15
10	в этом	9	14
11	точки зрения	4	14
12	может быть	17	13
13	все же	2	12
14	в его	4	12
15	и не	11	12
16	не в	4	11
17	вовсе не	2	10
18	у нас	5	10
19	не только	8	10
20	хотя бы	2	10
21	то что	7	9
22	прежде всего	4	9
23	отношению к	3	9
24	того что	5	9
25	с точки	3	9
26	о том	2	9
27	так как	3	9
28	том чтобы	3	8
29	по отношению	4	8
30	то же	12	8
31	уже не	2	8
32	а не	20	8
33	как раз	2	8
34	тем что	4	8
35	не менее	6	7
36	в них	2	7
37	с другой	8	7
38	в качестве	5	7
39	как бы	2	7
40	вместе с	5	7
41	не может	9	7
42	в области	4	7
43	так и	7	7
44	в какой	2	6
45	что он	3	6
46	при этом	6	6
47	в ней	4	6
48	но и	10	6
49	другой стороны	4	6
50	не случайно	4	6
51	с тем	2	5
52	по крайней	2	5
53	крайней мере	2	5
54	но не	5	5
55	еще не	2	5
56	что не	2	5
57	и что	2	5
58	но уже	2	5
59	этом отношении	3	5
60	в виду	2	5
61	а потому	2	5
62	а в	3	5
63	и его	3	5
64	в результате	2	5
65	с ним	2	5
66	и с	3	5
67	в рамках	4	4
68	в частности	4	4
69	в нем	3	4
70	же в	2	4
71	по существу	3	4
72	разумеется не	2	4
73	того же	4	4
74	из них	2	4
75	один из	4	4
76	что и	2	4
77	тем не	2	4
78	в целом	2	4
79	со стороны	3	4
80	тем самым	3	4
81	так что	4	4
82	речь в	2	4
83	и на	6	4
84	в данном	3	4
85	в русском	2	4
86	слова и	7	4
87	уже в	2	3
88	как на	3	3
89	состоит в	9	3
90	для этого	2	3
91	на себя	2	3
92	ли не	4	3
93	соответствии с	2	3
94	в этой	3	3
95	в противовес	3	3
96	очевидно что	2	3
97	в сущности	3	3
98	в истории	2	3
99	даже в	4	3
100	не с	3	3
101	не было	2	3
102	в их	3	3
103	и даже	8	3
104	и он	3	3
105	той же	2	3
106	и то	3	3
107	даже и	2	3
108	в себе	6	3
109	а если	2	3
110	как это	2	3
111	в одном	2	3
112	я не	5	2
113	никогда не	3	2
114	с этой	2	2
115	не является	2	2
116	но с	3	2
117	в каждом	2	2
118	не раз	2	2
119	что было	2	2
120	идет о	3	2
121	к своему	2	2
122	в то	9	2
123	для нас	2	2
124	этом случае	2	2
125	как и	10	2
126	и как	3	2
127	же время	9	2
128	тот же	2	2
129	по преимуществу	2	2
130	свое время	2	2
131	одним из	3	2
132	в свое	2	2
133	себе и	3	2
134	речь идет	3	2
135	если в	2	2
136	к жизни	2	2
137	духовной культуры	2	2
138	был бы	2	2
139	к свету	2	2
140	не говоря	2	2
141	а именно	3	2
142	то и	3	2
143	он не	5	2
144	и для	3	2
145	как я	3	2
146	все равно	2	2
147	свидетельствует о	2	2
148	не столько	3	2
149	одно из	2	2
150	и еще	2	2
151	что я	2	2
152	до конца	2	2
153	тогда как	9	2
154	ничего не	3	2
155	но в	2	2
