N	2gram	Bakhtin_Pr_5	NovoeSre
1	а не	4	17
2	не может	18	16
3	и в	35	16
4	совсем не	3	12
5	и не	27	11
6	что в	6	9
7	он не	13	8
8	в том	5	8
9	как и	18	7
10	в этом	14	7
11	может быть	14	7
12	с его	7	6
13	никогда не	4	6
14	в высшей	3	6
15	не знает	6	6
16	не в	10	6
17	высшей степени	3	6
18	лишь в	7	6
19	но это	6	6
20	ни в	2	6
21	в нем	16	5
22	все это	14	5
23	в жизни	2	5
24	с ее	3	5
25	и к	12	5
26	в ней	2	5
27	не только	10	5
28	не менее	2	4
29	то что	10	4
30	в них	4	4
31	это не	3	4
32	и все	15	4
33	и для	8	4
34	должно быть	3	4
35	потому что	8	4
36	по своему	4	4
37	прежде всего	12	4
38	о том	2	4
39	но и	14	3
40	в своей	4	3
41	с другой	4	3
42	вопрос о	2	3
43	стремится к	6	3
44	во всех	3	3
45	к тому	6	3
46	в мире	4	3
47	в ее	3	3
48	с тем	3	3
49	подобно тому	2	3
50	конечно не	2	3
51	как в	5	3
52	еще не	7	3
53	тому как	2	3
54	за пределы	3	3
55	сказать что	3	3
56	это было	2	3
57	что все	2	2
58	времени и	2	2
59	я не	8	2
60	на протяжении	5	2
61	все время	4	2
62	себя в	2	2
63	у него	4	2
64	вместе с	2	2
65	так и	8	2
66	для этого	2	2
67	и т.п	6	2
68	другой стороны	3	2
69	и от	3	2
70	не знал	2	2
71	а в	7	2
72	я уже	2	2
73	этом смысле	3	2
74	все эти	3	2
75	быть в	2	2
76	уже не	3	2
77	будет и	2	2
78	нет и	4	2
79	такой же	3	2
80	и даже	5	2
81	хотя бы	2	2
82	но не	6	2
83	так же	7	2
84	это и	3	2
85	время как	2	2
86	том что	3	2
87	можно было	2	2
88	но я	2	2
89	и с	12	2
90	и что	6	2
91	с этим	3	2
92	и на	6	2
93	в себе	5	2
94	ли это	2	2
95	ведь и	4	2
96	в то	11	2
97	как будто	4	2
98	и это	5	2
99	мысли в	2	2
100	но для	2	2
101	хотя и	2	2
102	но в	19	2
103	еще до	2	2
