N	3gram	Losev_Prob_3	Dialekti
1	и т д	13	23
2	это значит что	2	21
3	с точки зрения	2	14
4	тем не менее	10	10
5	в таком случае	4	10
6	т д и	4	6
7	а не просто	3	6
8	не что иное	4	6
9	что иное как	4	6
10	не может быть	5	6
11	вовсе не есть	8	5
12	о том что	3	5
13	сам по себе	6	5
14	само по себе	3	5
15	д и т	4	5
16	по крайней мере	5	5
17	в то время	4	4
18	на первый план	2	4
19	и больше ничего	2	4
20	сама по себе	8	4
21	то это значит	2	4
22	не есть просто	2	4
23	то время как	4	4
24	имеется в виду	4	3
25	что он есть	2	3
26	даже и не	4	3
27	ни в каком	4	3
28	в том что	9	3
29	сами по себе	6	3
30	есть не что	4	3
31	как раз и	4	3
32	ровно ничего не	2	3
33	в сравнении с	2	3
34	не есть ни	3	3
35	той или иной	8	2
36	что же такое	3	2
37	хотя и не	2	2
38	но даже и	4	2
39	одно и то	3	2
40	точно так же	3	2
41	того или иного	3	2
42	и то же	4	2
43	с другой стороны	5	2
44	и тем не	3	2
45	и в этом	6	2
46	во всяком случае	6	2
47	этой точки зрения	2	2
48	а не что-нибудь	2	2
