N	2gram	Berdyaev_M_1	StatiiOP
1	и в	28	25
2	в этом	20	24
3	в том	6	20
4	что в	10	19
5	что он	10	19
6	может быть	30	19
7	тем что	4	19
8	том что	3	15
9	в этой	6	14
10	в его	9	12
11	то что	5	12
12	не только	29	12
13	в этих	4	11
14	прежде всего	10	10
15	и не	11	10
16	у него	17	9
17	но и	25	9
18	все это	6	8
19	т е	2	8
20	о том	2	8
21	это не	5	7
22	было бы	10	7
23	с этим	3	7
24	не может	28	7
25	точки зрения	4	7
26	в то	2	7
27	место в	2	6
28	в конце	7	6
29	не в	16	6
30	только в	6	6
31	как бы	2	6
32	как в	2	6
33	а в	4	6
34	и на	6	6
35	в россии	2	6
36	в них	4	5
37	потому что	16	5
38	в котором	8	5
39	связано с	2	5
40	и это	12	5
41	а не	25	5
42	того что	7	5
43	он не	24	5
44	но в	7	5
45	с тем	9	4
46	связана с	2	4
47	в жизни	3	4
48	а как	2	4
49	у нас	5	4
50	как и	5	4
51	мы видим	2	4
52	это есть	3	4
53	в начале	2	4
54	на протяжении	2	4
55	если бы	2	4
56	и к	2	4
57	в ней	15	4
58	к ней	4	4
59	относится к	2	4
60	в своей	15	4
61	отношение к	4	4
62	всего в	2	4
63	отличается от	2	4
64	в центре	2	4
65	не было	18	4
66	лишь в	6	4
67	к нему	7	4
68	и для	2	4
69	и с	3	4
70	время как	2	4
71	сказать что	2	4
72	в каком	2	4
73	все же	2	4
74	xix века	4	4
75	в которой	6	4
76	то время	2	4
77	ничего не	3	4
78	уже в	4	3
79	с его	3	3
80	к этому	2	3
81	его как	2	3
82	он был	14	3
83	с этой	4	3
84	для него	11	3
85	и что	2	3
86	на этом	3	3
87	до конца	14	3
88	нет в	4	3
89	конце концов	2	3
90	все эти	2	3
91	в их	4	3
92	от нее	5	3
93	уже не	4	3
94	не так	3	3
95	и его	9	3
96	но он	9	3
97	так как	3	3
98	в творчестве	10	3
99	он хотел	2	3
100	не был	7	2
101	должен был	4	2
102	никогда не	14	2
103	себя и	3	2
104	и у	2	2
105	и во	2	2
106	к тому	3	2
107	не как	4	2
108	но не	8	2
109	в свою	2	2
110	движения в	2	2
111	до сих	2	2
112	в самом	11	2
113	которую он	2	2
114	в виду	2	2
115	нет и	5	2
116	один из	4	2
117	должен быть	2	2
118	вместе с	6	2
119	сих пор	2	2
120	быть не	2	2
121	не мог	3	2
122	для того	2	2
123	тему о	4	2
124	и по	4	2
125	к этим	2	2
126	не была	3	2
127	его не	3	2
128	в которых	4	2
129	одно из	3	2
130	могут быть	2	2
131	это особенно	2	2
132	он и	2	2
133	том смысле	2	2
134	не имеет	3	2
135	к этой	2	2
136	то есть	3	2
