N	2gram	Propp_Isto_3	Analitik
1	не только	14	22
2	и в	22	18
3	как и	3	14
4	так и	2	14
5	в этом	17	14
6	но и	12	13
7	и его	4	13
8	в частности	5	12
9	том что	8	12
10	в качестве	2	12
11	и не	12	12
12	при этом	2	11
13	а в	6	10
14	может быть	11	9
15	со стороны	3	9
16	что в	15	9
17	а не	6	9
18	в том	9	9
19	и даже	2	8
20	с другой	7	7
21	но не	7	7
22	в его	3	7
23	в русской	3	7
24	отношению к	2	7
25	по отношению	2	7
26	к тому	3	6
27	не в	4	6
28	еще не	10	6
29	в этой	5	6
30	он не	5	6
31	о том	3	6
32	никогда не	3	5
33	прежде всего	3	5
34	в свою	4	5
35	как правило	2	5
36	что и	9	5
37	другой стороны	7	5
38	уже не	7	5
39	той же	2	5
40	между тем	2	5
41	мы имеем	19	5
42	представляет собой	3	5
43	не менее	5	4
44	в своем	2	4
45	в одном	2	4
46	состоит в	3	4
47	что он	9	4
48	можно сказать	2	4
49	и к	3	4
50	и как	3	4
51	в пределах	4	4
52	все же	5	4
53	таким образом	10	4
54	и на	4	4
55	однако что	3	4
56	в данном	4	4
57	далеко не	3	4
58	что по	2	4
59	из этих	3	3
60	говорит и	2	3
61	к этому	7	3
62	не всегда	4	3
63	тому же	2	3
64	что они	8	3
65	было бы	3	3
66	только не	2	3
67	к жизни	2	3
68	в целом	3	3
69	данном случае	3	3
70	как в	2	3
71	так в	6	3
72	дело с	2	3
73	то же	6	3
74	не было	2	3
75	что не	2	3
76	его не	3	3
77	роль в	2	3
78	ничего не	6	3
79	здесь и	2	3
80	вступает в	3	3
81	с этим	8	3
82	точки зрения	2	3
83	он и	3	3
84	в то	2	3
85	его в	3	3
86	здесь не	3	3
87	в особенности	2	3
88	как это	4	3
89	вступить в	3	2
90	могут быть	5	2
91	власть над	4	2
92	все эти	4	2
93	в них	6	2
94	это не	6	2
95	но они	2	2
96	и от	3	2
97	о себе	3	2
98	в жизни	2	2
99	в нем	9	2
100	и ее	3	2
101	в тех	2	2
102	тем не	5	2
103	же в	2	2
104	да и	2	2
105	в дальнейшем	4	2
106	с появлением	4	2
107	одна из	2	2
108	с тем	2	2
109	одной стороны	2	2
110	совершенно не	2	2
111	например в	2	2
112	на его	3	2
113	хотя и	2	2
114	в ней	2	2
115	и потому	2	2
116	а также	2	2
117	всяком случае	2	2
118	даже в	2	2
119	не видно	3	2
120	один из	5	2
121	не с	2	2
122	то что	7	2
123	вместе с	9	2
124	что она	5	2
125	связь с	6	2
126	не может	4	2
127	не могла	2	2
128	с одной	2	2
129	и вот	2	2
130	не мог	2	2
131	и он	2	2
132	и для	2	2
133	после чего	10	2
134	сказать что	3	2
135	во всяком	2	2
136	мы можем	6	2
137	тем что	4	2
138	на себя	2	2
139	и здесь	7	2
140	только в	4	2
141	и все	3	2
142	там где	7	2
143	но в	10	2
