N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	49
2	то есть	12	32
3	прежде всего	7	19
4	в его	3	18
5	не только	10	17
6	и его	3	17
7	и на	5	17
8	и не	15	15
9	в этом	16	15
10	в них	3	13
11	только в	3	13
12	но и	11	13
13	как и	16	11
14	как бы	4	11
15	и т.п	12	11
16	в этой	4	10
17	все это	2	9
18	для него	5	9
19	в нем	7	9
20	отношение к	2	8
21	все же	6	7
22	жизни и	3	7
23	не может	9	7
24	то же	6	7
25	все эти	3	7
26	именно в	2	6
27	то что	5	6
28	в себя	2	6
29	же время	5	6
30	здесь в	3	6
31	времени и	2	6
32	так и	9	6
33	с их	2	6
34	и с	2	6
35	точки зрения	4	6
36	в то	5	6
37	в творчестве	3	6
38	с его	6	5
39	никогда не	2	5
40	в своем	5	5
41	из этих	3	5
42	но не	7	5
43	при этом	17	5
44	может быть	16	5
45	в своей	6	5
46	с точки	2	5
47	роль в	4	5
48	с другой	5	4
49	нового времени	5	4
50	в себе	19	4
51	том что	10	4
52	в свое	2	4
53	в своих	6	4
54	в этих	3	4
55	не было	3	4
56	а в	2	4
57	как на	3	4
58	в области	2	4
59	но в	11	4
60	место в	2	3
61	с одной	4	3
62	о чем	2	3
63	жизни в	3	3
64	но здесь	2	3
65	в одном	4	3
66	что он	2	3
67	в том	8	3
68	одной стороны	4	3
69	из них	3	3
70	свое время	2	3
71	с ее	2	3
72	ни в	7	3
73	другой стороны	2	3
74	этом отношении	4	3
75	и все	3	3
76	также и	3	3
77	их в	2	3
78	далеко не	2	3
79	о том	4	3
80	и это	2	3
81	мире и	3	3
82	одного из	4	2
83	содержит в	2	2
84	в противоположность	5	2
85	что в	5	2
86	могут быть	3	2
87	в качестве	16	2
88	не подлежит	2	2
89	это в	2	2
90	вследствие этого	2	2
91	можно сказать	3	2
92	там же	2	2
93	но это	3	2
94	есть в	2	2
95	перед лицом	2	2
96	в пределах	4	2
97	еще не	6	2
98	в формах	2	2
99	по словам	2	2
100	такого рода	9	2
101	мире в	3	2
102	в первую	2	2
103	в ней	2	2
104	еще в	3	2
105	в мире	11	2
106	по преимуществу	2	2
107	вместе с	2	2
108	на языке	2	2
109	и прежде	2	2
110	тому как	2	2
111	подобно тому	2	2
112	в другом	3	2
113	здесь не	2	2
