N	2gram	Bakhtin_Pr_4	KulturaY
1	в том	9	30
2	и в	46	24
3	потому что	4	23
4	том что	4	21
5	что в	4	17
6	и пр	2	15
7	было бы	3	15
8	в этом	16	14
9	точки зрения	11	14
10	может быть	23	13
11	языка в	2	12
12	все же	4	12
13	таким образом	4	12
14	в его	9	12
15	и не	27	12
16	не в	10	11
17	только в	6	11
18	вовсе не	9	10
19	в самом	9	10
20	у нас	2	10
21	не только	14	10
22	хотя бы	2	10
23	если бы	3	9
24	то что	4	9
25	прежде всего	9	9
26	отношению к	5	9
27	самом деле	4	9
28	с точки	9	9
29	о том	5	9
30	так как	5	9
31	языка и	2	8
32	по отношению	5	8
33	в языке	2	8
34	то же	6	8
35	уже не	4	8
36	а не	11	8
37	как раз	7	8
38	тем что	3	8
39	не менее	2	7
40	с другой	3	7
41	как бы	19	7
42	вместе с	2	7
43	не может	19	7
44	с помощью	3	7
45	это не	5	7
46	бы в	3	7
47	так и	4	7
48	что он	6	6
49	при этом	5	6
50	что такое	2	6
51	но и	12	6
52	что же	3	6
53	все это	6	6
54	другой стороны	3	6
55	можно было	2	6
56	все эти	4	6
57	в которых	2	6
58	мы имеем	3	6
59	еще и	4	5
60	к тому	2	5
61	но не	4	5
62	еще не	7	5
63	например в	4	5
64	и что	3	5
65	целый ряд	2	5
66	в виду	4	5
67	в той	3	5
68	а в	2	5
69	и его	6	5
70	рядом с	5	5
71	в результате	2	5
72	во всяком	2	5
73	между тем	2	5
74	речи и	5	5
75	так сказать	5	5
76	с ним	2	5
77	и с	7	5
78	с его	5	4
79	в этих	4	4
80	к себе	6	4
81	на то	3	4
82	в нем	17	4
83	по существу	3	4
84	есть в	6	4
85	того же	3	4
86	в пределах	10	4
87	что и	3	4
88	сих пор	8	4
89	до сих	8	4
90	как в	4	4
91	с этим	2	4
92	того как	2	4
93	в самой	5	4
94	так что	2	4
95	речь в	2	4
96	так же	3	4
97	и на	11	4
98	в данном	2	4
99	из этих	3	4
100	и является	2	4
101	слова и	7	4
102	там где	2	4
103	что так	2	3
104	уже в	4	3
105	для этого	2	3
106	на себя	4	3
107	в духе	2	3
108	этом смысле	2	3
109	из одного	2	3
110	его к	2	3
111	или иной	2	3
112	то это	3	3
113	можно сказать	4	3
114	в этой	3	3
115	со словом	2	3
116	мы увидим	6	3
117	в общем	2	3
118	в сущности	7	3
119	это слово	5	3
120	на том	2	3
121	этого слова	2	3
122	слова как	3	3
123	в котором	5	3
124	по мере	4	3
125	когда он	2	3
126	или менее	3	3
127	в своем	3	3
128	не было	2	3
129	только и	2	3
130	в их	4	3
131	более или	3	3
132	в системе	2	3
133	и даже	3	3
134	и он	6	3
135	должно быть	4	3
136	той же	3	3
137	должна быть	2	3
138	и здесь	4	3
139	хотя и	6	3
140	в речи	3	3
141	они не	2	3
142	в себе	7	3
143	он есть	2	3
144	здесь не	4	3
145	в одном	11	3
146	любовь к	4	2
147	только к	2	2
148	никогда не	6	2
149	свой предмет	7	2
150	превращается в	4	2
151	и все	9	2
152	но с	2	2
153	в каждом	6	2
154	не могут	3	2
155	вопрос о	2	2
156	по себе	7	2
157	если мы	5	2
158	слова но	4	2
159	к своему	3	2
160	в то	5	2
161	для нас	2	2
162	как и	12	2
163	и как	2	2
164	но все	2	2
165	и при	3	2
166	лишь как	2	2
167	а то	3	2
168	в большинстве	9	2
169	же время	5	2
170	конечно не	8	2
171	в своей	3	2
172	свое время	2	2
173	одним из	3	2
174	том же	4	2
175	никак не	3	2
176	же и	4	2
177	но если	3	2
178	в свое	2	2
179	о нем	6	2
180	себе и	3	2
181	если в	2	2
182	к жизни	2	2
183	и тем	2	2
184	и мысли	2	2
185	ни в	6	2
186	бы и	2	2
187	то и	2	2
188	он не	4	2
189	и для	3	2
190	все равно	2	2
191	в слове	3	2
192	лишь в	2	2
193	устной речи	3	2
194	этих случаях	2	2
195	на этот	2	2
196	между ними	10	2
197	языковых стилей	2	2
198	увидим что	2	2
199	слов в	2	2
200	или в	8	2
201	также и	3	2
202	от этого	2	2
203	что я	6	2
204	о котором	2	2
205	в структуре	5	2
206	но ведь	2	2
207	здесь только	2	2
208	слово с	5	2
209	до конца	4	2
210	ничего не	2	2
211	но в	6	2
