N	2gram	Bakhtin_Fr_6	Analitik
1	в этом	12	18
2	в частности	2	16
3	и в	41	16
4	не только	10	16
5	так и	5	15
6	как и	7	14
7	в том	2	12
8	но и	13	12
9	и не	3	12
10	том что	7	12
11	как бы	7	10
12	при этом	3	10
13	в эпизоде	5	10
14	а не	2	10
15	лишь в	2	9
16	и даже	4	9
17	в этой	8	9
18	то есть	24	9
19	в данном	3	8
20	и т.п	19	8
21	в себе	5	7
22	то что	10	7
23	о том	9	7
24	а также	5	7
25	с другой	4	6
26	в самом	10	6
27	и на	9	6
28	говорить о	2	6
29	может быть	2	6
30	как это	2	6
31	но в	8	6
32	данном случае	2	5
33	с одной	4	5
34	в своем	5	4
35	в конце	2	4
36	и смерти	3	4
37	у него	7	4
38	не в	4	4
39	за пределы	2	4
40	но не	2	4
41	того же	4	4
42	одной стороны	4	4
43	в сущности	8	4
44	и особенно	3	4
45	во всех	17	4
46	как в	4	4
47	все это	11	4
48	как раз	2	4
49	не может	4	4
50	на этом	2	4
51	и его	13	4
52	то же	5	4
53	хотя и	2	4
54	он в	2	4
55	точки зрения	2	4
56	только в	3	4
57	не был	2	3
58	борьба с	4	3
59	никогда не	8	3
60	как о	2	3
61	прежде всего	10	3
62	одной из	3	3
63	не мог	3	3
64	так что	2	3
65	есть в	3	3
66	было бы	3	3
67	и сам	3	3
68	на его	2	3
69	в центре	2	3
70	или в	6	3
71	из них	5	3
72	в первой	3	3
73	этом отношении	3	3
74	именно в	4	3
75	а в	4	3
76	как мы	12	3
77	и то	2	3
78	в результате	4	3
79	тем что	5	3
80	романа в	3	3
81	в организации	2	3
82	бы в	2	3
83	в эту	2	3
84	и все	9	3
85	того что	3	2
86	в одном	5	2
87	что все	2	2
88	вовсе не	7	2
89	он был	4	2
90	и смерть	2	2
91	а затем	4	2
92	все что	4	2
93	превращается в	2	2
94	же время	5	2
95	ведь это	2	2
96	что в	7	2
97	мы узнаем	2	2
98	включая и	2	2
99	ведь и	2	2
100	в своей	2	2
101	в таких	2	2
102	еще в	5	2
103	в котором	4	2
104	даже в	4	2
105	один из	6	2
106	это было	2	2
107	себя в	2	2
108	и их	3	2
109	вместе с	6	2
110	другой стороны	2	2
111	внимание на	2	2
112	таким образом	17	2
113	здесь в	9	2
114	той же	5	2
115	еще более	2	2
116	те же	3	2
117	но эта	2	2
118	в значительной	2	2
119	и он	5	2
120	и для	3	2
121	с точки	2	2
122	так же	5	2
123	роль в	4	2
124	и до	7	2
125	никак не	3	2
126	между тем	2	2
127	и во	2	2
128	одну из	2	2
129	он не	2	2
130	в то	6	2
131	в его	7	2
132	в этих	2	2
133	сказать что	6	2
134	с ним	4	2
