N	2gram	Vygotskiy__4	KFilosof
1	может быть	22	43
2	в его	10	39
3	в нем	7	31
4	не может	10	27
5	и не	13	26
6	и в	33	22
7	в котором	2	21
8	в себе	6	21
9	в ее	2	17
10	а не	6	17
11	и его	5	17
12	только в	4	16
13	точки зрения	6	13
14	в этом	28	13
15	ни в	3	12
16	но не	3	12
17	и это	5	12
18	все эти	6	11
19	в своей	4	11
20	не в	2	11
21	в своем	7	10
22	это не	6	10
23	все это	13	10
24	во всех	2	10
25	с точки	4	10
26	и есть	4	9
27	в целом	5	9
28	но и	3	9
29	в их	2	9
30	как бы	25	9
31	и все	12	9
32	и для	3	9
33	не было	3	8
34	если бы	10	8
35	было бы	12	8
36	жизни и	4	8
37	со стороны	2	8
38	и здесь	3	7
39	во всем	2	7
40	вовсе не	5	7
41	конечно не	3	7
42	что и	3	7
43	то что	44	7
44	себя в	4	7
45	я не	4	6
46	в том	21	6
47	смысл и	4	6
48	и только	7	6
49	в мире	3	6
50	совершенно не	4	6
51	он не	11	6
52	никогда не	5	5
53	хотя бы	2	5
54	ее и	2	5
55	то же	9	5
56	но все	2	5
57	именно в	2	5
58	не имеет	2	5
59	должно быть	3	5
60	в основе	3	5
61	его в	3	5
62	событие в	2	5
63	с ним	5	5
64	но в	2	5
65	как и	5	5
66	не только	7	5
67	ни одно	2	5
68	все же	5	5
69	мы имеем	2	5
70	времени и	2	4
71	место в	2	4
72	что в	21	4
73	для нас	7	4
74	здесь мы	3	4
75	при этом	2	4
76	не по	2	4
77	в своих	3	4
78	могло бы	3	4
79	в одном	3	4
80	нисколько не	5	4
81	том что	22	4
82	о нем	4	4
83	во всей	3	4
84	а в	4	4
85	тем самым	3	4
86	в каком	8	4
87	бы и	2	3
88	что это	13	3
89	из его	2	3
90	до конца	7	3
91	в виду	2	3
92	себе и	2	3
93	был бы	3	3
94	того что	4	3
95	и на	5	3
96	и совершенно	5	3
97	в ней	6	3
98	в то	3	3
99	события в	3	3
100	о том	20	3
101	мы не	5	3
102	всех этих	3	3
103	ясно что	5	3
104	могла бы	4	3
105	и этот	3	3
106	бы не	2	3
107	на самом	6	3
108	самом деле	12	3
109	для того	23	3
110	только с	2	3
111	что не	4	3
112	что этот	3	3
113	тем что	3	3
114	ничего не	2	3
115	смысла и	4	2
116	и ясно	2	2
117	а с	2	2
118	его и	2	2
119	та же	3	2
120	прежде всего	2	2
121	вопрос о	2	2
122	к которой	3	2
123	все остальное	2	2
124	и конечно	2	2
125	и как	5	2
126	же время	2	2
127	он может	2	2
128	и мы	15	2
129	которой все	2	2
130	по себе	9	2
131	тому что	6	2
132	для этого	8	2
133	быть не	2	2
134	и других	4	2
135	потому что	24	2
136	говорить о	3	2
137	а как	2	2
138	с его	2	2
139	и то	2	2
140	мы получим	3	2
141	с тем	4	2
142	из нее	3	2
143	что эта	6	2
144	в жизни	4	2
145	к этому	4	2
146	думать что	2	2
147	что он	20	2
148	даны в	4	2
149	не будет	4	2
150	бы то	2	2
151	ли это	3	2
152	тот же	3	2
153	и может	5	2
154	в это	2	2
155	кажется что	2	2
156	и когда	2	2
157	и потому	2	2
158	этого слова	3	2
159	и смысл	2	2
160	и эти	2	2
161	и именно	2	2
162	так и	3	2
163	как в	3	2
164	дело с	3	2
165	нами в	2	2
166	в виде	3	2
167	это и	5	2
168	сводится к	2	2
169	и она	2	2
170	того чтобы	22	2
171	и эта	2	2
172	жизнь и	4	2
173	и та	2	2
174	от этого	3	2
175	в этой	9	2
176	едва ли	2	2
177	не потому	2	2
