N	2gram	Losev_Prob_1	Psycholo
1	то что	42	37
2	и в	32	30
3	в том	9	27
4	что в	12	24
5	и что	9	23
6	потому что	16	23
7	том что	12	21
8	все время	2	20
9	для того	8	20
10	таким образом	6	20
11	того чтобы	9	20
12	как бы	14	19
13	что он	7	17
14	на то	8	17
15	если мы	11	16
16	не только	17	16
17	в самом	6	14
18	в этом	19	14
19	так же	9	13
20	как раз	13	13
21	в нас	2	13
22	то есть	33	13
23	в сущности	2	12
24	вместе с	2	12
25	если бы	4	11
26	может быть	14	11
27	что мы	13	11
28	о том	11	10
29	никогда не	7	9
30	с другой	3	9
31	для этого	3	9
32	мы увидим	3	9
33	не может	8	9
34	и то	6	9
35	сказать что	13	9
36	так как	11	9
37	с тем	5	8
38	что это	3	8
39	тому что	4	8
40	мы имеем	2	8
41	он должен	2	8
42	к тому	3	8
43	не в	4	8
44	сейчас же	3	8
45	а не	15	8
46	при этом	6	8
47	того что	7	8
48	самом деле	6	8
49	мы видим	2	8
50	могут быть	2	8
51	и это	9	8
52	по себе	15	7
53	в нем	13	7
54	и как	6	7
55	но не	9	7
56	мы можем	4	7
57	и т	11	7
58	то же	10	7
59	действующих лиц	2	7
60	точки зрения	3	7
61	как это	6	7
62	уже в	3	6
63	ясно что	3	6
64	в своем	5	6
65	что она	5	6
66	именно в	4	6
67	как и	3	6
68	что если	2	6
69	и если	6	6
70	совершенно не	6	6
71	в искусстве	3	6
72	и тем	13	6
73	и для	4	6
74	но и	9	6
75	что все	3	6
76	что оно	3	6
77	и не	31	6
78	и его	3	6
79	или в	4	6
80	и здесь	6	6
81	никак не	4	6
82	тем что	7	6
83	мы уже	5	6
84	как будто	3	6
85	когда мы	8	6
86	только не	3	5
87	и есть	6	5
88	по этому	3	5
89	несмотря на	3	5
90	как мы	7	5
91	и потому	2	5
92	в этой	10	5
93	что они	3	5
94	еще не	9	5
95	до сих	3	5
96	было бы	8	5
97	искусства и	3	5
98	один из	4	5
99	сих пор	3	5
100	другой стороны	3	5
101	именно на	3	5
102	во внимание	2	5
103	в себе	15	5
104	но в	14	5
105	только в	7	5
106	же самое	9	5
107	казалось бы	4	4
108	в результате	2	4
109	и все	7	4
110	прежде всего	10	4
111	именно то	3	4
112	уже давно	2	4
113	говорит о	3	4
114	у нас	14	4
115	есть не	6	4
116	и заключается	2	4
117	указывает на	14	4
118	в своей	8	4
119	в его	6	4
120	в него	2	4
121	в них	7	4
122	не есть	29	4
123	только на	4	4
124	только что	2	4
125	этому поводу	3	4
126	а в	4	4
127	которых мы	2	4
128	на одном	2	4
129	мы говорили	4	4
130	в конце	6	4
131	о чем	6	4
132	в виду	6	4
133	не можем	2	4
134	не существует	6	3
135	что ни	2	3
136	не могут	2	3
137	и уже	3	3
138	бы мы	3	3
139	хотя бы	3	3
140	это не	6	3
141	не как	2	3
142	заставляет нас	2	3
143	из этих	2	3
144	чем больше	4	3
145	вовсе не	35	3
146	для нас	5	3
147	меньше всего	2	3
148	об этом	10	3
149	так что	6	3
150	это есть	9	3
151	что здесь	3	3
152	для него	2	3
153	он не	3	3
154	в ее	3	3
155	на его	2	3
156	ни в	7	3
157	данном случае	8	3
158	так и	12	3
159	как в	4	3
160	в их	4	3
161	есть нечто	11	3
162	это только	2	3
163	и только	4	3
164	т д	10	3
165	по поводу	4	3
166	но только	2	3
167	и о	8	3
168	на этот	3	3
169	в таком	9	3
170	по его	2	3
171	мы не	2	3
172	можно было	3	3
173	сам по	7	3
174	но он	3	3
175	и на	8	3
176	в каком	3	3
177	в данном	9	3
178	мы должны	5	3
179	в этих	3	3
180	иметь в	4	3
181	в которой	2	3
182	учения о	2	3
183	перед нами	5	2
184	в отношении	3	2
185	говорили выше	2	2
186	с его	2	2
187	же как	2	2
188	связи с	5	2
189	он в	2	2
190	знаем что	2	2
191	не является	5	2
192	с этим	3	2
193	во всякой	2	2
194	мы называем	2	2
195	этом смысле	6	2
196	или иной	5	2
197	не что	2	2
198	можно сказать	5	2
199	на первый	2	2
200	же в	4	2
201	этом случае	2	2
202	нас не	2	2
203	и того	2	2
204	по существу	2	2
205	но все	3	2
206	и при	2	2
207	того же	3	2
208	или вернее	3	2
209	одного и	2	2
210	что их	2	2
211	или на	3	2
212	по преимуществу	2	2
213	обратить внимание	3	2
214	на том	4	2
215	как они	2	2
216	и следовательно	3	2
217	той или	5	2
218	в качестве	2	2
219	вернее сказать	2	2
220	о которых	3	2
221	в котором	5	2
222	себе не	3	2
223	сами по	3	2
224	гораздо более	2	2
225	иное как	2	2
226	образом и	2	2
227	из них	3	2
228	для чего	2	2
229	во всех	7	2
230	быть и	3	2
231	и до	2	2
232	мы хотим	3	2
233	все это	7	2
234	является то	2	2
235	мы никогда	3	2
236	но еще	2	2
237	того как	3	2
238	от нас	3	2
239	это совершенно	4	2
240	все равно	5	2
241	мы находим	2	2
242	и другое	2	2
243	с точки	3	2
244	и даже	11	2
245	есть только	8	2
246	должно быть	2	2
247	ничего не	10	2
248	в которых	3	2
249	и с	2	2
250	и так	2	2
251	является в	2	2
252	даже и	8	2
253	что иное	2	2
254	совсем не	4	2
255	в то	6	2
256	вопроса о	2	2
257	как он	4	2
258	все эти	8	2
259	дело в	3	2
260	естественно что	2	2
261	конце концов	4	2
262	и ни	4	2
263	едва ли	2	2
264	но она	3	2
265	на самом	6	2
