N	2gram	Vygotskiy__5	Istorich
1	и в	30	22
2	мы имеем	8	19
3	в этом	14	17
4	и т	7	16
5	т д	3	15
6	что в	24	15
7	не только	16	14
8	но и	6	12
9	и не	6	12
10	может быть	11	11
11	в этих	3	11
12	или в	6	11
13	еще не	5	10
14	таким образом	20	10
15	но в	5	10
16	и говорит	3	9
17	что он	17	9
18	в нем	7	9
19	что и	3	9
20	вместе с	12	9
21	в том	27	9
22	что они	5	8
23	с этим	2	8
24	том что	21	8
25	мы видим	8	8
26	как мы	5	8
27	другой стороны	5	7
28	с другой	9	7
29	к этому	3	7
30	предположить что	2	7
31	но не	7	7
32	то что	37	7
33	из них	2	7
34	и здесь	6	7
35	мы должны	3	7
36	так как	9	7
37	там где	4	7
38	связи с	2	6
39	в них	4	6
40	это не	3	6
41	что здесь	3	6
42	мы уже	6	6
43	а в	4	6
44	то же	7	6
45	в течение	2	6
46	а не	8	6
47	так в	3	6
48	мы можем	7	6
49	ничего не	2	6
50	если бы	11	6
51	в частности	4	5
52	показывает что	3	5
53	так что	3	5
54	до сих	5	5
55	один из	5	5
56	все же	7	5
57	этом случае	2	5
58	что она	6	5
59	он не	3	5
60	того что	8	5
61	сих пор	5	5
62	могут быть	8	5
63	в этой	5	5
64	и другие	3	4
65	видим что	3	4
66	как это	7	4
67	у нас	4	4
68	не в	8	4
69	только в	5	4
70	на этом	6	4
71	в свою	3	4
72	что на	3	4
73	для нас	3	4
74	находится в	2	4
75	и его	6	4
76	и на	3	4
77	в данном	3	4
78	не может	9	4
79	но он	3	4
80	тем что	6	4
81	представляют собой	2	4
82	все эти	2	4
83	и с	2	4
84	что герой	3	3
85	состоит в	3	3
86	что у	3	3
87	целый ряд	3	3
88	в одной	2	3
89	и все	4	3
90	прежде всего	4	3
91	стороны и	4	3
92	не что	2	3
93	к тому	8	3
94	и к	4	3
95	а затем	2	3
96	как и	6	3
97	и как	7	3
98	эти два	3	3
99	он видит	2	3
100	у него	3	3
101	смерти в	2	3
102	было бы	5	3
103	мы увидим	9	3
104	на его	3	3
105	в его	4	3
106	никогда не	9	3
107	в целом	5	3
108	быть и	2	3
109	данном случае	3	3
110	со стороны	3	3
111	должен был	4	3
112	все равно	2	3
113	на том	2	3
114	следующим образом	2	3
115	так же	13	3
116	иное как	2	3
117	сказать что	9	3
118	потому что	23	3
119	из этих	3	3
120	что иное	2	3
121	о том	10	3
122	если я	2	3
123	или наоборот	2	2
124	как только	4	2
125	все время	20	2
126	с тем	8	2
127	только не	5	2
128	знаем что	2	2
129	и есть	5	2
130	и герой	2	2
131	это делает	2	2
132	и так	2	2
133	в одном	2	2
134	вовсе не	3	2
135	вопрос о	3	2
136	можно сказать	2	2
137	уже давно	4	2
138	лицо и	2	2
139	мы знаем	2	2
140	же в	2	2
141	ни в	3	2
142	в нее	2	2
143	но все	2	2
144	в силу	3	2
145	от него	4	2
146	одна из	3	2
147	с одной	12	2
148	как в	3	2
149	при этом	8	2
150	в качестве	2	2
151	не дает	2	2
152	ни один	2	2
153	одной стороны	12	2
154	совершенно не	6	2
155	себе и	2	2
156	и о	3	2
157	же как	2	2
158	в ней	4	2
159	его на	2	2
160	и потому	5	2
161	и он	2	2
162	в котором	2	2
163	не с	2	2
164	то это	4	2
165	и уже	3	2
166	и это	8	2
167	жизни и	6	2
168	но она	2	2
169	образом и	2	2
170	так и	3	2
171	только на	4	2
172	по отношению	2	2
173	в своем	6	2
174	образом мы	3	2
175	той же	3	2
176	на самом	2	2
177	этот вопрос	4	2
178	из того	3	2
179	и вот	2	2
180	мы найдем	4	2
181	и что	23	2
182	и даже	2	2
183	два типа	2	2
184	есть только	2	2
185	и для	6	2
186	несомненно что	2	2
187	время как	2	2
188	в которых	2	2
189	и то	9	2
190	дело с	5	2
191	точки зрения	7	2
192	в другом	3	2
193	в то	2	2
194	ту же	2	2
195	как будто	6	2
196	мы сейчас	3	2
197	что по	2	2
198	в него	4	2
199	же не	2	2
